store,weekday,hour,predicted_visitors,predicted_sales_yen,demand_minutes,fixed_minutes,required_staff,current_staff,staff_gap
店舗05,3,8,23.625,54862.0,63.7875,105,4,3,1
店舗05,3,9,28.25,67048.25,76.275,105,4,3,1
店舗05,3,10,32.25,72540.75,87.075,48,3,3,0
店舗05,3,11,41.5,104267.625,112.05000000000001,48,4,4,0
店舗05,3,12,42.75,103508.5,115.42500000000001,48,4,4,0
店舗05,3,13,42.75,99388.0,115.42500000000001,48,4,4,0
店舗05,3,14,29.875,69714.0,80.66250000000001,48,3,3,0
店舗05,3,15,28.875,68450.125,77.9625,48,3,3,0
店舗05,3,16,32.125,77029.25,86.73750000000001,48,3,4,-1
店舗05,3,17,41.375,92499.375,111.7125,48,4,4,0
店舗05,3,18,49.5,117659.375,133.65,48,4,4,0
店舗05,3,19,42.625,97317.125,115.0875,48,4,4,0
店舗05,3,20,35.125,84069.5,94.8375,105,4,3,1
店舗05,3,21,28.5,66564.5,76.95,105,4,3,1
店舗05,4,8,24.75,59238.125,66.825,105,4,3,1
店舗05,4,9,25.5,63083.5,68.85000000000001,105,4,4,0
店舗05,4,10,33.25,77009.75,89.775,48,3,3,0
店舗05,4,11,39.625,93495.375,106.98750000000001,48,4,3,1
店舗05,4,12,42.875,98645.0,115.7625,48,4,4,0
店舗05,4,13,39.375,88121.75,106.3125,48,4,4,0
店舗05,4,14,36.75,87211.625,99.22500000000001,48,3,3,0
店舗05,4,15,27.0,61023.5,72.9,48,3,3,0
店舗05,4,16,34.5,83298.25,93.15,48,3,3,0
店舗05,4,17,42.25,95389.625,114.075,48,4,4,0
店舗05,4,18,48.125,108212.25,129.9375,48,4,4,0
店舗05,4,19,44.0,102554.375,118.80000000000001,48,4,4,0
店舗05,4,20,32.5,79153.25,87.75,105,4,3,1
店舗05,4,21,23.375,54128.375,63.112500000000004,105,4,3,1
店舗05,5,8,30.125,70825.375,81.3375,105,4,3,1
店舗05,5,9,34.625,81077.25,93.48750000000001,105,4,3,1
店舗05,5,10,40.875,97467.5,110.36250000000001,48,4,4,0
店舗05,5,11,47.5,114168.25,128.25,48,4,4,0
店舗05,5,12,55.125,126384.5,148.8375,48,4,4,0
店舗05,5,13,49.625,117107.25,133.9875,48,4,4,0
店舗05,5,14,43.5,99914.875,117.45,48,4,4,0
店舗05,5,15,39.0,90917.5,105.30000000000001,48,4,4,0
店舗05,5,16,42.0,96906.0,113.4,48,4,4,0
店舗05,5,17,51.125,124284.75,138.03750000000002,48,4,4,0
店舗05,5,18,58.625,135856.625,158.28750000000002,48,5,4,1
店舗05,5,19,52.875,120911.25,142.76250000000002,48,4,4,0
店舗05,5,20,39.625,93376.125,106.98750000000001,105,5,4,1
店舗05,5,21,33.75,77465.125,91.125,105,4,3,1
店舗05,6,8,29.25,68547.5,78.97500000000001,105,4,3,1
店舗05,6,9,32.25,74569.25,87.075,105,4,3,1
店舗05,6,10,40.625,95812.375,109.68750000000001,48,4,4,0
店舗05,6,11,49.125,112341.875,132.63750000000002,48,4,4,0
店舗05,6,12,53.0,120745.875,143.10000000000002,48,4,4,0
店舗05,6,13,50.625,124284.25,136.6875,48,4,4,0
店舗05,6,14,43.75,99711.75,118.12500000000001,48,4,4,0
店舗05,6,15,39.5,90244.375,106.65,48,4,4,0
店舗05,6,16,39.625,93220.25,106.98750000000001,48,4,4,0
店舗05,6,17,52.625,120956.625,142.0875,48,4,4,0
店舗05,6,18,60.125,137909.25,162.3375,48,5,4,1
店舗05,6,19,52.0,128452.875,140.4,48,4,4,0
店舗05,6,20,42.125,95263.625,113.73750000000001,105,5,4,1
店舗05,6,21,32.75,75662.875,88.42500000000001,105,4,3,1
店舗06,0,8,25.5,61533.5,68.85000000000001,105,4,3,1
店舗06,0,9,28.875,63319.5,77.9625,105,4,3,1
店舗06,0,10,34.875,81686.375,94.16250000000001,48,3,4,-1
店舗06,0,11,44.125,98867.25,119.1375,48,4,4,0
店舗06,0,12,46.375,106886.375,125.2125,48,4,4,0
店舗06,0,13,43.125,103574.125,116.43750000000001,48,4,4,0
店舗06,0,14,33.25,76791.5,89.775,48,3,3,0
店舗06,0,15,32.25,77743.75,87.075,48,3,3,0
店舗06,0,16,34.875,82294.625,94.16250000000001,48,3,3,0
店舗06,0,17,44.5,100798.5,120.15,48,4,4,0
店舗06,0,18,50.25,118875.25,135.675,48,4,4,0
店舗06,0,19,46.125,114016.5,124.53750000000001,48,4,4,0
店舗06,0,20,35.875,84075.5,96.86250000000001,105,5,3,2
店舗06,0,21,27.125,63105.125,73.23750000000001,105,4,2,2
店舗06,1,8,25.375,60275.25,68.5125,105,4,3,1
店舗06,1,9,30.0,71594.75,81.0,105,4,2,2
店舗06,1,10,39.0,92385.625,105.30000000000001,48,4,3,1
店舗06,1,11,41.5,93282.375,112.05000000000001,48,4,4,0
店舗06,1,12,46.625,108305.375,125.8875,48,4,4,0
店舗06,1,13,41.625,95027.125,112.3875,48,4,4,0
店舗06,1,14,33.75,80159.375,91.125,48,3,3,0
店舗06,1,15,32.625,77019.5,88.0875,48,3,3,0
店舗06,1,16,35.875,84830.875,96.86250000000001,48,3,3,0
店舗06,1,17,46.5,108354.75,125.55000000000001,48,4,4,0
店舗06,1,18,48.5,112081.875,130.95000000000002,48,4,4,0
店舗06,1,19,45.75,107971.25,123.525,48,4,4,0
店舗06,1,20,34.5,81202.625,93.15,105,4,3,1
店舗06,1,21,26.375,62038.25,71.2125,105,4,3,1
店舗06,2,8,25.5,59693.5,68.85000000000001,105,4,3,1
店舗06,2,9,28.5,66614.5,76.95,105,4,2,2
店舗06,2,10,36.0,88088.25,97.2,48,3,3,0
店舗06,2,11,41.75,103161.875,112.72500000000001,48,4,4,0
店舗06,2,12,44.625,103402.875,120.48750000000001,48,4,4,0
店舗06,2,13,42.25,101313.0,114.075,48,4,4,0
店舗06,2,14,34.5,82039.75,93.15,48,3,2,1
店舗06,2,15,31.375,71517.25,84.7125,48,3,3,0
店舗06,2,16,37.25,88021.125,100.575,48,3,3,0
店舗06,2,17,45.5,107495.375,122.85000000000001,48,4,4,0
店舗06,2,18,53.0,127318.375,143.10000000000002,48,4,4,0
店舗06,2,19,43.875,100232.375,118.4625,48,4,4,0
店舗06,2,20,34.375,82017.375,92.8125,105,4,4,0
店舗06,2,21,27.375,61822.625,73.91250000000001,105,4,3,1
店舗06,3,8,24.375,56415.75,65.8125,105,4,3,1
店舗06,3,9,27.625,63330.625,74.5875,105,4,3,1
店舗06,3,10,35.5,79776.625,95.85000000000001,48,3,4,-1
店舗06,3,11,40.125,96312.75,108.3375,48,4,4,0
店舗06,3,12,45.0,110766.125,121.50000000000001,48,4,4,0
店舗06,3,13,42.5,97007.0,114.75000000000001,48,4,4,0
店舗06,3,14,34.375,83659.5,92.8125,48,3,3,0
店舗06,3,15,32.75,75720.875,88.42500000000001,48,3,3,0
店舗06,3,16,36.75,87249.5,99.22500000000001,48,3,4,-1
店舗06,3,17,48.125,113675.625,129.9375,48,4,4,0
店舗06,3,18,51.375,116683.875,138.7125,48,4,4,0
店舗06,3,19,44.25,99374.375,119.47500000000001,48,4,4,0
店舗06,3,20,35.0,82534.5,94.5,105,4,3,1
店舗06,3,21,28.25,64538.25,76.275,105,4,3,1
店舗06,4,8,26.5,59224.0,71.55000000000001,105,4,3,1
店舗06,4,9,31.625,73946.5,85.3875,105,4,3,1
店舗06,4,10,34.75,80673.375,93.825,48,3,3,0
店舗06,4,11,41.5,99262.5,112.05000000000001,48,4,4,0
店舗06,4,12,47.125,111629.0,127.23750000000001,48,4,4,0
店舗06,4,13,39.875,94179.125,107.66250000000001,48,4,4,0
店舗06,4,14,35.75,84026.125,96.525,48,3,4,-1
店舗06,4,15,29.125,70767.875,78.6375,48,3,3,0
店舗06,4,16,36.375,85991.0,98.2125,48,3,3,0
店舗06,4,17,46.0,105835.5,124.2,48,4,4,0
店舗06,4,18,52.375,124190.5,141.41250000000002,48,4,4,0
店舗06,4,19,42.125,98716.625,113.73750000000001,48,4,4,0
店舗06,4,20,34.75,78261.875,93.825,105,4,4,0
店舗06,4,21,26.75,61416.0,72.22500000000001,105,4,3,1
店舗06,5,8,30.875,72086.75,83.36250000000001,105,4,3,1
店舗06,5,9,35.875,83450.375,96.86250000000001,105,5,3,2
店舗06,5,10,43.5,102044.875,117.45,48,4,4,0
店舗06,5,11,52.25,117051.25,141.07500000000002,48,4,4,0
店舗06,5,12,55.75,127942.375,150.525,48,4,4,0
店舗06,5,13,49.5,115791.25,133.65,48,4,4,0
店舗06,5,14,42.75,101004.375,115.42500000000001,48,4,4,0
店舗06,5,15,38.875,93875.875,104.9625,48,4,4,0
店舗06,5,16,44.125,97413.75,119.1375,48,4,4,0
店舗06,5,17,53.875,132660.5,145.4625,48,4,4,0
店舗06,5,18,62.0,135873.75,167.4,48,5,4,1
店舗06,5,19,54.75,133482.75,147.82500000000002,48,4,4,0
店舗06,5,20,45.375,104080.5,122.5125,105,5,4,1
店舗06,5,21,36.0,85465.125,97.2,105,5,4,1
店舗06,6,8,31.25,75244.5,84.375,105,4,2,2
店舗06,6,9,36.875,85538.125,99.5625,105,5,3,2
店舗06,6,10,41.75,97307.75,112.72500000000001,48,4,3,1
店舗06,6,11,51.5,123168.375,139.05,48,4,4,0
店舗06,6,12,54.75,127185.375,147.82500000000002,48,4,4,0
店舗06,6,13,52.75,123514.625,142.425,48,4,4,0
店舗06,6,14,41.125,95717.875,111.03750000000001,48,4,4,0
店舗06,6,15,38.125,92778.625,102.9375,48,4,4,0
店舗06,6,16,45.25,111149.0,122.17500000000001,48,4,4,0
店舗06,6,17,53.125,128773.0,143.4375,48,4,4,0
店舗06,6,18,64.125,146577.5,173.13750000000002,48,5,4,1
店舗06,6,19,55.75,133785.75,150.525,48,4,4,0
店舗06,6,20,43.125,96220.125,116.43750000000001,105,5,4,1
店舗06,6,21,36.5,82618.75,98.55000000000001,105,5,4,1
店舗07,0,8,26.25,60316.75,70.875,105,4,3,1
店舗07,0,9,31.125,74210.0,84.03750000000001,105,4,3,1
店舗07,0,10,35.5,83138.375,95.85000000000001,48,3,4,-1
店舗07,0,11,44.25,98142.25,119.47500000000001,48,4,4,0
店舗07,0,12,46.625,106133.375,125.8875,48,4,4,0
店舗07,0,13,44.5,101752.625,120.15,48,4,4,0
店舗07,0,14,35.0,80518.75,94.5,48,3,3,0
店舗07,0,15,30.625,70531.5,82.6875,48,3,3,0
店舗07,0,16,38.625,87443.25,104.28750000000001,48,4,4,0
店舗07,0,17,47.875,114097.875,129.26250000000002,48,4,4,0
店舗07,0,18,52.625,125832.625,142.0875,48,4,4,0
店舗07,0,19,49.0,118181.75,132.3,48,4,4,0
店舗07,0,20,35.25,83853.625,95.17500000000001,105,5,3,2
店舗07,0,21,30.5,73144.25,82.35000000000001,105,4,3,1
店舗07,1,8,26.125,59498.875,70.53750000000001,105,4,3,1
店舗07,1,9,32.25,76050.25,87.075,105,4,3,1
店舗07,1,10,37.125,82647.75,100.23750000000001,48,3,4,-1
店舗07,1,11,46.125,107279.875,124.53750000000001,48,4,4,0
店舗07,1,12,47.0,111985.25,126.9,48,4,4,0
店舗07,1,13,43.875,102619.0,118.4625,48,4,4,0
店舗07,1,14,36.625,86561.5,98.8875,48,3,3,0
店舗07,1,15,30.5,70401.75,82.35000000000001,48,3,3,0
店舗07,1,16,37.5,84991.625,101.25,48,3,4,-1
店舗07,1,17,47.125,109155.625,127.23750000000001,48,4,4,0
店舗07,1,18,53.625,119487.125,144.78750000000002,48,4,4,0
店舗07,1,19,48.25,110123.75,130.275,48,4,4,0
店舗07,1,20,35.875,80741.875,96.86250000000001,105,5,3,2
店舗07,1,21,28.5,67874.25,76.95,105,4,3,1
店舗07,2,8,28.375,69694.0,76.61250000000001,105,4,3,1
店舗07,2,9,30.75,70014.625,83.025,105,4,3,1
店舗07,2,10,35.625,83978.375,96.1875,48,3,4,-1
店舗07,2,11,45.625,107514.375,123.18750000000001,48,4,4,0
店舗07,2,12,49.25,114650.25,132.97500000000002,48,4,4,0
店舗07,2,13,42.875,102180.625,115.7625,48,4,4,0
店舗07,2,14,34.625,81276.125,93.48750000000001,48,3,3,0
店舗07,2,15,32.875,77825.875,88.7625,48,3,3,0
店舗07,2,16,36.375,88966.625,98.2125,48,3,4,-1
店舗07,2,17,49.375,118301.875,133.3125,48,4,4,0
店舗07,2,18,53.75,125787.75,145.125,48,4,4,0
店舗07,2,19,45.25,112403.25,122.17500000000001,48,4,4,0
店舗07,2,20,38.125,89668.25,102.9375,105,5,3,2
店舗07,2,21,32.5,74987.0,87.75,105,4,3,1
店舗07,3,8,26.875,64599.375,72.5625,105,4,4,0
店舗07,3,9,29.375,70032.375,79.3125,105,4,3,1
店舗07,3,10,34.375,82709.875,92.8125,48,3,4,-1
店舗07,3,11,41.25,99197.125,111.37500000000001,48,4,4,0
店舗07,3,12,49.25,120906.375,132.97500000000002,48,4,4,0
店舗07,3,13,42.0,97924.375,113.4,48,4,4,0
店舗07,3,14,38.0,94477.5,102.60000000000001,48,4,3,1
店舗07,3,15,34.375,80798.0,92.8125,48,3,3,0
店舗07,3,16,36.125,84332.125,97.53750000000001,48,3,3,0
店舗07,3,17,47.0,112012.125,126.9,48,4,4,0
店舗07,3,18,50.75,120546.125,137.025,48,4,4,0
店舗07,3,19,49.25,114804.0,132.97500000000002,48,4,4,0
店舗07,3,20,38.125,89686.375,102.9375,105,5,4,1
店舗07,3,21,28.5,66719.25,76.95,105,4,3,1
店舗07,4,8,26.125,63757.625,70.53750000000001,105,4,3,1
店舗07,4,9,29.625,70699.875,79.98750000000001,105,4,3,1
店舗07,4,10,35.375,83353.125,95.5125,48,3,3,0
店舗07,4,11,42.75,103409.875,115.42500000000001,48,4,4,0
店舗07,4,12,48.0,107305.25,129.60000000000002,48,4,4,0
店舗07,4,13,43.5,104420.75,117.45,48,4,4,0
店舗07,4,14,38.125,92264.375,102.9375,48,4,4,0
店舗07,4,15,32.25,77567.75,87.075,48,3,3,0
店舗07,4,16,36.875,86773.0,99.5625,48,3,3,0
店舗07,4,17,47.25,106940.75,127.575,48,4,4,0
店舗07,4,18,56.125,134509.75,151.53750000000002,48,4,4,0
店舗07,4,19,45.625,108021.0,123.18750000000001,48,4,4,0
店舗07,4,20,36.25,86291.625,97.875,105,5,4,1
店舗07,4,21,31.0,72996.75,83.7,105,4,3,1
店舗07,5,8,33.25,77484.25,89.775,105,4,3,1
店舗07,5,9,36.375,85761.125,98.2125,105,5,4,1
店舗07,5,10,44.875,103355.125,121.16250000000001,48,4,4,0
店舗07,5,11,55.5,129225.625,149.85000000000002,48,4,4,0
店舗07,5,12,58.625,125925.875,158.28750000000002,48,5,4,1
店舗07,5,13,54.375,131968.875,146.8125,48,4,4,0
店舗07,5,14,45.375,105764.5,122.5125,48,4,4,0
店舗07,5,15,45.25,105088.75,122.17500000000001,48,4,4,0
店舗07,5,16,43.625,102418.875,117.78750000000001,48,4,4,0
店舗07,5,17,57.5,137236.5,155.25,48,5,4,1
店舗07,5,18,63.25,138669.375,170.775,48,5,4,1
店舗07,5,19,56.25,127923.75,151.875,48,4,4,0
店舗07,5,20,46.0,106020.0,124.2,105,5,4,1
店舗07,5,21,35.375,85333.375,95.5125,105,5,3,2
店舗07,6,8,35.5,81536.125,95.85000000000001,105,5,3,2
店舗07,6,9,38.0,85846.75,102.60000000000001,105,5,4,1
店舗07,6,10,43.25,102070.125,116.775,48,4,4,0
店舗07,6,11,51.375,122181.0,138.7125,48,4,4,0
店舗07,6,12,58.625,135945.75,158.28750000000002,48,5,4,1
店舗07,6,13,53.25,120118.25,143.775,48,4,4,0
店舗07,6,14,47.875,113323.25,129.26250000000002,48,4,4,0
店舗07,6,15,39.5,93765.5,106.65,48,4,4,0
店舗07,6,16,44.75,105714.375,120.825,48,4,4,0
店舗07,6,17,57.5,133413.625,155.25,48,5,4,1
店舗07,6,18,67.125,150465.125,181.2375,48,5,5,0
店舗07,6,19,58.5,136572.75,157.95000000000002,48,5,4,1
店舗07,6,20,45.375,107311.75,122.5125,105,5,4,1
店舗07,6,21,36.0,85031.75,97.2,105,5,4,1
店舗08,0,8,24.125,57444.625,65.1375,105,4,3,1
店舗08,0,9,29.875,70521.875,80.66250000000001,105,4,3,1
店舗08,0,10,39.0,90377.25,105.30000000000001,48,4,4,0
店舗08,0,11,43.25,99895.375,116.775,48,4,4,0
店舗08,0,12,50.625,115578.875,136.6875,48,4,4,0
店舗08,0,13,48.875,113777.875,131.9625,48,4,4,0
店舗08,0,14,38.75,95466.5,104.625,48,4,4,0
店舗08,0,15,34.375,85900.0,92.8125,48,3,3,0
店舗08,0,16,38.375,90999.375,103.61250000000001,48,4,4,0
店舗08,0,17,52.25,122700.5,141.07500000000002,48,4,4,0
店舗08,0,18,55.125,129183.125,148.8375,48,4,4,0
店舗08,0,19,50.625,125260.0,136.6875,48,4,4,0
店舗08,0,20,37.25,88504.5,100.575,105,5,4,1
店舗08,0,21,30.75,72586.125,83.025,105,4,3,1
店舗08,1,8,28.0,66876.625,75.60000000000001,105,4,3,1
店舗08,1,9,33.125,78134.375,89.4375,105,4,3,1
店舗08,1,10,36.625,84096.75,98.8875,48,3,4,-1
店舗08,1,11,45.25,106181.25,122.17500000000001,48,4,4,0
店舗08,1,12,48.25,118051.75,130.275,48,4,4,0
店舗08,1,13,43.0,99973.875,116.10000000000001,48,4,4,0
店舗08,1,14,37.5,86655.5,101.25,48,3,4,-1
店舗08,1,15,34.25,80703.25,92.47500000000001,48,3,4,-1
店舗08,1,16,38.625,95627.25,104.28750000000001,48,4,4,0
店舗08,1,17,49.625,115333.125,133.9875,48,4,4,0
店舗08,1,18,56.25,133975.375,151.875,48,4,4,0
店舗08,1,19,49.625,113952.375,133.9875,48,4,4,0
店舗08,1,20,36.625,87404.125,98.8875,105,5,4,1
店舗08,1,21,31.5,77662.375,85.05000000000001,105,4,3,1
店舗08,2,8,27.875,66022.875,75.2625,105,4,3,1
店舗08,2,9,30.375,72876.25,82.0125,105,4,3,1
店舗08,2,10,37.375,83638.75,100.91250000000001,48,3,4,-1
店舗08,2,11,44.375,104938.625,119.81250000000001,48,4,4,0
店舗08,2,12,51.0,113740.75,137.70000000000002,48,4,4,0
店舗08,2,13,45.875,109112.125,123.86250000000001,48,4,4,0
店舗08,2,14,37.0,86613.0,99.9,48,3,4,-1
店舗08,2,15,36.0,83752.75,97.2,48,3,3,0
店舗08,2,16,39.5,90247.375,106.65,48,4,3,1
店舗08,2,17,50.375,119782.875,136.01250000000002,48,4,3,1
店舗08,2,18,54.875,136118.625,148.16250000000002,48,4,4,0
店舗08,2,19,48.0,110708.5,129.60000000000002,48,4,4,0
店舗08,2,20,40.0,92181.75,108.0,105,5,4,1
店舗08,2,21,31.625,74021.375,85.3875,105,4,3,1
店舗08,3,8,31.375,73132.125,84.7125,105,4,3,1
店舗08,3,9,33.0,77076.25,89.10000000000001,105,4,3,1
店舗08,3,10,36.75,86257.375,99.22500000000001,48,3,4,-1
店舗08,3,11,45.75,105418.125,123.525,48,4,4,0
店舗08,3,12,52.5,119583.75,141.75,48,4,4,0
店舗08,3,13,44.875,111029.0,121.16250000000001,48,4,4,0
店舗08,3,14,36.625,89619.625,98.8875,48,3,4,-1
店舗08,3,15,35.25,86086.125,95.17500000000001,48,3,3,0
店舗08,3,16,38.375,90124.375,103.61250000000001,48,4,3,1
店舗08,3,17,50.0,113068.25,135.0,48,4,4,0
店舗08,3,18,56.25,133239.625,151.875,48,4,4,0
店舗08,3,19,49.75,112135.375,134.32500000000002,48,4,4,0
店舗08,3,20,39.625,96466.875,106.98750000000001,105,5,3,2
店舗08,3,21,30.0,69216.5,81.0,105,4,3,1
店舗08,4,8,28.0,65236.875,75.60000000000001,105,4,3,1
店舗08,4,9,33.625,82149.875,90.78750000000001,105,4,3,1
店舗08,4,10,36.875,90190.125,99.5625,48,3,4,-1
店舗08,4,11,46.75,106985.125,126.22500000000001,48,4,4,0
店舗08,4,12,51.125,121384.75,138.03750000000002,48,4,4,0
店舗08,4,13,47.0,111187.75,126.9,48,4,4,0
店舗08,4,14,38.0,86791.25,102.60000000000001,48,4,4,0
店舗08,4,15,33.125,77894.0,89.4375,48,3,3,0
店舗08,4,16,38.75,91871.625,104.625,48,4,4,0
店舗08,4,17,50.5,115031.375,136.35000000000002,48,4,4,0
店舗08,4,18,55.25,130283.625,149.175,48,4,4,0
店舗08,4,19,50.875,125012.625,137.3625,48,4,4,0
店舗08,4,20,40.625,93375.625,109.68750000000001,105,5,4,1
店舗08,4,21,30.875,69924.5,83.36250000000001,105,4,3,1
店舗08,5,8,31.625,76827.875,85.3875,105,4,3,1
店舗08,5,9,37.875,85633.75,102.2625,105,5,4,1
店舗08,5,10,46.375,110083.0,125.2125,48,4,4,0
店舗08,5,11,55.5,126916.25,149.85000000000002,48,4,4,0
店舗08,5,12,61.375,146016.0,165.7125,48,5,5,0
店舗08,5,13,57.25,140066.25,154.57500000000002,48,5,4,1
店舗08,5,14,46.125,108402.625,124.53750000000001,48,4,4,0
店舗08,5,15,41.375,96622.125,111.7125,48,4,4,0
店舗08,5,16,48.0,113518.0,129.60000000000002,48,4,4,0
店舗08,5,17,63.375,146895.25,171.1125,48,5,4,1
店舗08,5,18,68.875,159698.375,185.9625,48,5,5,0
店舗08,5,19,59.875,139728.25,161.66250000000002,48,5,4,1
店舗08,5,20,47.0,109763.5,126.9,105,5,4,1
店舗08,5,21,37.625,89680.0,101.5875,105,5,4,1
店舗08,6,8,35.5,79386.125,95.85000000000001,105,5,3,2
店舗08,6,9,37.375,87915.0,100.91250000000001,105,5,3,2
店舗08,6,10,44.125,104952.25,119.1375,48,4,4,0
店舗08,6,11,59.0,140335.375,159.3,48,5,4,1
店舗08,6,12,60.625,146026.125,163.6875,48,5,4,1
店舗08,6,13,56.0,128101.625,151.20000000000002,48,4,4,0
店舗08,6,14,46.0,104964.0,124.2,48,4,4,0
店舗08,6,15,42.875,99115.875,115.7625,48,4,4,0
店舗08,6,16,47.5,109073.875,128.25,48,4,4,0
店舗08,6,17,62.75,146361.0,169.425,48,5,4,1
店舗08,6,18,68.0,156473.625,183.60000000000002,48,5,5,0
店舗08,6,19,58.625,144620.125,158.28750000000002,48,5,4,1
店舗08,6,20,47.5,115301.5,128.25,105,5,4,1
店舗08,6,21,40.875,93439.125,110.36250000000001,105,5,4,1
