customer_id,industry,company_size,lead_source,inquiry_type
A00576,食品,小規模,紹介,情報収集
A00577,日用品,大規模,Web問い合わせ,資料請求
A00578,食品,中規模,紹介,情報収集
A00579,化粧品,小規模,営業開拓,情報収集
A00580,日用品,中規模,紹介,見積依頼
A00581,化粧品,中規模,Web問い合わせ,資料請求
A00582,研究開発,中規模,営業開拓,サンプル依頼
A00583,化粧品,中規模,営業開拓,情報収集
A00584,日用品,中規模,紹介,資料請求
A00585,化粧品,小規模,営業開拓,サンプル依頼
A00586,化粧品,中規模,紹介,サンプル依頼
A00587,化粧品,小規模,Web問い合わせ,サンプル依頼
A00588,その他,大規模,紹介,資料請求
A00589,日用品,中規模,Web問い合わせ,サンプル依頼
A00590,食品,中規模,営業開拓,サンプル依頼
A00591,研究開発,中規模,展示会,資料請求
A00592,その他,中規模,展示会,情報収集
A00593,日用品,中規模,Web問い合わせ,資料請求
A00594,化粧品,小規模,展示会,資料請求
A00595,研究開発,中規模,営業開拓,見積依頼
A00596,その他,大規模,Web問い合わせ,資料請求
A00597,研究開発,大規模,展示会,資料請求
A00598,その他,小規模,Web問い合わせ,資料請求
A00599,日用品,中規模,展示会,見積依頼
A00600,化粧品,大規模,Web問い合わせ,見積依頼
A00601,化粧品,小規模,Web問い合わせ,資料請求
A00602,化粧品,小規模,紹介,サンプル依頼
A00603,化粧品,小規模,展示会,サンプル依頼
A00604,食品,小規模,展示会,資料請求
A00605,その他,小規模,Web問い合わせ,情報収集
A00606,食品,中規模,Web問い合わせ,情報収集
A00607,その他,小規模,営業開拓,情報収集
A00608,日用品,中規模,展示会,資料請求
A00609,研究開発,中規模,展示会,資料請求
A00610,研究開発,中規模,営業開拓,情報収集
A00611,その他,小規模,紹介,サンプル依頼
A00612,化粧品,小規模,Web問い合わせ,サンプル依頼
A00613,化粧品,大規模,Web問い合わせ,見積依頼
A00614,研究開発,小規模,営業開拓,情報収集
A00615,その他,中規模,営業開拓,見積依頼
A00616,化粧品,小規模,営業開拓,サンプル依頼
A00617,化粧品,中規模,営業開拓,資料請求
A00618,化粧品,中規模,営業開拓,資料請求
A00619,食品,中規模,営業開拓,情報収集
A00620,化粧品,中規模,Web問い合わせ,資料請求
A00621,研究開発,小規模,展示会,サンプル依頼
A00622,日用品,小規模,営業開拓,情報収集
A00623,日用品,小規模,Web問い合わせ,資料請求
A00624,研究開発,小規模,営業開拓,資料請求
A00625,研究開発,中規模,紹介,サンプル依頼
A00626,日用品,小規模,紹介,サンプル依頼
A00627,その他,小規模,展示会,資料請求
A00628,化粧品,中規模,紹介,資料請求
A00629,研究開発,中規模,営業開拓,情報収集
A00630,その他,中規模,紹介,情報収集
A00631,日用品,中規模,Web問い合わせ,サンプル依頼
A00632,研究開発,小規模,営業開拓,サンプル依頼
A00633,日用品,中規模,営業開拓,情報収集
A00634,その他,中規模,営業開拓,サンプル依頼
A00635,日用品,小規模,Web問い合わせ,見積依頼
A00636,研究開発,中規模,営業開拓,情報収集
A00637,日用品,中規模,紹介,サンプル依頼
A00638,その他,小規模,Web問い合わせ,資料請求
A00639,食品,大規模,Web問い合わせ,資料請求
A00640,食品,大規模,営業開拓,サンプル依頼
A00641,食品,中規模,Web問い合わせ,情報収集
A00642,食品,小規模,営業開拓,資料請求
A00643,化粧品,中規模,Web問い合わせ,サンプル依頼
A00644,研究開発,大規模,展示会,資料請求
A00645,日用品,中規模,Web問い合わせ,見積依頼
A00646,研究開発,小規模,営業開拓,資料請求
A00647,化粧品,小規模,Web問い合わせ,情報収集
A00648,食品,中規模,営業開拓,サンプル依頼
A00649,研究開発,中規模,Web問い合わせ,情報収集
A00650,研究開発,小規模,紹介,資料請求
A00651,その他,中規模,展示会,資料請求
A00652,日用品,小規模,紹介,見積依頼
A00653,その他,中規模,紹介,見積依頼
A00654,研究開発,大規模,営業開拓,資料請求
A00655,食品,中規模,Web問い合わせ,サンプル依頼
A00656,その他,中規模,営業開拓,情報収集
A00657,その他,大規模,展示会,サンプル依頼
A00658,食品,大規模,Web問い合わせ,サンプル依頼
A00659,化粧品,小規模,Web問い合わせ,資料請求
A00660,日用品,小規模,営業開拓,サンプル依頼
A00661,その他,中規模,営業開拓,サンプル依頼
A00662,研究開発,小規模,営業開拓,見積依頼
A00663,その他,小規模,営業開拓,見積依頼
A00664,研究開発,中規模,紹介,情報収集
A00665,食品,中規模,Web問い合わせ,サンプル依頼
A00666,日用品,中規模,Web問い合わせ,サンプル依頼
A00667,食品,中規模,紹介,サンプル依頼
A00668,化粧品,小規模,紹介,見積依頼
A00669,化粧品,小規模,Web問い合わせ,サンプル依頼
A00670,化粧品,小規模,紹介,情報収集
A00671,研究開発,中規模,展示会,情報収集
A00672,日用品,小規模,Web問い合わせ,サンプル依頼
A00673,化粧品,小規模,紹介,見積依頼
A00674,その他,小規模,展示会,情報収集
A00675,化粧品,小規模,展示会,見積依頼
A00676,日用品,大規模,営業開拓,見積依頼
A00677,日用品,中規模,紹介,情報収集
A00678,化粧品,小規模,紹介,資料請求
A00679,研究開発,中規模,展示会,資料請求
A00680,その他,小規模,Web問い合わせ,資料請求
A00681,研究開発,中規模,Web問い合わせ,見積依頼
A00682,食品,小規模,Web問い合わせ,資料請求
A00683,研究開発,小規模,Web問い合わせ,資料請求
A00684,その他,大規模,Web問い合わせ,情報収集
A00685,研究開発,中規模,紹介,情報収集
A00686,化粧品,中規模,Web問い合わせ,見積依頼
A00687,その他,大規模,展示会,見積依頼
A00688,その他,中規模,営業開拓,資料請求
A00689,日用品,小規模,展示会,サンプル依頼
A00690,日用品,大規模,Web問い合わせ,資料請求
A00691,その他,小規模,Web問い合わせ,資料請求
A00692,化粧品,小規模,展示会,見積依頼
A00693,日用品,中規模,営業開拓,資料請求
A00694,化粧品,小規模,展示会,見積依頼
A00695,日用品,中規模,Web問い合わせ,見積依頼
A00696,食品,中規模,営業開拓,資料請求
A00697,日用品,大規模,Web問い合わせ,見積依頼
A00698,研究開発,中規模,紹介,資料請求
A00699,化粧品,中規模,Web問い合わせ,資料請求
A00700,化粧品,中規模,営業開拓,サンプル依頼
A00701,日用品,小規模,紹介,資料請求
A00702,研究開発,小規模,営業開拓,資料請求
A00703,日用品,小規模,展示会,サンプル依頼
A00704,化粧品,中規模,展示会,見積依頼
A00705,研究開発,中規模,紹介,情報収集
A00706,研究開発,中規模,展示会,資料請求
A00707,食品,中規模,Web問い合わせ,資料請求
A00708,食品,中規模,展示会,資料請求
A00709,日用品,小規模,営業開拓,情報収集
A00710,食品,小規模,展示会,情報収集
A00711,食品,中規模,展示会,見積依頼
A00712,化粧品,中規模,営業開拓,情報収集
A00713,研究開発,中規模,展示会,情報収集
A00714,日用品,中規模,Web問い合わせ,資料請求
A00715,食品,小規模,展示会,情報収集
A00716,日用品,小規模,営業開拓,資料請求
A00717,その他,小規模,展示会,資料請求
A00718,研究開発,小規模,紹介,情報収集
A00719,化粧品,小規模,Web問い合わせ,情報収集
A00720,研究開発,小規模,紹介,サンプル依頼
A00721,化粧品,小規模,紹介,資料請求
A00722,日用品,大規模,Web問い合わせ,見積依頼
A00723,化粧品,中規模,営業開拓,資料請求
A00724,その他,小規模,Web問い合わせ,見積依頼
A00725,化粧品,中規模,営業開拓,資料請求
A00726,その他,中規模,Web問い合わせ,サンプル依頼
A00727,日用品,小規模,Web問い合わせ,資料請求
A00728,食品,中規模,紹介,サンプル依頼
A00729,研究開発,中規模,展示会,情報収集
A00730,研究開発,小規模,紹介,資料請求
A00731,その他,小規模,展示会,情報収集
A00732,食品,中規模,展示会,資料請求
A00733,その他,大規模,紹介,資料請求
A00734,日用品,小規模,Web問い合わせ,見積依頼
A00735,化粧品,大規模,展示会,見積依頼
A00736,食品,小規模,営業開拓,サンプル依頼
A00737,研究開発,小規模,Web問い合わせ,資料請求
A00738,その他,小規模,営業開拓,資料請求
A00739,研究開発,中規模,展示会,資料請求
A00740,食品,中規模,紹介,情報収集
A00741,その他,中規模,Web問い合わせ,見積依頼
A00742,日用品,小規模,紹介,サンプル依頼
A00743,化粧品,小規模,展示会,情報収集
A00744,化粧品,中規模,営業開拓,見積依頼
A00745,食品,中規模,Web問い合わせ,サンプル依頼
A00746,その他,中規模,Web問い合わせ,サンプル依頼
A00747,化粧品,小規模,紹介,見積依頼
A00748,研究開発,大規模,紹介,サンプル依頼
A00749,その他,中規模,営業開拓,情報収集
A00750,その他,小規模,展示会,サンプル依頼
A00751,日用品,小規模,展示会,サンプル依頼
A00752,日用品,小規模,営業開拓,見積依頼
A00753,化粧品,小規模,Web問い合わせ,情報収集
A00754,化粧品,小規模,展示会,資料請求
A00755,化粧品,中規模,Web問い合わせ,資料請求
A00756,日用品,小規模,展示会,資料請求
A00757,研究開発,小規模,営業開拓,情報収集
A00758,日用品,中規模,営業開拓,見積依頼
A00759,食品,大規模,Web問い合わせ,サンプル依頼
A00760,食品,大規模,展示会,資料請求
A00761,日用品,小規模,営業開拓,サンプル依頼
A00762,日用品,大規模,展示会,情報収集
A00763,食品,大規模,Web問い合わせ,見積依頼
A00764,食品,大規模,Web問い合わせ,資料請求
A00765,化粧品,小規模,Web問い合わせ,見積依頼
A00766,その他,中規模,紹介,サンプル依頼
A00767,化粧品,中規模,Web問い合わせ,資料請求
A00768,化粧品,小規模,営業開拓,情報収集
A00769,日用品,小規模,紹介,情報収集
A00770,化粧品,大規模,展示会,サンプル依頼
A00771,食品,大規模,営業開拓,資料請求
A00772,日用品,大規模,Web問い合わせ,サンプル依頼
A00773,化粧品,中規模,展示会,情報収集
A00774,化粧品,小規模,Web問い合わせ,資料請求
A00775,研究開発,小規模,営業開拓,サンプル依頼
A00776,研究開発,大規模,営業開拓,サンプル依頼
A00777,日用品,中規模,紹介,資料請求
A00778,日用品,中規模,展示会,サンプル依頼
A00779,食品,中規模,Web問い合わせ,見積依頼
A00780,化粧品,小規模,Web問い合わせ,サンプル依頼
A00781,化粧品,大規模,営業開拓,情報収集
A00782,その他,中規模,紹介,資料請求
A00783,食品,小規模,営業開拓,資料請求
A00784,日用品,中規模,展示会,情報収集
A00785,その他,小規模,Web問い合わせ,見積依頼
A00786,化粧品,小規模,展示会,資料請求
A00787,研究開発,小規模,営業開拓,情報収集
A00788,化粧品,小規模,営業開拓,情報収集
A00789,研究開発,大規模,展示会,見積依頼
A00790,化粧品,小規模,紹介,見積依頼
A00791,日用品,小規模,展示会,資料請求
A00792,化粧品,中規模,営業開拓,資料請求
A00793,その他,中規模,Web問い合わせ,サンプル依頼
A00794,化粧品,中規模,展示会,情報収集
A00795,化粧品,小規模,Web問い合わせ,情報収集
A00796,化粧品,大規模,営業開拓,情報収集
A00797,日用品,小規模,営業開拓,資料請求
A00798,化粧品,中規模,営業開拓,見積依頼
A00799,その他,小規模,営業開拓,情報収集
A00800,日用品,中規模,Web問い合わせ,資料請求
A00801,日用品,小規模,Web問い合わせ,情報収集
A00802,化粧品,中規模,Web問い合わせ,資料請求
A00803,食品,大規模,Web問い合わせ,資料請求
A00804,日用品,小規模,Web問い合わせ,サンプル依頼
A00805,その他,大規模,Web問い合わせ,サンプル依頼
A00806,化粧品,小規模,展示会,情報収集
A00807,その他,中規模,営業開拓,情報収集
A00808,その他,小規模,展示会,情報収集
A00809,日用品,小規模,Web問い合わせ,サンプル依頼
A00810,日用品,小規模,営業開拓,情報収集
A00811,食品,中規模,展示会,サンプル依頼
A00812,化粧品,大規模,展示会,資料請求
A00813,日用品,大規模,Web問い合わせ,情報収集
A00814,研究開発,大規模,紹介,資料請求
A00815,日用品,小規模,Web問い合わせ,資料請求
A00816,食品,小規模,Web問い合わせ,情報収集
A00817,研究開発,大規模,紹介,見積依頼
A00818,化粧品,小規模,営業開拓,資料請求
A00819,化粧品,小規模,Web問い合わせ,資料請求
A00820,研究開発,小規模,展示会,資料請求
A00821,研究開発,中規模,展示会,サンプル依頼
A00822,研究開発,大規模,Web問い合わせ,見積依頼
A00823,日用品,小規模,Web問い合わせ,情報収集
A00824,研究開発,大規模,営業開拓,資料請求
A00825,化粧品,大規模,営業開拓,サンプル依頼
A00826,食品,中規模,Web問い合わせ,サンプル依頼
A00827,食品,中規模,展示会,サンプル依頼
A00828,化粧品,中規模,営業開拓,見積依頼
A00829,その他,中規模,Web問い合わせ,情報収集
A00830,その他,中規模,紹介,情報収集
A00831,研究開発,小規模,営業開拓,サンプル依頼
A00832,食品,中規模,Web問い合わせ,見積依頼
A00833,化粧品,大規模,Web問い合わせ,情報収集
A00834,日用品,中規模,紹介,資料請求
A00835,日用品,小規模,展示会,サンプル依頼
A00836,化粧品,中規模,紹介,見積依頼
A00837,日用品,小規模,営業開拓,見積依頼
A00838,化粧品,中規模,展示会,資料請求
A00839,化粧品,大規模,展示会,資料請求
A00840,研究開発,小規模,展示会,資料請求
A00841,その他,中規模,Web問い合わせ,情報収集
A00842,研究開発,小規模,Web問い合わせ,資料請求
A00843,研究開発,中規模,展示会,サンプル依頼
A00844,日用品,小規模,紹介,情報収集
A00845,日用品,小規模,Web問い合わせ,情報収集
A00846,日用品,小規模,Web問い合わせ,資料請求
A00847,研究開発,小規模,営業開拓,サンプル依頼
A00848,その他,小規模,Web問い合わせ,資料請求
A00849,化粧品,中規模,Web問い合わせ,資料請求
A00850,日用品,小規模,展示会,資料請求
A00851,化粧品,大規模,営業開拓,見積依頼
A00852,日用品,中規模,営業開拓,資料請求
A00853,その他,小規模,営業開拓,資料請求
A00854,研究開発,小規模,Web問い合わせ,見積依頼
A00855,化粧品,大規模,Web問い合わせ,資料請求
A00856,その他,小規模,紹介,資料請求
A00857,食品,中規模,Web問い合わせ,サンプル依頼
A00858,化粧品,小規模,営業開拓,見積依頼
A00859,化粧品,小規模,展示会,資料請求
A00860,研究開発,中規模,営業開拓,サンプル依頼
A00861,食品,大規模,展示会,資料請求
A00862,研究開発,中規模,展示会,資料請求
A00863,その他,大規模,展示会,サンプル依頼
A00864,化粧品,中規模,展示会,情報収集
A00865,化粧品,小規模,営業開拓,サンプル依頼
A00866,食品,中規模,Web問い合わせ,資料請求
A00867,研究開発,中規模,Web問い合わせ,情報収集
A00868,研究開発,小規模,営業開拓,見積依頼
A00869,食品,大規模,営業開拓,資料請求
A00870,食品,中規模,Web問い合わせ,サンプル依頼
A00871,食品,小規模,Web問い合わせ,サンプル依頼
A00872,化粧品,小規模,営業開拓,情報収集
A00873,その他,中規模,営業開拓,見積依頼
A00874,日用品,中規模,営業開拓,資料請求
A00875,化粧品,中規模,展示会,見積依頼
A00876,研究開発,小規模,紹介,情報収集
A00877,化粧品,中規模,紹介,見積依頼
A00878,食品,小規模,展示会,情報収集
A00879,化粧品,小規模,Web問い合わせ,情報収集
A00880,その他,小規模,Web問い合わせ,資料請求
A00881,食品,中規模,Web問い合わせ,情報収集
A00882,その他,大規模,展示会,情報収集
A00883,食品,大規模,Web問い合わせ,資料請求
A00884,化粧品,小規模,展示会,資料請求
A00885,化粧品,中規模,Web問い合わせ,資料請求
A00886,食品,小規模,Web問い合わせ,資料請求
A00887,日用品,大規模,Web問い合わせ,サンプル依頼
A00888,日用品,小規模,営業開拓,資料請求
A00889,食品,中規模,営業開拓,サンプル依頼
A00890,化粧品,小規模,Web問い合わせ,情報収集
A00891,研究開発,中規模,展示会,情報収集
A00892,研究開発,小規模,営業開拓,情報収集
A00893,日用品,小規模,Web問い合わせ,資料請求
A00894,その他,小規模,展示会,サンプル依頼
A00895,日用品,小規模,Web問い合わせ,情報収集
A00896,研究開発,中規模,営業開拓,資料請求
A00897,食品,小規模,展示会,資料請求
A00898,化粧品,小規模,展示会,資料請求
A00899,化粧品,中規模,紹介,資料請求
A00900,化粧品,大規模,展示会,資料請求
A00901,化粧品,小規模,営業開拓,サンプル依頼
A00902,化粧品,小規模,Web問い合わせ,サンプル依頼
A00903,その他,中規模,展示会,資料請求
A00904,研究開発,小規模,営業開拓,サンプル依頼
A00905,食品,小規模,展示会,資料請求
A00906,食品,中規模,展示会,情報収集
A00907,日用品,小規模,展示会,情報収集
A00908,日用品,中規模,Web問い合わせ,サンプル依頼
A00909,その他,小規模,Web問い合わせ,情報収集
A00910,化粧品,中規模,Web問い合わせ,情報収集
A00911,化粧品,大規模,Web問い合わせ,見積依頼
A00912,日用品,中規模,Web問い合わせ,情報収集
A00913,化粧品,中規模,紹介,資料請求
A00914,日用品,中規模,Web問い合わせ,情報収集
A00915,化粧品,大規模,Web問い合わせ,資料請求
A00916,化粧品,大規模,営業開拓,サンプル依頼
A00917,化粧品,中規模,展示会,情報収集
A00918,化粧品,大規模,展示会,資料請求
A00919,食品,中規模,展示会,サンプル依頼
A00920,化粧品,中規模,Web問い合わせ,サンプル依頼
A00921,化粧品,小規模,Web問い合わせ,見積依頼
A00922,その他,小規模,Web問い合わせ,見積依頼
A00923,研究開発,中規模,Web問い合わせ,サンプル依頼
A00924,化粧品,中規模,紹介,資料請求
A00925,日用品,大規模,紹介,見積依頼
A00926,化粧品,小規模,紹介,情報収集
A00927,食品,小規模,Web問い合わせ,サンプル依頼
A00928,研究開発,小規模,紹介,サンプル依頼
A00929,研究開発,中規模,紹介,資料請求
A00930,食品,大規模,Web問い合わせ,資料請求
A00931,化粧品,大規模,営業開拓,情報収集
A00932,研究開発,小規模,Web問い合わせ,情報収集
A00933,その他,中規模,紹介,情報収集
A00934,研究開発,中規模,Web問い合わせ,資料請求
A00935,化粧品,中規模,Web問い合わせ,資料請求
A00936,化粧品,小規模,営業開拓,サンプル依頼
A00937,日用品,大規模,営業開拓,サンプル依頼
A00938,食品,小規模,展示会,見積依頼
A00939,食品,中規模,展示会,情報収集
A00940,日用品,中規模,営業開拓,情報収集
A00941,その他,小規模,Web問い合わせ,資料請求
A00942,食品,中規模,展示会,資料請求
A00943,研究開発,小規模,紹介,見積依頼
A00944,その他,小規模,営業開拓,資料請求
A00945,食品,小規模,展示会,資料請求
A00946,その他,小規模,Web問い合わせ,見積依頼
A00947,日用品,中規模,紹介,サンプル依頼
A00948,研究開発,小規模,Web問い合わせ,資料請求
A00949,食品,小規模,紹介,サンプル依頼
A00950,研究開発,大規模,紹介,資料請求
A00951,その他,中規模,営業開拓,サンプル依頼
A00952,その他,中規模,営業開拓,サンプル依頼
A00953,その他,小規模,営業開拓,資料請求
A00954,日用品,小規模,Web問い合わせ,見積依頼
A00955,その他,中規模,紹介,情報収集
A00956,研究開発,大規模,紹介,見積依頼
A00957,食品,中規模,紹介,資料請求
A00958,研究開発,小規模,Web問い合わせ,サンプル依頼
A00959,日用品,大規模,営業開拓,資料請求
A00960,日用品,大規模,展示会,資料請求
A00961,食品,小規模,紹介,サンプル依頼
A00962,研究開発,小規模,展示会,見積依頼
A00963,その他,中規模,Web問い合わせ,資料請求
A00964,食品,小規模,営業開拓,情報収集
A00965,その他,中規模,Web問い合わせ,サンプル依頼
A00966,研究開発,小規模,営業開拓,情報収集
A00967,食品,小規模,展示会,情報収集
A00968,その他,中規模,展示会,情報収集
A00969,化粧品,小規模,展示会,情報収集
A00970,食品,小規模,営業開拓,情報収集
A00971,研究開発,小規模,営業開拓,見積依頼
A00972,食品,中規模,Web問い合わせ,資料請求
A00973,化粧品,大規模,展示会,サンプル依頼
A00974,食品,小規模,Web問い合わせ,見積依頼
A00975,化粧品,大規模,展示会,見積依頼
A00976,食品,大規模,展示会,情報収集
A00977,化粧品,小規模,展示会,サンプル依頼
A00978,化粧品,中規模,営業開拓,サンプル依頼
A00979,その他,中規模,Web問い合わせ,資料請求
A00980,食品,小規模,展示会,情報収集
A00981,日用品,小規模,Web問い合わせ,資料請求
A00982,日用品,小規模,Web問い合わせ,資料請求
A00983,研究開発,大規模,紹介,情報収集
A00984,日用品,小規模,展示会,情報収集
A00985,食品,大規模,展示会,資料請求
A00986,化粧品,大規模,Web問い合わせ,見積依頼
A00987,食品,大規模,Web問い合わせ,情報収集
A00988,研究開発,小規模,営業開拓,情報収集
A00989,日用品,小規模,Web問い合わせ,資料請求
A00990,日用品,中規模,Web問い合わせ,情報収集
A00991,化粧品,中規模,展示会,サンプル依頼
A00992,化粧品,大規模,Web問い合わせ,資料請求
A00993,日用品,中規模,展示会,資料請求
A00994,食品,中規模,展示会,情報収集
A00995,食品,小規模,紹介,情報収集
A00996,食品,中規模,営業開拓,資料請求
A00997,研究開発,小規模,展示会,情報収集
A00998,日用品,小規模,Web問い合わせ,見積依頼
A00999,研究開発,小規模,展示会,サンプル依頼
A01000,食品,小規模,紹介,サンプル依頼
A01001,日用品,小規模,営業開拓,サンプル依頼
A01002,化粧品,中規模,Web問い合わせ,情報収集
A01003,食品,小規模,展示会,資料請求
A01004,化粧品,中規模,Web問い合わせ,情報収集
A01005,化粧品,中規模,営業開拓,サンプル依頼
A01006,化粧品,中規模,営業開拓,資料請求
A01007,日用品,中規模,展示会,見積依頼
A01008,食品,小規模,Web問い合わせ,資料請求
A01009,化粧品,中規模,Web問い合わせ,資料請求
A01010,研究開発,中規模,Web問い合わせ,資料請求
A01011,日用品,中規模,紹介,資料請求
A01012,日用品,中規模,紹介,見積依頼
A01013,化粧品,中規模,Web問い合わせ,資料請求
A01014,化粧品,大規模,紹介,情報収集
A01015,日用品,小規模,営業開拓,見積依頼
A01016,その他,中規模,Web問い合わせ,見積依頼
A01017,日用品,小規模,紹介,情報収集
A01018,化粧品,小規模,Web問い合わせ,サンプル依頼
A01019,日用品,中規模,展示会,情報収集
A01020,日用品,中規模,展示会,見積依頼
A01021,日用品,中規模,展示会,サンプル依頼
A01022,日用品,小規模,Web問い合わせ,情報収集
A01023,研究開発,小規模,営業開拓,見積依頼
A01024,食品,小規模,Web問い合わせ,見積依頼
A01025,日用品,中規模,Web問い合わせ,資料請求
A01026,その他,小規模,Web問い合わせ,見積依頼
A01027,その他,中規模,Web問い合わせ,サンプル依頼
A01028,研究開発,小規模,展示会,資料請求
A01029,化粧品,小規模,Web問い合わせ,資料請求
A01030,研究開発,中規模,紹介,情報収集
A01031,研究開発,小規模,紹介,資料請求
A01032,食品,小規模,営業開拓,サンプル依頼
A01033,その他,中規模,紹介,サンプル依頼
A01034,食品,中規模,紹介,情報収集
A01035,日用品,小規模,展示会,情報収集
A01036,日用品,中規模,展示会,資料請求
A01037,食品,大規模,紹介,見積依頼
A01038,日用品,小規模,展示会,見積依頼
A01039,日用品,小規模,Web問い合わせ,資料請求
A01040,化粧品,中規模,展示会,資料請求
A01041,化粧品,中規模,紹介,資料請求
A01042,日用品,中規模,展示会,サンプル依頼
A01043,食品,小規模,営業開拓,見積依頼
A01044,化粧品,小規模,営業開拓,サンプル依頼
A01045,研究開発,中規模,営業開拓,見積依頼
A01046,化粧品,小規模,Web問い合わせ,サンプル依頼
A01047,その他,中規模,紹介,サンプル依頼
A01048,食品,中規模,営業開拓,見積依頼
A01049,化粧品,小規模,営業開拓,資料請求
A01050,研究開発,中規模,Web問い合わせ,資料請求
A01051,化粧品,小規模,営業開拓,サンプル依頼
A01052,食品,小規模,営業開拓,資料請求
A01053,食品,大規模,紹介,サンプル依頼
A01054,化粧品,大規模,営業開拓,資料請求
A01055,食品,小規模,展示会,情報収集
A01056,研究開発,小規模,営業開拓,見積依頼
A01057,日用品,小規模,展示会,資料請求
A01058,日用品,小規模,紹介,資料請求
A01059,その他,中規模,展示会,情報収集
A01060,その他,小規模,営業開拓,資料請求
A01061,日用品,小規模,展示会,資料請求
A01062,食品,中規模,Web問い合わせ,資料請求
A01063,その他,小規模,営業開拓,資料請求
A01064,食品,小規模,Web問い合わせ,サンプル依頼
A01065,化粧品,小規模,Web問い合わせ,情報収集
A01066,化粧品,小規模,紹介,資料請求
A01067,食品,小規模,展示会,情報収集
A01068,化粧品,大規模,営業開拓,資料請求
A01069,化粧品,中規模,紹介,資料請求
A01070,食品,小規模,Web問い合わせ,サンプル依頼
A01071,化粧品,中規模,Web問い合わせ,見積依頼
A01072,日用品,中規模,紹介,情報収集
A01073,食品,中規模,紹介,情報収集
A01074,食品,中規模,Web問い合わせ,情報収集
A01075,化粧品,小規模,展示会,見積依頼
A01076,化粧品,中規模,展示会,サンプル依頼
A01077,日用品,中規模,紹介,資料請求
A01078,食品,中規模,営業開拓,サンプル依頼
A01079,化粧品,小規模,展示会,情報収集
A01080,食品,中規模,営業開拓,資料請求
A01081,その他,大規模,Web問い合わせ,資料請求
A01082,研究開発,中規模,営業開拓,資料請求
A01083,化粧品,中規模,営業開拓,情報収集
A01084,日用品,中規模,Web問い合わせ,情報収集
A01085,研究開発,中規模,Web問い合わせ,情報収集
A01086,日用品,中規模,営業開拓,資料請求
A01087,その他,小規模,展示会,資料請求
A01088,日用品,中規模,展示会,情報収集
A01089,日用品,大規模,Web問い合わせ,資料請求
A01090,日用品,中規模,Web問い合わせ,サンプル依頼
A01091,食品,大規模,紹介,サンプル依頼
A01092,化粧品,小規模,Web問い合わせ,資料請求
A01093,化粧品,中規模,Web問い合わせ,資料請求
A01094,日用品,小規模,Web問い合わせ,サンプル依頼
A01095,その他,小規模,Web問い合わせ,情報収集
A01096,食品,小規模,紹介,見積依頼
A01097,食品,小規模,紹介,資料請求
A01098,化粧品,小規模,展示会,見積依頼
A01099,研究開発,大規模,紹介,資料請求
A01100,日用品,中規模,展示会,サンプル依頼
A01101,化粧品,中規模,展示会,資料請求
A01102,化粧品,小規模,展示会,資料請求
A01103,化粧品,中規模,Web問い合わせ,サンプル依頼
A01104,日用品,中規模,営業開拓,情報収集
A01105,その他,小規模,営業開拓,見積依頼
A01106,日用品,中規模,紹介,サンプル依頼
A01107,その他,小規模,Web問い合わせ,資料請求
A01108,日用品,中規模,展示会,情報収集
A01109,研究開発,小規模,展示会,情報収集
A01110,研究開発,大規模,Web問い合わせ,情報収集
A01111,その他,中規模,紹介,情報収集
A01112,研究開発,大規模,営業開拓,サンプル依頼
A01113,日用品,小規模,紹介,サンプル依頼
A01114,研究開発,小規模,営業開拓,情報収集
A01115,日用品,小規模,展示会,資料請求
A01116,研究開発,中規模,Web問い合わせ,情報収集
A01117,化粧品,中規模,展示会,資料請求
A01118,研究開発,中規模,営業開拓,サンプル依頼
A01119,日用品,小規模,紹介,資料請求
A01120,食品,小規模,営業開拓,見積依頼
A01121,研究開発,中規模,紹介,サンプル依頼
A01122,その他,中規模,Web問い合わせ,サンプル依頼
A01123,化粧品,小規模,営業開拓,資料請求
A01124,研究開発,小規模,紹介,見積依頼
A01125,化粧品,小規模,Web問い合わせ,情報収集
A01126,化粧品,中規模,Web問い合わせ,サンプル依頼
A01127,食品,中規模,紹介,資料請求
A01128,研究開発,中規模,営業開拓,見積依頼
A01129,日用品,大規模,Web問い合わせ,情報収集
A01130,研究開発,小規模,紹介,資料請求
A01131,その他,中規模,展示会,サンプル依頼
A01132,その他,中規模,営業開拓,情報収集
A01133,研究開発,大規模,営業開拓,見積依頼
A01134,食品,小規模,Web問い合わせ,資料請求
A01135,化粧品,小規模,営業開拓,資料請求
A01136,食品,小規模,営業開拓,見積依頼
A01137,食品,中規模,営業開拓,情報収集
A01138,化粧品,小規模,展示会,サンプル依頼
A01139,日用品,小規模,Web問い合わせ,情報収集
A01140,その他,小規模,営業開拓,見積依頼
A01141,食品,中規模,営業開拓,資料請求
A01142,日用品,小規模,展示会,資料請求
A01143,化粧品,小規模,営業開拓,情報収集
A01144,化粧品,大規模,展示会,資料請求
A01145,その他,中規模,Web問い合わせ,情報収集
A01146,化粧品,小規模,展示会,見積依頼
A01147,化粧品,大規模,紹介,見積依頼
A01148,その他,大規模,Web問い合わせ,資料請求
A01149,その他,小規模,営業開拓,情報収集
A01150,研究開発,小規模,Web問い合わせ,サンプル依頼
A01151,日用品,小規模,紹介,サンプル依頼
A01152,その他,小規模,Web問い合わせ,サンプル依頼
A01153,食品,中規模,Web問い合わせ,資料請求
A01154,化粧品,小規模,営業開拓,情報収集
