customer_id,industry,company_size,lead_source,inquiry_type,contact_count,days_since_contact,stage,contracted
A00765,化粧品,小規模,Web問い合わせ,見積依頼,2,46,接触済,0
A00766,その他,中規模,紹介,サンプル依頼,0,28,未接触,0
A00767,化粧品,中規模,Web問い合わせ,資料請求,1,113,接触済,0
A00768,化粧品,小規模,営業開拓,情報収集,1,36,接触済,0
A00769,日用品,小規模,紹介,情報収集,3,27,接触済,0
A00770,化粧品,大規模,展示会,サンプル依頼,3,89,契約,1
A00771,食品,大規模,営業開拓,資料請求,1,112,接触済,0
A00772,日用品,大規模,Web問い合わせ,サンプル依頼,4,33,接触済,0
A00773,化粧品,中規模,展示会,情報収集,2,21,接触済,0
A00774,化粧品,小規模,Web問い合わせ,資料請求,3,69,接触済,0
A00775,研究開発,小規模,営業開拓,サンプル依頼,1,34,接触済,0
A00776,研究開発,大規模,営業開拓,サンプル依頼,4,90,接触済,0
A00777,日用品,中規模,紹介,資料請求,6,20,接触済,0
A00778,日用品,中規模,展示会,サンプル依頼,1,59,接触済,0
A00779,食品,中規模,Web問い合わせ,見積依頼,6,86,接触済,0
A00780,化粧品,小規模,Web問い合わせ,サンプル依頼,1,67,接触済,0
A00781,化粧品,大規模,営業開拓,情報収集,2,14,接触済,0
A00782,その他,中規模,紹介,資料請求,2,21,接触済,0
A00783,食品,小規模,営業開拓,資料請求,6,91,接触済,0
A00784,日用品,中規模,展示会,情報収集,2,98,接触済,0
A00785,その他,小規模,Web問い合わせ,見積依頼,1,77,接触済,0
A00786,化粧品,小規模,展示会,資料請求,0,13,未接触,0
A00787,研究開発,小規模,営業開拓,情報収集,3,38,接触済,0
A00788,化粧品,小規模,営業開拓,情報収集,2,26,接触済,0
A00789,研究開発,大規模,展示会,見積依頼,3,22,接触済,0
A00790,化粧品,小規模,紹介,見積依頼,2,7,商談,0
A00791,日用品,小規模,展示会,資料請求,1,48,接触済,0
A00792,化粧品,中規模,営業開拓,資料請求,2,76,接触済,0
A00793,その他,中規模,Web問い合わせ,サンプル依頼,3,64,接触済,0
A00794,化粧品,中規模,展示会,情報収集,3,64,接触済,0
A00795,化粧品,小規模,Web問い合わせ,情報収集,3,57,接触済,0
A00796,化粧品,大規模,営業開拓,情報収集,2,42,接触済,0
A00797,日用品,小規模,営業開拓,資料請求,2,69,接触済,0
A00798,化粧品,中規模,営業開拓,見積依頼,2,56,接触済,0
A00799,その他,小規模,営業開拓,情報収集,3,65,接触済,0
A00800,日用品,中規模,Web問い合わせ,資料請求,6,66,接触済,0
A00801,日用品,小規模,Web問い合わせ,情報収集,1,30,接触済,0
A00802,化粧品,中規模,Web問い合わせ,資料請求,2,68,接触済,0
A00803,食品,大規模,Web問い合わせ,資料請求,1,39,接触済,0
A00804,日用品,小規模,Web問い合わせ,サンプル依頼,2,115,接触済,0
A00805,その他,大規模,Web問い合わせ,サンプル依頼,2,1,契約,1
A00806,化粧品,小規模,展示会,情報収集,5,110,接触済,0
A00807,その他,中規模,営業開拓,情報収集,3,73,接触済,0
A00808,その他,小規模,展示会,情報収集,3,13,接触済,0
A00809,日用品,小規模,Web問い合わせ,サンプル依頼,5,51,契約,1
A00810,日用品,小規模,営業開拓,情報収集,1,50,接触済,0
A00811,食品,中規模,展示会,サンプル依頼,2,78,接触済,0
A00812,化粧品,大規模,展示会,資料請求,1,59,契約,1
A00813,日用品,大規模,Web問い合わせ,情報収集,2,4,接触済,0
A00814,研究開発,大規模,紹介,資料請求,2,73,接触済,0
A00815,日用品,小規模,Web問い合わせ,資料請求,1,29,接触済,0
A00816,食品,小規模,Web問い合わせ,情報収集,4,100,接触済,0
A00817,研究開発,大規模,紹介,見積依頼,3,57,商談,0
A00818,化粧品,小規模,営業開拓,資料請求,8,114,接触済,0
A00819,化粧品,小規模,Web問い合わせ,資料請求,0,71,未接触,0
A00820,研究開発,小規模,展示会,資料請求,4,99,接触済,0
A00821,研究開発,中規模,展示会,サンプル依頼,2,92,接触済,0
A00822,研究開発,大規模,Web問い合わせ,見積依頼,2,114,接触済,0
A00823,日用品,小規模,Web問い合わせ,情報収集,2,74,接触済,0
A00824,研究開発,大規模,営業開拓,資料請求,5,4,接触済,0
A00825,化粧品,大規模,営業開拓,サンプル依頼,3,117,接触済,0
A00826,食品,中規模,Web問い合わせ,サンプル依頼,2,22,契約,1
A00827,食品,中規模,展示会,サンプル依頼,2,116,接触済,0
A00828,化粧品,中規模,営業開拓,見積依頼,6,63,接触済,0
A00829,その他,中規模,Web問い合わせ,情報収集,3,22,契約,1
A00830,その他,中規模,紹介,情報収集,4,80,接触済,0
A00831,研究開発,小規模,営業開拓,サンプル依頼,2,34,接触済,0
A00832,食品,中規模,Web問い合わせ,見積依頼,2,35,接触済,0
A00833,化粧品,大規模,Web問い合わせ,情報収集,3,15,接触済,0
A00834,日用品,中規模,紹介,資料請求,6,74,接触済,0
A00835,日用品,小規模,展示会,サンプル依頼,2,95,接触済,0
A00836,化粧品,中規模,紹介,見積依頼,2,6,契約,1
A00837,日用品,小規模,営業開拓,見積依頼,5,51,接触済,0
A00838,化粧品,中規模,展示会,資料請求,2,70,接触済,0
A00839,化粧品,大規模,展示会,資料請求,6,9,接触済,0
A00840,研究開発,小規模,展示会,資料請求,2,45,接触済,0
A00841,その他,中規模,Web問い合わせ,情報収集,5,11,接触済,0
A00842,研究開発,小規模,Web問い合わせ,資料請求,3,115,接触済,0
A00843,研究開発,中規模,展示会,サンプル依頼,0,27,未接触,0
A00844,日用品,小規模,紹介,情報収集,2,12,接触済,0
A00845,日用品,小規模,Web問い合わせ,情報収集,5,33,接触済,0
A00846,日用品,小規模,Web問い合わせ,資料請求,2,11,接触済,0
A00847,研究開発,小規模,営業開拓,サンプル依頼,2,116,接触済,0
A00848,その他,小規模,Web問い合わせ,資料請求,4,25,接触済,0
A00849,化粧品,中規模,Web問い合わせ,資料請求,4,26,接触済,0
A00850,日用品,小規模,展示会,資料請求,2,108,契約,1
A00851,化粧品,大規模,営業開拓,見積依頼,2,111,契約,1
A00852,日用品,中規模,営業開拓,資料請求,4,106,接触済,0
A00853,その他,小規模,営業開拓,資料請求,4,1,契約,1
A00854,研究開発,小規模,Web問い合わせ,見積依頼,1,76,接触済,0
A00855,化粧品,大規模,Web問い合わせ,資料請求,0,109,未接触,0
A00856,その他,小規模,紹介,資料請求,1,98,接触済,0
A00857,食品,中規模,Web問い合わせ,サンプル依頼,3,22,接触済,0
A00858,化粧品,小規模,営業開拓,見積依頼,3,21,契約,1
A00859,化粧品,小規模,展示会,資料請求,2,80,接触済,0
A00860,研究開発,中規模,営業開拓,サンプル依頼,4,67,接触済,0
A00861,食品,大規模,展示会,資料請求,1,91,接触済,0
A00862,研究開発,中規模,展示会,資料請求,2,87,接触済,0
A00863,その他,大規模,展示会,サンプル依頼,1,80,接触済,0
A00864,化粧品,中規模,展示会,情報収集,0,3,未接触,0
A00865,化粧品,小規模,営業開拓,サンプル依頼,1,55,接触済,0
A00866,食品,中規模,Web問い合わせ,資料請求,8,4,接触済,0
A00867,研究開発,中規模,Web問い合わせ,情報収集,2,97,接触済,0
A00868,研究開発,小規模,営業開拓,見積依頼,3,52,接触済,0
A00869,食品,大規模,営業開拓,資料請求,1,39,接触済,0
A00870,食品,中規模,Web問い合わせ,サンプル依頼,4,120,接触済,0
A00871,食品,小規模,Web問い合わせ,サンプル依頼,1,99,契約,1
A00872,化粧品,小規模,営業開拓,情報収集,6,117,接触済,0
A00873,その他,中規模,営業開拓,見積依頼,2,28,接触済,0
A00874,日用品,中規模,営業開拓,資料請求,3,78,接触済,0
A00875,化粧品,中規模,展示会,見積依頼,6,87,接触済,0
A00876,研究開発,小規模,紹介,情報収集,4,1,接触済,0
A00877,化粧品,中規模,紹介,見積依頼,0,90,契約,1
A00878,食品,小規模,展示会,情報収集,6,110,接触済,0
A00879,化粧品,小規模,Web問い合わせ,情報収集,1,67,接触済,0
A00880,その他,小規模,Web問い合わせ,資料請求,0,69,未接触,0
A00881,食品,中規模,Web問い合わせ,情報収集,0,97,未接触,0
A00882,その他,大規模,展示会,情報収集,2,31,接触済,0
A00883,食品,大規模,Web問い合わせ,資料請求,2,119,接触済,0
A00884,化粧品,小規模,展示会,資料請求,3,68,接触済,0
A00885,化粧品,中規模,Web問い合わせ,資料請求,1,95,接触済,0
A00886,食品,小規模,Web問い合わせ,資料請求,0,70,未接触,0
A00887,日用品,大規模,Web問い合わせ,サンプル依頼,2,98,接触済,0
A00888,日用品,小規模,営業開拓,資料請求,3,88,接触済,0
A00889,食品,中規模,営業開拓,サンプル依頼,1,59,接触済,0
A00890,化粧品,小規模,Web問い合わせ,情報収集,2,40,接触済,0
A00891,研究開発,中規模,展示会,情報収集,1,38,接触済,0
A00892,研究開発,小規模,営業開拓,情報収集,4,101,接触済,0
A00893,日用品,小規模,Web問い合わせ,資料請求,4,94,接触済,0
A00894,その他,小規模,展示会,サンプル依頼,3,83,接触済,0
A00895,日用品,小規模,Web問い合わせ,情報収集,2,73,接触済,0
A00896,研究開発,中規模,営業開拓,資料請求,0,33,未接触,0
A00897,食品,小規模,展示会,資料請求,2,100,接触済,0
A00898,化粧品,小規模,展示会,資料請求,3,86,接触済,0
A00899,化粧品,中規模,紹介,資料請求,4,27,接触済,0
A00900,化粧品,大規模,展示会,資料請求,1,71,接触済,0
A00901,化粧品,小規模,営業開拓,サンプル依頼,2,75,接触済,0
A00902,化粧品,小規模,Web問い合わせ,サンプル依頼,4,63,接触済,0
A00903,その他,中規模,展示会,資料請求,0,37,未接触,0
A00904,研究開発,小規模,営業開拓,サンプル依頼,6,79,接触済,0
A00905,食品,小規模,展示会,資料請求,3,40,接触済,0
A00906,食品,中規模,展示会,情報収集,1,20,接触済,0
A00907,日用品,小規模,展示会,情報収集,3,16,接触済,0
A00908,日用品,中規模,Web問い合わせ,サンプル依頼,4,82,接触済,0
A00909,その他,小規模,Web問い合わせ,情報収集,6,13,接触済,0
A00910,化粧品,中規模,Web問い合わせ,情報収集,2,76,接触済,0
A00911,化粧品,大規模,Web問い合わせ,見積依頼,1,16,接触済,0
A00912,日用品,中規模,Web問い合わせ,情報収集,3,3,接触済,0
A00913,化粧品,中規模,紹介,資料請求,3,61,契約,1
A00914,日用品,中規模,Web問い合わせ,情報収集,2,80,接触済,0
A00915,化粧品,大規模,Web問い合わせ,資料請求,1,18,接触済,0
A00916,化粧品,大規模,営業開拓,サンプル依頼,4,103,接触済,0
A00917,化粧品,中規模,展示会,情報収集,5,62,接触済,0
A00918,化粧品,大規模,展示会,資料請求,3,91,接触済,0
A00919,食品,中規模,展示会,サンプル依頼,1,74,接触済,0
A00920,化粧品,中規模,Web問い合わせ,サンプル依頼,3,71,接触済,0
A00921,化粧品,小規模,Web問い合わせ,見積依頼,2,15,接触済,0
A00922,その他,小規模,Web問い合わせ,見積依頼,3,38,接触済,0
A00923,研究開発,中規模,Web問い合わせ,サンプル依頼,3,6,接触済,0
A00924,化粧品,中規模,紹介,資料請求,0,54,未接触,0
A00925,日用品,大規模,紹介,見積依頼,4,106,接触済,0
A00926,化粧品,小規模,紹介,情報収集,5,78,接触済,0
A00927,食品,小規模,Web問い合わせ,サンプル依頼,3,69,接触済,0
A00928,研究開発,小規模,紹介,サンプル依頼,1,4,接触済,0
A00929,研究開発,中規模,紹介,資料請求,0,37,未接触,0
A00930,食品,大規模,Web問い合わせ,資料請求,1,42,接触済,0
A00931,化粧品,大規模,営業開拓,情報収集,2,14,接触済,0
A00932,研究開発,小規模,Web問い合わせ,情報収集,3,23,契約,1
A00933,その他,中規模,紹介,情報収集,3,100,契約,1
A00934,研究開発,中規模,Web問い合わせ,資料請求,3,67,接触済,0
A00935,化粧品,中規模,Web問い合わせ,資料請求,3,102,接触済,0
A00936,化粧品,小規模,営業開拓,サンプル依頼,2,71,接触済,0
A00937,日用品,大規模,営業開拓,サンプル依頼,3,101,接触済,0
A00938,食品,小規模,展示会,見積依頼,1,118,接触済,0
A00939,食品,中規模,展示会,情報収集,3,55,接触済,0
A00940,日用品,中規模,営業開拓,情報収集,5,37,接触済,0
A00941,その他,小規模,Web問い合わせ,資料請求,2,98,接触済,0
A00942,食品,中規模,展示会,資料請求,2,64,接触済,0
A00943,研究開発,小規模,紹介,見積依頼,2,57,接触済,0
A00944,その他,小規模,営業開拓,資料請求,1,13,契約,1
A00945,食品,小規模,展示会,資料請求,3,120,接触済,0
A00946,その他,小規模,Web問い合わせ,見積依頼,0,24,未接触,0
A00947,日用品,中規模,紹介,サンプル依頼,1,4,接触済,0
A00948,研究開発,小規模,Web問い合わせ,資料請求,2,24,接触済,0
A00949,食品,小規模,紹介,サンプル依頼,4,14,接触済,0
A00950,研究開発,大規模,紹介,資料請求,4,18,契約,1
A00951,その他,中規模,営業開拓,サンプル依頼,2,36,接触済,0
A00952,その他,中規模,営業開拓,サンプル依頼,0,117,未接触,0
A00953,その他,小規模,営業開拓,資料請求,3,109,接触済,0
A00954,日用品,小規模,Web問い合わせ,見積依頼,2,87,接触済,0
A00955,その他,中規模,紹介,情報収集,4,17,契約,1
A00956,研究開発,大規模,紹介,見積依頼,3,35,契約,1
A00957,食品,中規模,紹介,資料請求,2,22,接触済,0
A00958,研究開発,小規模,Web問い合わせ,サンプル依頼,3,80,接触済,0
A00959,日用品,大規模,営業開拓,資料請求,1,22,契約,1
A00960,日用品,大規模,展示会,資料請求,2,74,接触済,0
A00961,食品,小規模,紹介,サンプル依頼,3,94,接触済,0
A00962,研究開発,小規模,展示会,見積依頼,2,31,接触済,0
A00963,その他,中規模,Web問い合わせ,資料請求,1,48,接触済,0
A00964,食品,小規模,営業開拓,情報収集,3,72,接触済,0
A00965,その他,中規模,Web問い合わせ,サンプル依頼,3,54,接触済,0
A00966,研究開発,小規模,営業開拓,情報収集,3,40,接触済,0
A00967,食品,小規模,展示会,情報収集,1,113,接触済,0
A00968,その他,中規模,展示会,情報収集,3,9,接触済,0
A00969,化粧品,小規模,展示会,情報収集,0,45,未接触,0
A00970,食品,小規模,営業開拓,情報収集,4,82,接触済,0
A00971,研究開発,小規模,営業開拓,見積依頼,4,70,接触済,0
A00972,食品,中規模,Web問い合わせ,資料請求,0,8,未接触,0
A00973,化粧品,大規模,展示会,サンプル依頼,4,88,接触済,0
A00974,食品,小規模,Web問い合わせ,見積依頼,3,11,接触済,0
A00975,化粧品,大規模,展示会,見積依頼,0,83,未接触,0
A00976,食品,大規模,展示会,情報収集,0,10,未接触,0
A00977,化粧品,小規模,展示会,サンプル依頼,5,114,接触済,0
A00978,化粧品,中規模,営業開拓,サンプル依頼,2,93,接触済,0
A00979,その他,中規模,Web問い合わせ,資料請求,1,116,接触済,0
A00980,食品,小規模,展示会,情報収集,3,38,接触済,0
A00981,日用品,小規模,Web問い合わせ,資料請求,3,85,接触済,0
A00982,日用品,小規模,Web問い合わせ,資料請求,2,99,接触済,0
A00983,研究開発,大規模,紹介,情報収集,5,96,契約,1
A00984,日用品,小規模,展示会,情報収集,1,33,接触済,0
A00985,食品,大規模,展示会,資料請求,1,53,接触済,0
A00986,化粧品,大規模,Web問い合わせ,見積依頼,2,77,接触済,0
A00987,食品,大規模,Web問い合わせ,情報収集,2,51,接触済,0
A00988,研究開発,小規模,営業開拓,情報収集,5,10,接触済,0
A00989,日用品,小規模,Web問い合わせ,資料請求,2,23,接触済,0
A00990,日用品,中規模,Web問い合わせ,情報収集,0,39,未接触,0
A00991,化粧品,中規模,展示会,サンプル依頼,3,74,契約,1
A00992,化粧品,大規模,Web問い合わせ,資料請求,3,10,接触済,0
A00993,日用品,中規模,展示会,資料請求,2,58,接触済,0
A00994,食品,中規模,展示会,情報収集,2,17,接触済,0
A00995,食品,小規模,紹介,情報収集,3,60,接触済,0
A00996,食品,中規模,営業開拓,資料請求,4,46,接触済,0
A00997,研究開発,小規模,展示会,情報収集,5,78,接触済,0
A00998,日用品,小規模,Web問い合わせ,見積依頼,3,59,接触済,0
A00999,研究開発,小規模,展示会,サンプル依頼,2,10,接触済,0
A01000,食品,小規模,紹介,サンプル依頼,0,114,未接触,0
A01001,日用品,小規模,営業開拓,サンプル依頼,5,34,接触済,0
A01002,化粧品,中規模,Web問い合わせ,情報収集,2,55,接触済,0
A01003,食品,小規模,展示会,資料請求,3,34,接触済,0
A01004,化粧品,中規模,Web問い合わせ,情報収集,2,109,接触済,0
A01005,化粧品,中規模,営業開拓,サンプル依頼,2,41,接触済,0
A01006,化粧品,中規模,営業開拓,資料請求,0,31,未接触,0
A01007,日用品,中規模,展示会,見積依頼,0,16,未接触,0
A01008,食品,小規模,Web問い合わせ,資料請求,2,102,接触済,0
A01009,化粧品,中規模,Web問い合わせ,資料請求,3,50,接触済,0
A01010,研究開発,中規模,Web問い合わせ,資料請求,5,21,接触済,0
A01011,日用品,中規模,紹介,資料請求,2,109,契約,1
A01012,日用品,中規模,紹介,見積依頼,2,14,契約,1
A01013,化粧品,中規模,Web問い合わせ,資料請求,5,32,接触済,0
A01014,化粧品,大規模,紹介,情報収集,2,39,契約,1
A01015,日用品,小規模,営業開拓,見積依頼,1,92,接触済,0
A01016,その他,中規模,Web問い合わせ,見積依頼,2,70,接触済,0
A01017,日用品,小規模,紹介,情報収集,2,25,接触済,0
A01018,化粧品,小規模,Web問い合わせ,サンプル依頼,4,118,接触済,0
A01019,日用品,中規模,展示会,情報収集,2,87,接触済,0
A01020,日用品,中規模,展示会,見積依頼,4,103,接触済,0
A01021,日用品,中規模,展示会,サンプル依頼,1,113,接触済,0
A01022,日用品,小規模,Web問い合わせ,情報収集,4,39,接触済,0
A01023,研究開発,小規模,営業開拓,見積依頼,1,120,接触済,0
A01024,食品,小規模,Web問い合わせ,見積依頼,3,13,契約,1
A01025,日用品,中規模,Web問い合わせ,資料請求,2,78,接触済,0
A01026,その他,小規模,Web問い合わせ,見積依頼,2,7,接触済,0
A01027,その他,中規模,Web問い合わせ,サンプル依頼,5,112,接触済,0
A01028,研究開発,小規模,展示会,資料請求,5,4,接触済,0
A01029,化粧品,小規模,Web問い合わせ,資料請求,6,117,接触済,0
A01030,研究開発,中規模,紹介,情報収集,4,23,接触済,0
A01031,研究開発,小規模,紹介,資料請求,2,61,接触済,0
A01032,食品,小規模,営業開拓,サンプル依頼,6,25,契約,1
A01033,その他,中規模,紹介,サンプル依頼,1,89,接触済,0
A01034,食品,中規模,紹介,情報収集,0,87,未接触,0
A01035,日用品,小規模,展示会,情報収集,3,13,接触済,0
A01036,日用品,中規模,展示会,資料請求,6,57,契約,1
A01037,食品,大規模,紹介,見積依頼,3,104,接触済,0
A01038,日用品,小規模,展示会,見積依頼,3,51,接触済,0
A01039,日用品,小規模,Web問い合わせ,資料請求,2,112,接触済,0
A01040,化粧品,中規模,展示会,資料請求,5,104,接触済,0
A01041,化粧品,中規模,紹介,資料請求,1,44,契約,1
A01042,日用品,中規模,展示会,サンプル依頼,1,74,接触済,0
A01043,食品,小規模,営業開拓,見積依頼,5,47,接触済,0
A01044,化粧品,小規模,営業開拓,サンプル依頼,1,54,接触済,0
A01045,研究開発,中規模,営業開拓,見積依頼,3,73,接触済,0
A01046,化粧品,小規模,Web問い合わせ,サンプル依頼,1,67,接触済,0
A01047,その他,中規模,紹介,サンプル依頼,3,54,契約,1
A01048,食品,中規模,営業開拓,見積依頼,7,47,接触済,0
A01049,化粧品,小規模,営業開拓,資料請求,2,18,接触済,0
A01050,研究開発,中規模,Web問い合わせ,資料請求,3,105,接触済,0
A01051,化粧品,小規模,営業開拓,サンプル依頼,3,10,接触済,0
A01052,食品,小規模,営業開拓,資料請求,1,38,接触済,0
A01053,食品,大規模,紹介,サンプル依頼,2,103,接触済,0
A01054,化粧品,大規模,営業開拓,資料請求,2,24,契約,1
A01055,食品,小規模,展示会,情報収集,4,23,接触済,0
A01056,研究開発,小規模,営業開拓,見積依頼,0,101,未接触,0
A01057,日用品,小規模,展示会,資料請求,1,6,接触済,0
A01058,日用品,小規模,紹介,資料請求,1,60,接触済,0
A01059,その他,中規模,展示会,情報収集,4,118,接触済,0
A01060,その他,小規模,営業開拓,資料請求,0,94,未接触,0
A01061,日用品,小規模,展示会,資料請求,0,77,未接触,0
A01062,食品,中規模,Web問い合わせ,資料請求,2,83,接触済,0
A01063,その他,小規模,営業開拓,資料請求,1,67,接触済,0
A01064,食品,小規模,Web問い合わせ,サンプル依頼,3,16,接触済,0
A01065,化粧品,小規模,Web問い合わせ,情報収集,2,28,接触済,0
A01066,化粧品,小規模,紹介,資料請求,2,77,接触済,0
A01067,食品,小規模,展示会,情報収集,7,12,接触済,0
A01068,化粧品,大規模,営業開拓,資料請求,2,23,接触済,0
A01069,化粧品,中規模,紹介,資料請求,3,98,接触済,0
A01070,食品,小規模,Web問い合わせ,サンプル依頼,3,87,接触済,0
A01071,化粧品,中規模,Web問い合わせ,見積依頼,2,50,契約,1
A01072,日用品,中規模,紹介,情報収集,4,85,契約,1
A01073,食品,中規模,紹介,情報収集,0,0,未接触,0
A01074,食品,中規模,Web問い合わせ,情報収集,1,54,接触済,0
A01075,化粧品,小規模,展示会,見積依頼,5,57,契約,1
A01076,化粧品,中規模,展示会,サンプル依頼,2,45,接触済,0
A01077,日用品,中規模,紹介,資料請求,1,38,接触済,0
A01078,食品,中規模,営業開拓,サンプル依頼,0,88,未接触,0
A01079,化粧品,小規模,展示会,情報収集,1,12,接触済,0
A01080,食品,中規模,営業開拓,資料請求,3,50,接触済,0
A01081,その他,大規模,Web問い合わせ,資料請求,3,59,接触済,0
A01082,研究開発,中規模,営業開拓,資料請求,2,67,接触済,0
A01083,化粧品,中規模,営業開拓,情報収集,2,54,接触済,0
A01084,日用品,中規模,Web問い合わせ,情報収集,2,25,接触済,0
A01085,研究開発,中規模,Web問い合わせ,情報収集,6,64,接触済,0
A01086,日用品,中規模,営業開拓,資料請求,2,55,接触済,0
A01087,その他,小規模,展示会,資料請求,1,100,接触済,0
A01088,日用品,中規模,展示会,情報収集,6,54,接触済,0
A01089,日用品,大規模,Web問い合わせ,資料請求,5,91,契約,1
A01090,日用品,中規模,Web問い合わせ,サンプル依頼,2,1,接触済,0
A01091,食品,大規模,紹介,サンプル依頼,1,29,接触済,0
A01092,化粧品,小規模,Web問い合わせ,資料請求,1,89,接触済,0
A01093,化粧品,中規模,Web問い合わせ,資料請求,2,30,接触済,0
A01094,日用品,小規模,Web問い合わせ,サンプル依頼,1,5,接触済,0
A01095,その他,小規模,Web問い合わせ,情報収集,1,62,接触済,0
A01096,食品,小規模,紹介,見積依頼,0,4,未接触,0
A01097,食品,小規模,紹介,資料請求,2,57,接触済,0
A01098,化粧品,小規模,展示会,見積依頼,5,89,接触済,0
A01099,研究開発,大規模,紹介,資料請求,4,9,接触済,0
A01100,日用品,中規模,展示会,サンプル依頼,2,83,接触済,0
A01101,化粧品,中規模,展示会,資料請求,4,6,接触済,0
A01102,化粧品,小規模,展示会,資料請求,1,78,接触済,0
A01103,化粧品,中規模,Web問い合わせ,サンプル依頼,3,114,接触済,0
A01104,日用品,中規模,営業開拓,情報収集,4,85,接触済,0
A01105,その他,小規模,営業開拓,見積依頼,3,20,接触済,0
A01106,日用品,中規模,紹介,サンプル依頼,2,63,接触済,0
A01107,その他,小規模,Web問い合わせ,資料請求,4,17,接触済,0
A01108,日用品,中規模,展示会,情報収集,2,48,接触済,0
A01109,研究開発,小規模,展示会,情報収集,1,1,接触済,0
A01110,研究開発,大規模,Web問い合わせ,情報収集,4,76,契約,1
A01111,その他,中規模,紹介,情報収集,3,16,接触済,0
A01112,研究開発,大規模,営業開拓,サンプル依頼,1,104,接触済,0
A01113,日用品,小規模,紹介,サンプル依頼,5,4,商談,0
A01114,研究開発,小規模,営業開拓,情報収集,4,106,接触済,0
A01115,日用品,小規模,展示会,資料請求,1,74,接触済,0
A01116,研究開発,中規模,Web問い合わせ,情報収集,3,65,接触済,0
A01117,化粧品,中規模,展示会,資料請求,1,84,接触済,0
A01118,研究開発,中規模,営業開拓,サンプル依頼,1,112,接触済,0
A01119,日用品,小規模,紹介,資料請求,3,10,接触済,0
A01120,食品,小規模,営業開拓,見積依頼,0,90,未接触,0
A01121,研究開発,中規模,紹介,サンプル依頼,4,54,接触済,0
A01122,その他,中規模,Web問い合わせ,サンプル依頼,0,101,未接触,0
A01123,化粧品,小規模,営業開拓,資料請求,2,68,接触済,0
A01124,研究開発,小規模,紹介,見積依頼,1,84,接触済,0
A01125,化粧品,小規模,Web問い合わせ,情報収集,1,100,接触済,0
A01126,化粧品,中規模,Web問い合わせ,サンプル依頼,2,47,接触済,0
A01127,食品,中規模,紹介,資料請求,4,25,接触済,0
A01128,研究開発,中規模,営業開拓,見積依頼,2,55,接触済,0
A01129,日用品,大規模,Web問い合わせ,情報収集,1,97,接触済,0
A01130,研究開発,小規模,紹介,資料請求,2,81,接触済,0
A01131,その他,中規模,展示会,サンプル依頼,4,45,接触済,0
A01132,その他,中規模,営業開拓,情報収集,1,110,接触済,0
A01133,研究開発,大規模,営業開拓,見積依頼,2,111,接触済,0
A01134,食品,小規模,Web問い合わせ,資料請求,1,81,接触済,0
A01135,化粧品,小規模,営業開拓,資料請求,3,75,接触済,0
A01136,食品,小規模,営業開拓,見積依頼,0,52,未接触,0
A01137,食品,中規模,営業開拓,情報収集,2,114,接触済,0
A01138,化粧品,小規模,展示会,サンプル依頼,4,110,接触済,0
A01139,日用品,小規模,Web問い合わせ,情報収集,6,57,接触済,0
A01140,その他,小規模,営業開拓,見積依頼,3,52,契約,1
A01141,食品,中規模,営業開拓,資料請求,3,68,接触済,0
A01142,日用品,小規模,展示会,資料請求,2,62,接触済,0
A01143,化粧品,小規模,営業開拓,情報収集,1,52,接触済,0
A01144,化粧品,大規模,展示会,資料請求,3,71,接触済,0
A01145,その他,中規模,Web問い合わせ,情報収集,0,67,未接触,0
A01146,化粧品,小規模,展示会,見積依頼,4,118,接触済,0
A01147,化粧品,大規模,紹介,見積依頼,4,46,契約,1
A01148,その他,大規模,Web問い合わせ,資料請求,2,42,接触済,0
A01149,その他,小規模,営業開拓,情報収集,3,25,接触済,0
A01150,研究開発,小規模,Web問い合わせ,サンプル依頼,4,91,接触済,0
A01151,日用品,小規模,紹介,サンプル依頼,5,22,契約,1
A01152,その他,小規模,Web問い合わせ,サンプル依頼,2,56,接触済,0
A01153,食品,中規模,Web問い合わせ,資料請求,1,100,接触済,0
A01154,化粧品,小規模,営業開拓,情報収集,3,53,接触済,0
A01155,化粧品,中規模,営業開拓,資料請求,2,93,接触済,0
A01156,食品,大規模,Web問い合わせ,資料請求,1,23,接触済,0
A01157,化粧品,中規模,紹介,資料請求,3,120,接触済,0
A01158,食品,大規模,営業開拓,サンプル依頼,4,94,接触済,0
A01159,その他,小規模,紹介,情報収集,1,111,接触済,0
A01160,化粧品,大規模,営業開拓,サンプル依頼,3,55,接触済,0
A01161,日用品,中規模,Web問い合わせ,情報収集,3,84,接触済,0
A01162,日用品,中規模,Web問い合わせ,サンプル依頼,1,115,接触済,0
A01163,日用品,小規模,紹介,情報収集,1,104,接触済,0
A01164,化粧品,大規模,展示会,資料請求,4,76,接触済,0
A01165,研究開発,小規模,Web問い合わせ,情報収集,5,77,接触済,0
A01166,食品,中規模,展示会,資料請求,5,43,接触済,0
A01167,食品,小規模,営業開拓,見積依頼,3,102,接触済,0
A01168,化粧品,小規模,紹介,資料請求,2,54,接触済,0
A01169,化粧品,中規模,Web問い合わせ,情報収集,3,106,接触済,0
A01170,化粧品,中規模,展示会,サンプル依頼,2,82,接触済,0
A01171,食品,大規模,紹介,サンプル依頼,4,61,接触済,0
A01172,食品,中規模,紹介,資料請求,2,26,接触済,0
A01173,化粧品,小規模,Web問い合わせ,見積依頼,5,90,接触済,0
A01174,日用品,中規模,紹介,情報収集,4,45,接触済,0
