opportunity_id,customer_id,stage,contracted,days_since_contact
OPP-A00701,A00701,接触済,0,65
OPP-A00702,A00702,接触済,0,18
OPP-A00703,A00703,接触済,0,120
OPP-A00704,A00704,接触済,0,34
OPP-A00705,A00705,接触済,0,43
OPP-A00706,A00706,接触済,0,64
OPP-A00707,A00707,未接触,0,33
OPP-A00708,A00708,接触済,0,117
OPP-A00709,A00709,接触済,0,90
OPP-A00710,A00710,接触済,0,58
OPP-A00711,A00711,接触済,0,20
OPP-A00712,A00712,接触済,0,108
OPP-A00713,A00713,接触済,0,37
OPP-A00714,A00714,接触済,0,9
OPP-A00715,A00715,接触済,0,27
OPP-A00716,A00716,接触済,0,62
OPP-A00717,A00717,未接触,0,37
OPP-A00718,A00718,接触済,0,66
OPP-A00719,A00719,接触済,0,34
OPP-A00720,A00720,接触済,0,114
OPP-A00721,A00721,接触済,0,100
OPP-A00722,A00722,接触済,0,109
OPP-A00723,A00723,接触済,0,60
OPP-A00724,A00724,接触済,0,5
OPP-A00725,A00725,接触済,0,62
OPP-A00726,A00726,接触済,0,3
OPP-A00727,A00727,接触済,0,98
OPP-A00728,A00728,接触済,0,18
OPP-A00729,A00729,接触済,0,76
OPP-A00730,A00730,未接触,0,69
OPP-A00731,A00731,未接触,0,11
OPP-A00732,A00732,接触済,0,72
OPP-A00733,A00733,契約,1,61
OPP-A00734,A00734,接触済,0,62
OPP-A00735,A00735,接触済,0,55
OPP-A00736,A00736,接触済,0,75
OPP-A00737,A00737,接触済,0,16
OPP-A00738,A00738,未接触,0,86
OPP-A00739,A00739,接触済,0,74
OPP-A00740,A00740,接触済,0,119
OPP-A00741,A00741,接触済,0,74
OPP-A00742,A00742,接触済,0,31
OPP-A00743,A00743,接触済,0,84
OPP-A00744,A00744,接触済,0,112
OPP-A00745,A00745,接触済,0,15
OPP-A00746,A00746,接触済,0,100
OPP-A00747,A00747,契約,1,64
OPP-A00748,A00748,未接触,0,48
OPP-A00749,A00749,接触済,0,56
OPP-A00750,A00750,接触済,0,47
OPP-A00751,A00751,接触済,0,51
OPP-A00752,A00752,未接触,0,65
OPP-A00753,A00753,未接触,0,13
OPP-A00754,A00754,接触済,0,104
OPP-A00755,A00755,接触済,0,12
OPP-A00756,A00756,接触済,0,13
OPP-A00757,A00757,接触済,0,24
OPP-A00758,A00758,接触済,0,106
OPP-A00759,A00759,契約,1,27
OPP-A00760,A00760,契約,1,52
OPP-A00761,A00761,接触済,0,60
OPP-A00762,A00762,接触済,0,58
OPP-A00763,A00763,未接触,0,27
OPP-A00764,A00764,接触済,0,120
OPP-A00765,A00765,接触済,0,46
OPP-A00766,A00766,未接触,0,28
OPP-A00767,A00767,接触済,0,113
OPP-A00768,A00768,接触済,0,36
OPP-A00769,A00769,接触済,0,27
OPP-A00770,A00770,契約,1,89
OPP-A00771,A00771,接触済,0,112
OPP-A00772,A00772,接触済,0,33
OPP-A00773,A00773,接触済,0,21
OPP-A00774,A00774,接触済,0,69
OPP-A00775,A00775,接触済,0,34
OPP-A00776,A00776,接触済,0,90
OPP-A00777,A00777,接触済,0,20
OPP-A00778,A00778,接触済,0,59
OPP-A00779,A00779,接触済,0,86
OPP-A00780,A00780,接触済,0,67
OPP-A00781,A00781,接触済,0,14
OPP-A00782,A00782,接触済,0,21
OPP-A00783,A00783,接触済,0,91
OPP-A00784,A00784,接触済,0,98
OPP-A00785,A00785,接触済,0,77
OPP-A00786,A00786,未接触,0,13
OPP-A00787,A00787,接触済,0,38
OPP-A00788,A00788,接触済,0,26
OPP-A00789,A00789,接触済,0,22
OPP-A00790,A00790,商談,0,7
OPP-A00791,A00791,接触済,0,48
OPP-A00792,A00792,接触済,0,76
OPP-A00793,A00793,接触済,0,64
OPP-A00794,A00794,接触済,0,64
OPP-A00795,A00795,接触済,0,57
OPP-A00796,A00796,接触済,0,42
OPP-A00797,A00797,接触済,0,69
OPP-A00798,A00798,接触済,0,56
OPP-A00799,A00799,接触済,0,65
OPP-A00800,A00800,接触済,0,66
OPP-A00801,A00801,接触済,0,30
OPP-A00802,A00802,接触済,0,68
OPP-A00803,A00803,接触済,0,39
OPP-A00804,A00804,接触済,0,115
OPP-A00805,A00805,契約,1,1
OPP-A00806,A00806,接触済,0,110
OPP-A00807,A00807,接触済,0,73
OPP-A00808,A00808,接触済,0,13
OPP-A00809,A00809,契約,1,51
OPP-A00810,A00810,接触済,0,50
OPP-A00811,A00811,接触済,0,78
OPP-A00812,A00812,契約,1,59
OPP-A00813,A00813,接触済,0,4
OPP-A00814,A00814,接触済,0,73
OPP-A00815,A00815,接触済,0,29
OPP-A00816,A00816,接触済,0,100
OPP-A00817,A00817,商談,0,57
OPP-A00818,A00818,接触済,0,114
OPP-A00819,A00819,未接触,0,71
OPP-A00820,A00820,接触済,0,99
OPP-A00821,A00821,接触済,0,92
OPP-A00822,A00822,接触済,0,114
OPP-A00823,A00823,接触済,0,74
OPP-A00824,A00824,接触済,0,4
OPP-A00825,A00825,接触済,0,117
OPP-A00826,A00826,契約,1,22
OPP-A00827,A00827,接触済,0,116
OPP-A00828,A00828,接触済,0,63
OPP-A00829,A00829,契約,1,22
OPP-A00830,A00830,接触済,0,80
OPP-A00831,A00831,接触済,0,34
OPP-A00832,A00832,接触済,0,35
OPP-A00833,A00833,接触済,0,15
OPP-A00834,A00834,接触済,0,74
OPP-A00835,A00835,接触済,0,95
OPP-A00836,A00836,契約,1,6
OPP-A00837,A00837,接触済,0,51
OPP-A00838,A00838,接触済,0,70
OPP-A00839,A00839,接触済,0,9
OPP-A00840,A00840,接触済,0,45
OPP-A00841,A00841,接触済,0,11
OPP-A00842,A00842,接触済,0,115
OPP-A00843,A00843,未接触,0,27
OPP-A00844,A00844,接触済,0,12
OPP-A00845,A00845,接触済,0,33
OPP-A00846,A00846,接触済,0,11
OPP-A00847,A00847,接触済,0,116
OPP-A00848,A00848,接触済,0,25
OPP-A00849,A00849,接触済,0,26
OPP-A00850,A00850,契約,1,108
OPP-A00851,A00851,契約,1,111
OPP-A00852,A00852,接触済,0,106
OPP-A00853,A00853,契約,1,1
OPP-A00854,A00854,接触済,0,76
OPP-A00855,A00855,未接触,0,109
OPP-A00856,A00856,接触済,0,98
OPP-A00857,A00857,接触済,0,22
OPP-A00858,A00858,契約,1,21
OPP-A00859,A00859,接触済,0,80
OPP-A00860,A00860,接触済,0,67
OPP-A00861,A00861,接触済,0,91
OPP-A00862,A00862,接触済,0,87
OPP-A00863,A00863,接触済,0,80
OPP-A00864,A00864,未接触,0,3
OPP-A00865,A00865,接触済,0,55
OPP-A00866,A00866,接触済,0,4
OPP-A00867,A00867,接触済,0,97
OPP-A00868,A00868,接触済,0,52
OPP-A00869,A00869,接触済,0,39
OPP-A00870,A00870,接触済,0,120
OPP-A00871,A00871,契約,1,99
OPP-A00872,A00872,接触済,0,117
OPP-A00873,A00873,接触済,0,28
OPP-A00874,A00874,接触済,0,78
OPP-A00875,A00875,接触済,0,87
OPP-A00876,A00876,接触済,0,1
OPP-A00877,A00877,契約,1,90
OPP-A00878,A00878,接触済,0,110
OPP-A00879,A00879,接触済,0,67
OPP-A00880,A00880,未接触,0,69
OPP-A00881,A00881,未接触,0,97
OPP-A00882,A00882,接触済,0,31
OPP-A00883,A00883,接触済,0,119
OPP-A00884,A00884,接触済,0,68
OPP-A00885,A00885,接触済,0,95
OPP-A00886,A00886,未接触,0,70
OPP-A00887,A00887,接触済,0,98
OPP-A00888,A00888,接触済,0,88
OPP-A00889,A00889,接触済,0,59
OPP-A00890,A00890,接触済,0,40
OPP-A00891,A00891,接触済,0,38
OPP-A00892,A00892,接触済,0,101
OPP-A00893,A00893,接触済,0,94
OPP-A00894,A00894,接触済,0,83
OPP-A00895,A00895,接触済,0,73
OPP-A00896,A00896,未接触,0,33
OPP-A00897,A00897,接触済,0,100
OPP-A00898,A00898,接触済,0,86
OPP-A00899,A00899,接触済,0,27
OPP-A00900,A00900,接触済,0,71
OPP-A00901,A00901,接触済,0,75
OPP-A00902,A00902,接触済,0,63
OPP-A00903,A00903,未接触,0,37
OPP-A00904,A00904,接触済,0,79
OPP-A00905,A00905,接触済,0,40
OPP-A00906,A00906,接触済,0,20
OPP-A00907,A00907,接触済,0,16
OPP-A00908,A00908,接触済,0,82
OPP-A00909,A00909,接触済,0,13
OPP-A00910,A00910,接触済,0,76
OPP-A00911,A00911,接触済,0,16
OPP-A00912,A00912,接触済,0,3
OPP-A00913,A00913,契約,1,61
OPP-A00914,A00914,接触済,0,80
OPP-A00915,A00915,接触済,0,18
OPP-A00916,A00916,接触済,0,103
OPP-A00917,A00917,接触済,0,62
OPP-A00918,A00918,接触済,0,91
OPP-A00919,A00919,接触済,0,74
OPP-A00920,A00920,接触済,0,71
OPP-A00921,A00921,接触済,0,15
OPP-A00922,A00922,接触済,0,38
OPP-A00923,A00923,接触済,0,6
OPP-A00924,A00924,未接触,0,54
OPP-A00925,A00925,接触済,0,106
OPP-A00926,A00926,接触済,0,78
OPP-A00927,A00927,接触済,0,69
OPP-A00928,A00928,接触済,0,4
OPP-A00929,A00929,未接触,0,37
OPP-A00930,A00930,接触済,0,42
OPP-A00931,A00931,接触済,0,14
OPP-A00932,A00932,契約,1,23
OPP-A00933,A00933,契約,1,100
OPP-A00934,A00934,接触済,0,67
OPP-A00935,A00935,接触済,0,102
OPP-A00936,A00936,接触済,0,71
OPP-A00937,A00937,接触済,0,101
OPP-A00938,A00938,接触済,0,118
OPP-A00939,A00939,接触済,0,55
OPP-A00940,A00940,接触済,0,37
OPP-A00941,A00941,接触済,0,98
OPP-A00942,A00942,接触済,0,64
OPP-A00943,A00943,接触済,0,57
OPP-A00944,A00944,契約,1,13
OPP-A00945,A00945,接触済,0,120
OPP-A00946,A00946,未接触,0,24
OPP-A00947,A00947,接触済,0,4
OPP-A00948,A00948,接触済,0,24
OPP-A00949,A00949,接触済,0,14
OPP-A00950,A00950,契約,1,18
OPP-A00951,A00951,接触済,0,36
OPP-A00952,A00952,未接触,0,117
OPP-A00953,A00953,接触済,0,109
OPP-A00954,A00954,接触済,0,87
OPP-A00955,A00955,契約,1,17
OPP-A00956,A00956,契約,1,35
OPP-A00957,A00957,接触済,0,22
OPP-A00958,A00958,接触済,0,80
OPP-A00959,A00959,契約,1,22
OPP-A00960,A00960,接触済,0,74
OPP-A00961,A00961,接触済,0,94
OPP-A00962,A00962,接触済,0,31
OPP-A00963,A00963,接触済,0,48
OPP-A00964,A00964,接触済,0,72
OPP-A00965,A00965,接触済,0,54
OPP-A00966,A00966,接触済,0,40
OPP-A00967,A00967,接触済,0,113
OPP-A00968,A00968,接触済,0,9
OPP-A00969,A00969,未接触,0,45
OPP-A00970,A00970,接触済,0,82
OPP-A00971,A00971,接触済,0,70
OPP-A00972,A00972,未接触,0,8
OPP-A00973,A00973,接触済,0,88
OPP-A00974,A00974,接触済,0,11
OPP-A00975,A00975,未接触,0,83
OPP-A00976,A00976,未接触,0,10
OPP-A00977,A00977,接触済,0,114
OPP-A00978,A00978,接触済,0,93
OPP-A00979,A00979,接触済,0,116
OPP-A00980,A00980,接触済,0,38
OPP-A00981,A00981,接触済,0,85
OPP-A00982,A00982,接触済,0,99
OPP-A00983,A00983,契約,1,96
OPP-A00984,A00984,接触済,0,33
OPP-A00985,A00985,接触済,0,53
OPP-A00986,A00986,接触済,0,77
OPP-A00987,A00987,接触済,0,51
OPP-A00988,A00988,接触済,0,10
OPP-A00989,A00989,接触済,0,23
OPP-A00990,A00990,未接触,0,39
OPP-A00991,A00991,契約,1,74
OPP-A00992,A00992,接触済,0,10
OPP-A00993,A00993,接触済,0,58
OPP-A00994,A00994,接触済,0,17
OPP-A00995,A00995,接触済,0,60
OPP-A00996,A00996,接触済,0,46
OPP-A00997,A00997,接触済,0,78
OPP-A00998,A00998,接触済,0,59
OPP-A00999,A00999,接触済,0,10
OPP-A01000,A01000,未接触,0,114
OPP-A01001,A01001,接触済,0,34
OPP-A01002,A01002,接触済,0,55
OPP-A01003,A01003,接触済,0,34
OPP-A01004,A01004,接触済,0,109
OPP-A01005,A01005,接触済,0,41
OPP-A01006,A01006,未接触,0,31
OPP-A01007,A01007,未接触,0,16
OPP-A01008,A01008,接触済,0,102
OPP-A01009,A01009,接触済,0,50
OPP-A01010,A01010,接触済,0,21
OPP-A01011,A01011,契約,1,109
OPP-A01012,A01012,契約,1,14
OPP-A01013,A01013,接触済,0,32
OPP-A01014,A01014,契約,1,39
OPP-A01015,A01015,接触済,0,92
OPP-A01016,A01016,接触済,0,70
OPP-A01017,A01017,接触済,0,25
OPP-A01018,A01018,接触済,0,118
OPP-A01019,A01019,接触済,0,87
OPP-A01020,A01020,接触済,0,103
OPP-A01021,A01021,接触済,0,113
OPP-A01022,A01022,接触済,0,39
OPP-A01023,A01023,接触済,0,120
OPP-A01024,A01024,契約,1,13
OPP-A01025,A01025,接触済,0,78
OPP-A01026,A01026,接触済,0,7
OPP-A01027,A01027,接触済,0,112
OPP-A01028,A01028,接触済,0,4
OPP-A01029,A01029,接触済,0,117
OPP-A01030,A01030,接触済,0,23
OPP-A01031,A01031,接触済,0,61
OPP-A01032,A01032,契約,1,25
OPP-A01033,A01033,接触済,0,89
OPP-A01034,A01034,未接触,0,87
OPP-A01035,A01035,接触済,0,13
OPP-A01036,A01036,契約,1,57
OPP-A01037,A01037,接触済,0,104
OPP-A01038,A01038,接触済,0,51
OPP-A01039,A01039,接触済,0,112
OPP-A01040,A01040,接触済,0,104
OPP-A01041,A01041,契約,1,44
OPP-A01042,A01042,接触済,0,74
OPP-A01043,A01043,接触済,0,47
OPP-A01044,A01044,接触済,0,54
OPP-A01045,A01045,接触済,0,73
OPP-A01046,A01046,接触済,0,67
OPP-A01047,A01047,契約,1,54
OPP-A01048,A01048,接触済,0,47
OPP-A01049,A01049,接触済,0,18
OPP-A01050,A01050,接触済,0,105
OPP-A01051,A01051,接触済,0,10
OPP-A01052,A01052,接触済,0,38
OPP-A01053,A01053,接触済,0,103
OPP-A01054,A01054,契約,1,24
OPP-A01055,A01055,接触済,0,23
OPP-A01056,A01056,未接触,0,101
OPP-A01057,A01057,接触済,0,6
OPP-A01058,A01058,接触済,0,60
OPP-A01059,A01059,接触済,0,118
OPP-A01060,A01060,未接触,0,94
OPP-A01061,A01061,未接触,0,77
OPP-A01062,A01062,接触済,0,83
OPP-A01063,A01063,接触済,0,67
OPP-A01064,A01064,接触済,0,16
OPP-A01065,A01065,接触済,0,28
OPP-A01066,A01066,接触済,0,77
OPP-A01067,A01067,接触済,0,12
OPP-A01068,A01068,接触済,0,23
OPP-A01069,A01069,接触済,0,98
OPP-A01070,A01070,接触済,0,87
OPP-A01071,A01071,契約,1,50
OPP-A01072,A01072,契約,1,85
OPP-A01073,A01073,未接触,0,0
OPP-A01074,A01074,接触済,0,54
OPP-A01075,A01075,契約,1,57
OPP-A01076,A01076,接触済,0,45
OPP-A01077,A01077,接触済,0,38
OPP-A01078,A01078,未接触,0,88
OPP-A01079,A01079,接触済,0,12
OPP-A01080,A01080,接触済,0,50
OPP-A01081,A01081,接触済,0,59
OPP-A01082,A01082,接触済,0,67
OPP-A01083,A01083,接触済,0,54
OPP-A01084,A01084,接触済,0,25
OPP-A01085,A01085,接触済,0,64
OPP-A01086,A01086,接触済,0,55
OPP-A01087,A01087,接触済,0,100
OPP-A01088,A01088,接触済,0,54
OPP-A01089,A01089,契約,1,91
OPP-A01090,A01090,接触済,0,1
OPP-A01091,A01091,接触済,0,29
OPP-A01092,A01092,接触済,0,89
OPP-A01093,A01093,接触済,0,30
OPP-A01094,A01094,接触済,0,5
OPP-A01095,A01095,接触済,0,62
OPP-A01096,A01096,未接触,0,4
OPP-A01097,A01097,接触済,0,57
OPP-A01098,A01098,接触済,0,89
OPP-A01099,A01099,接触済,0,9
OPP-A01100,A01100,接触済,0,83
OPP-A01101,A01101,接触済,0,6
OPP-A01102,A01102,接触済,0,78
OPP-A01103,A01103,接触済,0,114
OPP-A01104,A01104,接触済,0,85
OPP-A01105,A01105,接触済,0,20
OPP-A01106,A01106,接触済,0,63
OPP-A01107,A01107,接触済,0,17
OPP-A01108,A01108,接触済,0,48
OPP-A01109,A01109,接触済,0,1
OPP-A01110,A01110,契約,1,76
OPP-A01111,A01111,接触済,0,16
OPP-A01112,A01112,接触済,0,104
OPP-A01113,A01113,商談,0,4
OPP-A01114,A01114,接触済,0,106
OPP-A01115,A01115,接触済,0,74
OPP-A01116,A01116,接触済,0,65
OPP-A01117,A01117,接触済,0,84
OPP-A01118,A01118,接触済,0,112
OPP-A01119,A01119,接触済,0,10
OPP-A01120,A01120,未接触,0,90
OPP-A01121,A01121,接触済,0,54
OPP-A01122,A01122,未接触,0,101
OPP-A01123,A01123,接触済,0,68
OPP-A01124,A01124,接触済,0,84
OPP-A01125,A01125,接触済,0,100
OPP-A01126,A01126,接触済,0,47
OPP-A01127,A01127,接触済,0,25
OPP-A01128,A01128,接触済,0,55
OPP-A01129,A01129,接触済,0,97
OPP-A01130,A01130,接触済,0,81
OPP-A01131,A01131,接触済,0,45
OPP-A01132,A01132,接触済,0,110
OPP-A01133,A01133,接触済,0,111
OPP-A01134,A01134,接触済,0,81
OPP-A01135,A01135,接触済,0,75
OPP-A01136,A01136,未接触,0,52
OPP-A01137,A01137,接触済,0,114
OPP-A01138,A01138,接触済,0,110
OPP-A01139,A01139,接触済,0,57
OPP-A01140,A01140,契約,1,52
OPP-A01141,A01141,接触済,0,68
OPP-A01142,A01142,接触済,0,62
OPP-A01143,A01143,接触済,0,52
OPP-A01144,A01144,接触済,0,71
OPP-A01145,A01145,未接触,0,67
OPP-A01146,A01146,接触済,0,118
OPP-A01147,A01147,契約,1,46
OPP-A01148,A01148,接触済,0,42
OPP-A01149,A01149,接触済,0,25
OPP-A01150,A01150,接触済,0,91
OPP-A01151,A01151,契約,1,22
OPP-A01152,A01152,接触済,0,56
OPP-A01153,A01153,接触済,0,100
OPP-A01154,A01154,接触済,0,53
OPP-A01155,A01155,接触済,0,93
OPP-A01156,A01156,接触済,0,23
OPP-A01157,A01157,接触済,0,120
OPP-A01158,A01158,接触済,0,94
OPP-A01159,A01159,接触済,0,111
OPP-A01160,A01160,接触済,0,55
OPP-A01161,A01161,接触済,0,84
OPP-A01162,A01162,接触済,0,115
OPP-A01163,A01163,接触済,0,104
OPP-A01164,A01164,接触済,0,76
OPP-A01165,A01165,接触済,0,77
OPP-A01166,A01166,接触済,0,43
OPP-A01167,A01167,接触済,0,102
OPP-A01168,A01168,接触済,0,54
OPP-A01169,A01169,接触済,0,106
OPP-A01170,A01170,接触済,0,82
OPP-A01171,A01171,接触済,0,61
OPP-A01172,A01172,接触済,0,26
OPP-A01173,A01173,接触済,0,90
OPP-A01174,A01174,接触済,0,45
OPP-A01175,A01175,接触済,0,10
OPP-A01176,A01176,契約,1,52
OPP-A01177,A01177,契約,1,58
OPP-A01178,A01178,接触済,0,14
OPP-A01179,A01179,接触済,0,20
OPP-A01180,A01180,接触済,0,66
OPP-A01181,A01181,未接触,0,116
OPP-A01182,A01182,接触済,0,96
OPP-A01183,A01183,接触済,0,83
OPP-A01184,A01184,接触済,0,31
OPP-A01185,A01185,接触済,0,6
OPP-A01186,A01186,契約,1,99
OPP-A01187,A01187,契約,1,39
OPP-A01188,A01188,接触済,0,82
OPP-A01189,A01189,接触済,0,35
OPP-A01190,A01190,接触済,0,12
OPP-A01191,A01191,接触済,0,75
OPP-A01192,A01192,接触済,0,31
OPP-A01193,A01193,接触済,0,56
OPP-A01194,A01194,接触済,0,54
OPP-A01195,A01195,接触済,0,27
OPP-A01196,A01196,接触済,0,55
OPP-A01197,A01197,接触済,0,56
OPP-A01198,A01198,契約,1,45
OPP-A01199,A01199,接触済,0,29
OPP-A01200,A01200,接触済,0,70
OPP-A01201,A01201,接触済,0,17
OPP-A01202,A01202,接触済,0,47
OPP-A01203,A01203,接触済,0,109
OPP-A01204,A01204,接触済,0,35
OPP-A01205,A01205,接触済,0,47
OPP-A01206,A01206,接触済,0,93
OPP-A01207,A01207,接触済,0,80
OPP-A01208,A01208,接触済,0,77
OPP-A01209,A01209,接触済,0,13
OPP-A01210,A01210,接触済,0,52
OPP-A01211,A01211,接触済,0,43
OPP-A01212,A01212,接触済,0,45
OPP-A01213,A01213,未接触,0,96
OPP-A01214,A01214,接触済,0,57
OPP-A01215,A01215,接触済,0,100
OPP-A01216,A01216,契約,1,43
OPP-A01217,A01217,接触済,0,18
OPP-A01218,A01218,接触済,0,86
OPP-A01219,A01219,接触済,0,60
OPP-A01220,A01220,接触済,0,101
OPP-A01221,A01221,接触済,0,44
OPP-A01222,A01222,接触済,0,62
OPP-A01223,A01223,未接触,0,2
OPP-A01224,A01224,契約,1,102
OPP-A01225,A01225,接触済,0,119
OPP-A01226,A01226,接触済,0,59
OPP-A01227,A01227,接触済,0,106
OPP-A01228,A01228,接触済,0,68
OPP-A01229,A01229,未接触,0,77
OPP-A01230,A01230,契約,1,35
OPP-A01231,A01231,接触済,0,98
OPP-A01232,A01232,接触済,0,37
OPP-A01233,A01233,未接触,0,81
OPP-A01234,A01234,接触済,0,35
OPP-A01235,A01235,接触済,0,16
OPP-A01236,A01236,接触済,0,10
OPP-A01237,A01237,接触済,0,3
OPP-A01238,A01238,接触済,0,95
OPP-A01239,A01239,接触済,0,78
OPP-A01240,A01240,契約,1,117
OPP-A01241,A01241,未接触,0,15
OPP-A01242,A01242,接触済,0,32
OPP-A01243,A01243,接触済,0,71
OPP-A01244,A01244,接触済,0,62
OPP-A01245,A01245,未接触,0,37
OPP-A01246,A01246,未接触,0,112
OPP-A01247,A01247,接触済,0,100
OPP-A01248,A01248,接触済,0,58
OPP-A01249,A01249,接触済,0,15
OPP-A01250,A01250,接触済,0,115
OPP-A01251,A01251,接触済,0,45
OPP-A01252,A01252,接触済,0,116
OPP-A01253,A01253,接触済,0,60
OPP-A01254,A01254,接触済,0,90
OPP-A01255,A01255,接触済,0,92
OPP-A01256,A01256,接触済,0,60
OPP-A01257,A01257,未接触,0,89
OPP-A01258,A01258,契約,1,14
OPP-A01259,A01259,接触済,0,31
OPP-A01260,A01260,接触済,0,3
OPP-A01261,A01261,接触済,0,53
OPP-A01262,A01262,接触済,0,81
OPP-A01263,A01263,接触済,0,41
OPP-A01264,A01264,接触済,0,46
OPP-A01265,A01265,接触済,0,7
OPP-A01266,A01266,接触済,0,74
OPP-A01267,A01267,接触済,0,27
OPP-A01268,A01268,商談,0,3
OPP-A01269,A01269,接触済,0,116
OPP-A01270,A01270,未接触,0,65
OPP-A01271,A01271,接触済,0,120
OPP-A01272,A01272,接触済,0,88
OPP-A01273,A01273,接触済,0,45
OPP-A01274,A01274,接触済,0,8
OPP-A01275,A01275,接触済,0,98
OPP-A01276,A01276,接触済,0,45
OPP-A01277,A01277,接触済,0,64
OPP-A01278,A01278,接触済,0,69
OPP-A01279,A01279,接触済,0,27
OPP-A01280,A01280,接触済,0,16
OPP-A01281,A01281,接触済,0,57
OPP-A01282,A01282,接触済,0,21
OPP-A01283,A01283,接触済,0,5
OPP-A01284,A01284,接触済,0,43
OPP-A01285,A01285,接触済,0,25
OPP-A01286,A01286,未接触,0,76
OPP-A01287,A01287,接触済,0,95
OPP-A01288,A01288,契約,1,42
OPP-A01289,A01289,接触済,0,36
OPP-A01290,A01290,接触済,0,52
OPP-A01291,A01291,接触済,0,14
OPP-A01292,A01292,接触済,0,64
OPP-A01293,A01293,契約,1,87
OPP-A01294,A01294,接触済,0,97
OPP-A01295,A01295,接触済,0,46
OPP-A01296,A01296,接触済,0,93
OPP-A01297,A01297,契約,1,16
OPP-A01298,A01298,接触済,0,4
OPP-A01299,A01299,接触済,0,73
OPP-A01300,A01300,接触済,0,7
OPP-A01301,A01301,接触済,0,22
OPP-A01302,A01302,接触済,0,92
OPP-A01303,A01303,接触済,0,29
OPP-A01304,A01304,接触済,0,120
OPP-A01305,A01305,接触済,0,63
OPP-A01306,A01306,接触済,0,111
OPP-A01307,A01307,接触済,0,81
OPP-A01308,A01308,契約,1,13
OPP-A01309,A01309,接触済,0,13
OPP-A01310,A01310,契約,1,12
OPP-A01311,A01311,接触済,0,62
OPP-A01312,A01312,接触済,0,64
OPP-A01313,A01313,接触済,0,81
OPP-A01314,A01314,接触済,0,95
OPP-A01315,A01315,接触済,0,95
OPP-A01316,A01316,接触済,0,61
OPP-A01317,A01317,接触済,0,64
OPP-A01318,A01318,接触済,0,8
OPP-A01319,A01319,未接触,0,66
OPP-A01320,A01320,接触済,0,108
OPP-A01321,A01321,接触済,0,98
OPP-A01322,A01322,接触済,0,54
OPP-A01323,A01323,接触済,0,31
OPP-A01324,A01324,接触済,0,68
OPP-A01325,A01325,接触済,0,94
OPP-A01326,A01326,接触済,0,7
OPP-A01327,A01327,接触済,0,73
OPP-A01328,A01328,接触済,0,25
OPP-A01329,A01329,接触済,0,106
OPP-A01330,A01330,接触済,0,98
OPP-A01331,A01331,接触済,0,119
OPP-A01332,A01332,接触済,0,39
OPP-A01333,A01333,接触済,0,88
OPP-A01334,A01334,接触済,0,41
OPP-A01335,A01335,契約,1,19
OPP-A01336,A01336,接触済,0,119
OPP-A01337,A01337,契約,1,79
OPP-A01338,A01338,接触済,0,30
OPP-A01339,A01339,契約,1,90
OPP-A01340,A01340,接触済,0,30
OPP-A01341,A01341,接触済,0,69
OPP-A01342,A01342,接触済,0,26
OPP-A01343,A01343,接触済,0,13
OPP-A01344,A01344,接触済,0,15
OPP-A01345,A01345,接触済,0,115
OPP-A01346,A01346,契約,1,108
OPP-A01347,A01347,接触済,0,32
OPP-A01348,A01348,接触済,0,5
OPP-A01349,A01349,接触済,0,38
OPP-A01350,A01350,未接触,0,69
OPP-A01351,A01351,接触済,0,56
OPP-A01352,A01352,接触済,0,48
OPP-A01353,A01353,接触済,0,7
OPP-A01354,A01354,接触済,0,35
OPP-A01355,A01355,接触済,0,18
OPP-A01356,A01356,接触済,0,51
OPP-A01357,A01357,接触済,0,80
OPP-A01358,A01358,接触済,0,34
OPP-A01359,A01359,接触済,0,103
OPP-A01360,A01360,接触済,0,54
OPP-A01361,A01361,接触済,0,8
OPP-A01362,A01362,接触済,0,77
OPP-A01363,A01363,接触済,0,15
OPP-A01364,A01364,接触済,0,41
OPP-A01365,A01365,接触済,0,72
OPP-A01366,A01366,未接触,0,80
OPP-A01367,A01367,接触済,0,101
OPP-A01368,A01368,契約,1,111
OPP-A01369,A01369,未接触,0,6
OPP-A01370,A01370,接触済,0,49
OPP-A01371,A01371,接触済,0,35
OPP-A01372,A01372,接触済,0,6
OPP-A01373,A01373,接触済,0,108
OPP-A01374,A01374,接触済,0,2
OPP-A01375,A01375,接触済,0,28
OPP-A01376,A01376,接触済,0,58
OPP-A01377,A01377,接触済,0,93
OPP-A01378,A01378,接触済,0,113
OPP-A01379,A01379,未接触,0,115
OPP-A01380,A01380,接触済,0,53
OPP-A01381,A01381,接触済,0,5
OPP-A01382,A01382,未接触,0,43
OPP-A01383,A01383,接触済,0,72
OPP-A01384,A01384,接触済,0,77
OPP-A01385,A01385,接触済,0,23
OPP-A01386,A01386,接触済,0,113
OPP-A01387,A01387,接触済,0,57
OPP-A01388,A01388,接触済,0,62
OPP-A01389,A01389,契約,1,25
OPP-A01390,A01390,未接触,0,37
OPP-A01391,A01391,接触済,0,85
OPP-A01392,A01392,接触済,0,86
OPP-A01393,A01393,契約,1,42
OPP-A01394,A01394,接触済,0,60
OPP-A01395,A01395,接触済,0,16
OPP-A01396,A01396,接触済,0,5
OPP-A01397,A01397,接触済,0,107
OPP-A01398,A01398,接触済,0,117
OPP-A01399,A01399,接触済,0,4
OPP-A01400,A01400,接触済,0,113
OPP-A01401,A01401,接触済,0,40
OPP-A01402,A01402,接触済,0,92
