store,raw_task_name,minutes
店舗06,清掃,78.1
店舗06,店内清掃,101.0
店舗06,清掃,94.8
店舗06,店内清掃,86.9
店舗06,クリンリネス,63.6
店舗06,クリンリネス,109.3
店舗06,清掃,99.7
店舗06,クリンリネス,98.0
店舗06,店内清掃,81.6
店舗06,清掃,88.5
店舗06,清掃,111.9
店舗06,清掃,110.5
店舗06,クリンリネス,73.1
店舗06,クリンリネス,111.7
店舗06,店内清掃,97.1
店舗06,店内清掃,89.4
店舗06,清掃,108.2
店舗06,清掃,113.0
店舗06,クリンリネス,83.4
店舗06,クリンリネス,113.9
店舗06,店内清掃,122.0
店舗06,店内清掃,93.3
店舗06,店内清掃,95.7
店舗06,店内清掃,89.1
店舗06,清掃,68.8
店舗06,店内清掃,108.5
店舗06,クリンリネス,97.8
店舗06,クリンリネス,88.1
店舗06,クリンリネス,88.5
店舗06,クリンリネス,117.3
店舗06,クリンリネス,93.6
店舗06,クリンリネス,80.9
店舗06,店内清掃,97.1
店舗06,発注,107.7
店舗06,在庫確認,101.0
店舗06,棚卸,104.4
店舗06,発注,86.8
店舗06,発注在庫,115.6
店舗06,発注在庫,100.0
店舗06,在庫確認,97.6
店舗06,発注,95.2
店舗06,発注在庫,114.4
店舗06,在庫確認,110.8
店舗06,在庫確認,151.4
店舗06,発注在庫,120.6
店舗06,在庫確認,122.6
店舗06,棚卸,114.8
店舗06,発注在庫,110.4
店舗06,発注,99.7
店舗06,棚卸,101.3
店舗06,発注,75.3
店舗06,発注在庫,136.3
店舗06,在庫確認,113.0
店舗06,在庫確認,121.7
店舗06,発注在庫,86.7
店舗06,在庫確認,126.3
店舗06,棚卸,150.3
店舗06,発注在庫,106.7
店舗06,発注在庫,106.9
店舗06,発注在庫,148.7
店舗06,発注,130.5
店舗06,在庫確認,121.0
店舗06,発注在庫,114.0
店舗06,在庫確認,98.3
店舗06,棚卸,128.9
店舗06,発注在庫,101.4
店舗06,棚卸,116.2
店舗06,棚卸,131.1
店舗07,レジ,96.9
店舗07,会計,175.7
店舗07,POS対応,189.8
店舗07,POS対応,175.1
店舗07,POS対応,153.0
店舗07,POS対応,136.6
店舗07,POS対応,113.9
店舗07,キャッシャー,144.9
店舗07,レジ,123.2
店舗07,レジ,163.0
店舗07,レジ,159.2
店舗07,POS対応,147.2
店舗07,キャッシャー,151.9
店舗07,会計,139.0
店舗07,会計,121.0
店舗07,会計,178.0
店舗07,会計,169.6
店舗07,キャッシャー,182.7
店舗07,POS対応,180.5
店舗07,POS対応,107.1
店舗07,キャッシャー,188.2
店舗07,レジ,173.0
店舗07,レジ,203.6
店舗07,POS対応,167.7
店舗07,POS対応,135.5
店舗07,POS対応,147.8
店舗07,POS対応,144.8
店舗07,キャッシャー,136.5
店舗07,会計,203.4
店舗07,POS対応,183.9
店舗07,会計,186.0
店舗07,レジ,168.9
店舗07,会計,157.4
店舗07,キャッシャー,154.9
店舗07,キャッシャー,163.6
店舗07,品出し,185.5
店舗07,品出し,220.3
店舗07,商品補充,224.4
店舗07,補充作業,172.0
店舗07,棚補充,252.0
店舗07,品出し,143.2
店舗07,品出し,255.0
店舗07,商品補充,216.4
店舗07,商品補充,248.2
店舗07,棚補充,243.7
店舗07,商品補充,218.1
店舗07,棚補充,141.9
店舗07,棚補充,239.5
店舗07,品出し,182.6
店舗07,商品補充,200.9
店舗07,商品補充,190.4
店舗07,棚補充,246.1
店舗07,商品補充,202.3
店舗07,商品補充,299.3
店舗07,棚補充,228.4
店舗07,商品補充,174.8
店舗07,補充作業,215.0
店舗07,棚補充,238.4
店舗07,商品補充,197.7
店舗07,商品補充,200.6
店舗07,棚補充,231.2
店舗07,棚補充,219.5
店舗07,棚補充,182.9
店舗07,品出し,224.6
店舗07,品出し,203.5
店舗07,品出し,249.5
店舗07,補充作業,257.5
店舗07,棚補充,222.5
店舗07,補充作業,196.0
店舗07,棚補充,203.3
店舗07,弁当製造,295.1
店舗07,弁当製造,247.9
店舗07,惣菜,251.5
店舗07,弁当製造,231.5
店舗07,惣菜,291.6
店舗07,惣菜,228.1
店舗07,惣菜,227.6
店舗07,弁当製造,236.8
店舗07,弁当製造,306.4
店舗07,惣菜調理,219.8
店舗07,弁当製造,220.8
店舗07,デリカ,201.4
店舗07,弁当製造,315.0
店舗07,デリカ,252.4
店舗07,弁当製造,276.9
店舗07,惣菜調理,265.7
店舗07,惣菜調理,156.8
店舗07,惣菜調理,224.9
店舗07,惣菜調理,337.2
店舗07,弁当製造,249.1
店舗07,デリカ,271.6
店舗07,惣菜,278.3
店舗07,デリカ,154.9
店舗07,弁当製造,391.4
店舗07,弁当製造,251.8
店舗07,デリカ,230.1
店舗07,惣菜,280.6
店舗07,惣菜調理,263.8
店舗07,弁当製造,255.3
店舗07,デリカ,276.7
店舗07,惣菜調理,274.3
店舗07,惣菜調理,272.1
店舗07,デリカ,193.6
店舗07,デリカ,226.8
店舗07,惣菜,229.6
店舗07,清掃,89.0
店舗07,店内清掃,92.7
店舗07,店内清掃,67.2
店舗07,清掃,95.9
店舗07,清掃,95.6
店舗07,店内清掃,102.2
店舗07,クリンリネス,92.9
店舗07,店内清掃,88.3
店舗07,清掃,85.5
店舗07,クリンリネス,105.5
店舗07,清掃,101.1
店舗07,クリンリネス,89.2
店舗07,店内清掃,117.9
店舗07,クリンリネス,96.7
店舗07,クリンリネス,104.2
店舗07,清掃,62.9
店舗07,清掃,85.8
店舗07,店内清掃,96.2
店舗07,清掃,92.9
店舗07,清掃,65.3
店舗07,クリンリネス,116.7
店舗07,店内清掃,88.5
店舗07,店内清掃,84.8
店舗07,清掃,108.4
店舗07,清掃,80.3
店舗07,店内清掃,92.8
店舗07,清掃,85.7
店舗07,店内清掃,83.1
店舗07,店内清掃,74.9
店舗07,クリンリネス,91.6
店舗07,清掃,104.4
店舗07,店内清掃,103.3
店舗07,クリンリネス,63.9
店舗07,店内清掃,103.7
店舗07,清掃,75.6
店舗07,棚卸,85.5
店舗07,発注在庫,110.3
店舗07,棚卸,123.6
店舗07,在庫確認,77.4
店舗07,発注在庫,142.1
店舗07,棚卸,159.2
店舗07,発注在庫,86.0
店舗07,在庫確認,117.7
店舗07,発注在庫,106.7
店舗07,発注,128.4
店舗07,発注,116.6
店舗07,棚卸,66.2
店舗07,発注,109.9
店舗07,在庫確認,103.6
店舗07,棚卸,101.2
店舗07,棚卸,115.8
店舗07,発注在庫,111.1
店舗07,発注,122.9
店舗07,棚卸,133.9
店舗07,発注,92.6
店舗07,棚卸,129.6
店舗07,棚卸,103.7
店舗07,棚卸,113.6
店舗07,発注在庫,120.5
店舗07,棚卸,86.4
店舗07,発注,117.7
店舗07,発注在庫,106.9
店舗07,在庫確認,135.6
店舗07,棚卸,81.9
店舗07,発注,113.9
店舗07,発注,115.7
店舗07,棚卸,76.5
店舗07,発注在庫,111.7
店舗07,棚卸,89.2
店舗07,発注,113.4
店舗08,レジ,147.5
店舗08,POS対応,175.1
店舗08,キャッシャー,191.0
店舗08,レジ,156.2
店舗08,キャッシャー,155.0
店舗08,キャッシャー,177.4
店舗08,POS対応,143.4
店舗08,レジ,140.9
店舗08,レジ,165.5
店舗08,キャッシャー,148.5
店舗08,POS対応,215.6
店舗08,キャッシャー,152.2
店舗08,会計,143.0
店舗08,会計,157.4
店舗08,レジ,131.3
店舗08,会計,175.6
店舗08,POS対応,186.3
店舗08,レジ,161.5
店舗08,会計,150.8
店舗08,POS対応,136.5
店舗08,POS対応,120.1
店舗08,会計,183.1
店舗08,POS対応,149.1
店舗08,レジ,150.6
店舗08,POS対応,191.9
店舗08,POS対応,170.5
店舗08,会計,136.2
店舗08,キャッシャー,158.2
店舗08,POS対応,161.7
店舗08,キャッシャー,161.5
店舗08,キャッシャー,180.3
店舗08,会計,204.7
店舗08,POS対応,161.1
店舗08,レジ,176.3
店舗08,POS対応,170.0
店舗08,補充作業,201.3
店舗08,棚補充,138.9
店舗08,品出し,265.4
店舗08,商品補充,190.3
店舗08,補充作業,156.1
店舗08,補充作業,174.8
店舗08,補充作業,206.6
店舗08,商品補充,228.1
店舗08,品出し,215.0
店舗08,棚補充,203.0
店舗08,商品補充,169.9
店舗08,商品補充,257.1
店舗08,商品補充,175.1
店舗08,品出し,172.9
店舗08,商品補充,221.4
店舗08,棚補充,203.9
店舗08,補充作業,208.3
店舗08,棚補充,206.1
店舗08,棚補充,192.4
店舗08,品出し,265.1
店舗08,品出し,226.9
店舗08,商品補充,145.3
店舗08,棚補充,192.7
店舗08,補充作業,210.7
店舗08,補充作業,235.4
店舗08,品出し,243.1
店舗08,品出し,197.2
店舗08,品出し,174.4
店舗08,棚補充,269.0
店舗08,補充作業,212.3
店舗08,商品補充,202.1
店舗08,補充作業,193.1
店舗08,補充作業,206.4
店舗08,商品補充,223.6
店舗08,商品補充,221.7
店舗08,惣菜調理,283.2
店舗08,惣菜,222.0
店舗08,弁当製造,258.2
店舗08,デリカ,238.3
店舗08,弁当製造,270.0
店舗08,デリカ,309.4
店舗08,惣菜調理,318.8
店舗08,惣菜調理,211.6
店舗08,弁当製造,248.0
店舗08,デリカ,250.1
店舗08,弁当製造,237.0
店舗08,デリカ,280.1
店舗08,惣菜,204.7
店舗08,惣菜調理,260.9
店舗08,弁当製造,303.7
店舗08,惣菜調理,283.9
店舗08,惣菜調理,264.2
店舗08,惣菜,251.7
店舗08,惣菜,324.5
店舗08,デリカ,299.5
店舗08,弁当製造,264.9
店舗08,デリカ,341.2
店舗08,弁当製造,336.9
店舗08,弁当製造,267.4
店舗08,弁当製造,289.4
店舗08,惣菜,323.0
店舗08,デリカ,314.4
店舗08,惣菜,354.7
店舗08,弁当製造,299.0
店舗08,惣菜,237.0
店舗08,惣菜,311.7
店舗08,デリカ,243.0
店舗08,弁当製造,250.0
店舗08,弁当製造,252.0
店舗08,惣菜調理,205.2
店舗08,店内清掃,88.9
店舗08,清掃,125.7
店舗08,清掃,114.3
店舗08,クリンリネス,104.6
店舗08,クリンリネス,103.7
店舗08,店内清掃,98.6
店舗08,クリンリネス,132.8
店舗08,クリンリネス,90.9
店舗08,店内清掃,94.9
店舗08,店内清掃,102.7
店舗08,店内清掃,62.2
店舗08,店内清掃,92.0
店舗08,クリンリネス,83.4
店舗08,清掃,109.0
店舗08,店内清掃,92.1
店舗08,清掃,108.8
店舗08,店内清掃,101.4
店舗08,清掃,110.4
店舗08,クリンリネス,70.0
店舗08,清掃,89.3
店舗08,店内清掃,105.0
店舗08,清掃,108.6
店舗08,クリンリネス,102.4
店舗08,店内清掃,109.7
店舗08,清掃,93.4
店舗08,クリンリネス,73.5
店舗08,クリンリネス,119.6
店舗08,店内清掃,111.6
店舗08,清掃,92.2
店舗08,清掃,79.9
店舗08,店内清掃,111.9
店舗08,清掃,101.2
店舗08,清掃,96.6
店舗08,店内清掃,65.9
店舗08,清掃,84.5
店舗08,発注在庫,88.5
店舗08,発注在庫,119.8
店舗08,発注,114.1
店舗08,棚卸,121.2
店舗08,棚卸,98.6
店舗08,発注,105.0
店舗08,発注在庫,132.3
店舗08,在庫確認,116.7
店舗08,発注在庫,84.6
店舗08,発注在庫,109.0
店舗08,発注在庫,92.0
店舗08,発注在庫,117.7
店舗08,在庫確認,109.9
店舗08,棚卸,105.2
店舗08,発注,101.8
店舗08,発注,111.5
店舗08,在庫確認,102.8
店舗08,棚卸,111.2
店舗08,発注,126.9
店舗08,発注在庫,135.0
店舗08,棚卸,129.9
店舗08,棚卸,134.1
店舗08,棚卸,137.5
店舗08,在庫確認,121.4
店舗08,発注在庫,131.4
店舗08,発注,96.4
店舗08,発注,121.6
店舗08,発注,142.5
店舗08,発注,85.6
店舗08,棚卸,78.1
店舗08,棚卸,112.5
店舗08,発注,109.2
店舗08,発注,111.8
店舗08,棚卸,108.0
店舗08,在庫確認,116.4
