customer_id,recency,frequency,monetary,stores_used,R_score,F_score,M_score,RFM_score,segment
C00548,26,25,60241,2,2,5,5,12,優良
C00549,16,25,43037,1,3,5,3,11,一般
C00550,2,21,43578,2,5,3,3,11,一般
C00551,46,21,48247,1,1,3,4,8,一般
C00552,32,24,44778,3,1,4,3,8,一般
C00553,17,32,64917,2,3,5,5,13,優良
C00554,3,20,42087,1,5,3,2,10,一般
C00555,16,16,33283,1,3,1,1,5,休眠・育成
C00556,9,22,53368,1,4,4,4,12,優良
C00557,12,27,59320,1,3,5,5,13,優良
C00558,11,23,45350,1,3,4,3,10,一般
C00559,5,14,40583,1,4,1,2,7,休眠・育成
C00560,12,23,55611,1,3,4,5,12,優良
C00561,22,25,51111,1,2,5,4,11,一般
C00562,1,19,38597,1,5,2,2,9,一般
C00563,17,19,50285,1,3,2,4,9,一般
C00564,65,19,37870,1,1,2,2,5,休眠・育成
C00565,7,29,65521,1,4,5,5,14,優良
C00566,31,25,53367,1,1,5,4,10,一般
C00567,67,13,30618,1,1,1,1,3,休眠・育成
C00568,2,22,53092,1,5,4,4,13,優良
C00569,5,15,36197,1,4,1,2,7,休眠・育成
C00570,8,23,54090,1,4,4,4,12,優良
C00571,1,29,73785,1,5,5,5,15,優良
C00572,19,19,40551,1,2,2,2,6,休眠・育成
C00573,18,26,52892,1,2,5,4,11,一般
C00574,26,27,59679,2,2,5,5,12,優良
C00575,11,19,39377,1,3,2,2,7,休眠・育成
C00576,2,20,51874,1,5,3,4,12,優良
C00577,1,19,38636,1,5,2,2,9,一般
C00578,3,22,62097,1,5,4,5,14,優良
C00579,40,21,50221,1,1,3,4,8,一般
C00580,2,18,42195,1,5,2,2,9,一般
C00581,5,14,36701,1,4,1,2,7,休眠・育成
C00582,8,12,29838,1,4,1,1,6,休眠・育成
C00583,9,20,42252,1,4,3,2,9,一般
C00584,8,11,28050,1,4,1,1,6,休眠・育成
C00585,12,18,29440,1,3,2,1,6,休眠・育成
C00586,12,22,46766,2,3,4,3,10,一般
C00587,3,29,66201,1,5,5,5,15,優良
C00588,51,16,35807,2,1,1,2,4,休眠・育成
C00589,10,26,54991,1,3,5,5,13,優良
C00590,31,22,45227,1,1,4,3,8,一般
C00591,52,15,32043,1,1,1,1,3,休眠・育成
C00592,20,20,42745,1,2,3,3,8,一般
C00593,9,22,50255,1,4,4,4,12,優良
C00594,1,15,34724,1,5,1,1,7,休眠・育成
C00595,9,31,64213,2,4,5,5,14,優良
C00596,36,14,26101,1,1,1,1,3,休眠・育成
C00597,31,26,47370,1,1,5,3,9,一般
C00598,24,20,47299,1,2,3,3,8,一般
C00599,10,25,52383,1,3,5,4,12,優良
C00600,52,24,49357,2,1,4,4,9,一般
C00601,19,15,35268,1,2,1,1,4,休眠・育成
C00602,40,26,52750,1,1,5,4,10,一般
C00603,12,23,61325,1,3,4,5,12,優良
C00604,10,18,39690,1,3,2,2,7,休眠・育成
C00605,31,24,50838,1,1,4,4,9,一般
C00606,1,28,65273,2,5,5,5,15,優良
C00607,33,23,50826,1,1,4,4,9,一般
C00608,1,22,41140,1,5,4,2,11,一般
C00609,12,20,52238,3,3,3,4,10,一般
C00610,63,14,29827,2,1,1,1,3,休眠・育成
C00611,25,25,51265,3,2,5,4,11,一般
C00612,2,23,45748,1,5,4,3,12,優良
C00613,14,26,56817,1,3,5,5,13,優良
C00614,4,22,53643,1,5,4,4,13,優良
C00615,4,19,40788,1,5,2,2,9,一般
C00616,19,17,39087,1,2,1,2,5,休眠・育成
C00617,5,22,45898,1,4,4,3,11,一般
C00618,20,21,53598,2,2,3,4,9,一般
C00619,5,16,37452,1,4,1,2,7,休眠・育成
C00620,17,24,57810,3,3,4,5,12,優良
C00621,13,14,25686,1,3,1,1,5,休眠・育成
C00622,5,20,34426,1,4,3,1,8,一般
C00623,15,19,46537,1,3,2,3,8,一般
C00624,34,18,33784,1,1,2,1,4,休眠・育成
C00625,5,24,48925,2,4,4,4,12,優良
C00626,5,19,45227,1,4,2,3,9,一般
C00627,17,19,41509,1,3,2,2,7,休眠・育成
C00628,1,23,47847,2,5,4,4,13,優良
C00629,21,15,30324,1,2,1,1,4,休眠・育成
C00630,30,18,38993,1,2,2,2,6,休眠・育成
C00631,8,24,49777,1,4,4,4,12,優良
C00632,5,16,35519,1,4,1,1,6,休眠・育成
C00633,12,26,44652,1,3,5,3,11,一般
C00634,76,17,37043,1,1,1,2,4,休眠・育成
C00635,1,26,54956,1,5,5,5,15,優良
C00636,11,28,61170,1,3,5,5,13,優良
C00637,59,20,51245,1,1,3,4,8,一般
C00638,58,22,47575,2,1,4,3,8,一般
C00639,29,11,26313,1,2,1,1,4,休眠・育成
C00640,1,21,39571,2,5,3,2,10,一般
C00641,11,12,24645,1,3,1,1,5,休眠・育成
C00642,4,18,50864,2,5,2,4,11,一般
C00643,7,19,47242,1,4,2,3,9,一般
C00644,2,28,60210,1,5,5,5,15,優良
C00645,8,20,45960,1,4,3,3,10,一般
C00646,10,22,49460,1,3,4,4,11,一般
C00647,5,19,45146,1,4,2,3,9,一般
C00648,13,17,38104,1,3,1,2,6,休眠・育成
C00649,1,19,46977,1,5,2,3,10,一般
C00650,3,25,54223,1,5,5,4,14,優良
C00651,18,23,57951,2,2,4,5,11,一般
C00652,14,29,64606,2,3,5,5,13,優良
C00653,8,20,44895,1,4,3,3,10,一般
C00654,7,20,50523,1,4,3,4,11,一般
C00655,19,25,60037,1,2,5,5,12,優良
C00656,11,19,31856,1,3,2,1,6,休眠・育成
C00657,43,14,43141,1,1,1,3,5,休眠・育成
C00658,1,18,42606,1,5,2,3,10,一般
C00659,3,18,36595,1,5,2,2,9,一般
C00660,7,28,62112,1,4,5,5,14,優良
C00661,20,20,45996,1,2,3,3,8,一般
C00662,18,18,42009,1,2,2,2,6,休眠・育成
C00663,35,19,33938,1,1,2,1,4,休眠・育成
C00664,9,30,70517,2,4,5,5,14,優良
C00665,22,29,68418,1,2,5,5,12,優良
C00666,63,16,34245,1,1,1,1,3,休眠・育成
C00667,28,27,60092,1,2,5,5,12,優良
C00668,9,26,52348,1,4,5,4,13,優良
C00669,9,21,52464,1,4,3,4,11,一般
C00670,3,20,39688,1,5,3,2,10,一般
C00671,20,23,61203,1,2,4,5,11,一般
C00672,20,25,49514,2,2,5,4,11,一般
C00673,17,20,47296,1,3,3,3,9,一般
C00674,19,14,31748,1,2,1,1,4,休眠・育成
C00675,13,22,52271,2,3,4,4,11,一般
C00676,2,22,40756,1,5,4,2,11,一般
C00677,20,19,57203,1,2,2,5,9,一般
C00678,13,18,45434,1,3,2,3,8,一般
C00679,9,25,44946,1,4,5,3,12,優良
C00680,11,24,56694,1,3,4,5,12,優良
C00681,19,16,34185,1,2,1,1,4,休眠・育成
C00682,35,16,37458,1,1,1,2,4,休眠・育成
C00683,4,26,58117,2,5,5,5,15,優良
C00684,5,23,42638,2,4,4,3,11,一般
C00685,3,21,48289,1,5,3,4,12,優良
C00686,15,20,45082,2,3,3,3,9,一般
C00687,2,15,33077,1,5,1,1,7,休眠・育成
C00688,28,28,64544,1,2,5,5,12,優良
C00689,25,16,34718,1,2,1,1,4,休眠・育成
C00690,18,20,54945,1,2,3,5,10,一般
C00691,8,20,44795,1,4,3,3,10,一般
C00692,11,23,48530,1,3,4,4,11,一般
C00693,3,19,45153,2,5,2,3,10,一般
C00694,4,22,57241,1,5,4,5,14,優良
C00695,2,18,39649,1,5,2,2,9,一般
C00696,6,14,30521,1,4,1,1,6,休眠・育成
C00697,8,19,32754,2,4,2,1,7,休眠・育成
C00698,2,32,67112,1,5,5,5,15,優良
C00699,24,20,31687,1,2,3,1,6,休眠・育成
C00700,11,22,49125,2,3,4,4,11,一般
C00701,27,16,35854,1,2,1,2,5,休眠・育成
C00702,1,24,50995,3,5,4,4,13,優良
C00703,1,25,61178,1,5,5,5,15,優良
C00704,58,19,42038,1,1,2,2,5,休眠・育成
C00705,5,28,54414,1,4,5,4,13,優良
C00706,28,20,39026,1,2,3,2,7,休眠・育成
C00707,102,21,43258,1,1,3,3,7,休眠・育成
C00708,17,18,45849,1,3,2,3,8,一般
C00709,7,19,40250,1,4,2,2,8,一般
C00710,11,18,35816,3,3,2,2,7,休眠・育成
C00711,39,19,38251,1,1,2,2,5,休眠・育成
C00712,7,21,38698,1,4,3,2,9,一般
C00713,14,29,56323,1,3,5,5,13,優良
C00714,14,11,28501,2,3,1,1,5,休眠・育成
C00715,16,16,38002,2,3,1,2,6,休眠・育成
C00716,3,14,28819,1,5,1,1,7,休眠・育成
C00717,1,17,28057,1,5,1,1,7,休眠・育成
C00718,13,27,55255,2,3,5,5,13,優良
C00719,10,19,41847,1,3,2,2,7,休眠・育成
C00720,17,15,28645,1,3,1,1,5,休眠・育成
C00721,20,18,41138,1,2,2,2,6,休眠・育成
C00722,55,18,42703,1,1,2,3,6,休眠・育成
C00723,2,24,64152,1,5,4,5,14,優良
C00724,51,27,59531,1,1,5,5,11,一般
C00725,49,19,41020,1,1,2,2,5,休眠・育成
C00726,39,20,46342,1,1,3,3,7,休眠・育成
C00727,14,22,52395,1,3,4,4,11,一般
C00728,5,27,58605,1,4,5,5,14,優良
C00729,2,23,42426,1,5,4,3,12,優良
C00730,3,15,37217,2,5,1,2,8,一般
C00731,41,18,39032,1,1,2,2,5,休眠・育成
C00732,15,23,50735,2,3,4,4,11,一般
C00733,19,21,53546,1,2,3,4,9,一般
C00734,33,16,43755,3,1,1,3,5,休眠・育成
C00735,23,29,68048,2,2,5,5,12,優良
C00736,31,15,23991,1,1,1,1,3,休眠・育成
C00737,1,20,39872,1,5,3,2,10,一般
C00738,24,22,56902,1,2,4,5,11,一般
C00739,6,20,45869,1,4,3,3,10,一般
C00740,30,12,26637,1,2,1,1,4,休眠・育成
C00741,12,23,49231,1,3,4,4,11,一般
C00742,18,13,34432,1,2,1,1,4,休眠・育成
C00743,22,24,58479,2,2,4,5,11,一般
C00744,17,18,39313,2,3,2,2,7,休眠・育成
C00745,4,23,48849,1,5,4,4,13,優良
C00746,41,14,24956,1,1,1,1,3,休眠・育成
C00747,1,22,44731,3,5,4,3,12,優良
C00748,18,26,54340,2,2,5,4,11,一般
C00749,3,18,37129,2,5,2,2,9,一般
C00750,17,13,29603,1,3,1,1,5,休眠・育成
C00751,19,23,41713,1,2,4,2,8,一般
C00752,7,24,51002,1,4,4,4,12,優良
C00753,18,19,42997,1,2,2,3,7,休眠・育成
C00754,2,21,48660,1,5,3,4,12,優良
C00755,6,12,20538,1,4,1,1,6,休眠・育成
C00756,10,26,53456,1,3,5,4,12,優良
C00757,18,20,32452,1,2,3,1,6,休眠・育成
C00758,29,18,34212,1,2,2,1,5,休眠・育成
C00759,46,15,29480,1,1,1,1,3,休眠・育成
C00760,5,14,29932,1,4,1,1,6,休眠・育成
C00761,23,14,33800,1,2,1,1,4,休眠・育成
C00762,79,15,31894,1,1,1,1,3,休眠・育成
C00763,2,20,36900,1,5,3,2,10,一般
C00764,26,21,49322,1,2,3,4,9,一般
C00765,1,17,36771,2,5,1,2,8,一般
C00766,4,31,73007,1,5,5,5,15,優良
C00767,4,23,53966,1,5,4,4,13,優良
C00768,6,26,58058,3,4,5,5,14,優良
C00769,3,20,38676,1,5,3,2,10,一般
C00770,17,23,44658,1,3,4,3,10,一般
C00771,59,29,76369,1,1,5,5,11,一般
C00772,46,21,41884,3,1,3,2,6,休眠・育成
C00773,21,28,63794,2,2,5,5,12,優良
C00774,5,15,38457,1,4,1,2,7,休眠・育成
C00775,6,17,45389,2,4,1,3,8,一般
C00776,9,25,54033,1,4,5,4,13,優良
C00777,32,28,55508,2,1,5,5,11,一般
C00778,19,16,31675,1,2,1,1,4,休眠・育成
C00779,21,22,56114,2,2,4,5,11,一般
C00780,1,25,49746,1,5,5,4,14,優良
C00781,12,15,32870,1,3,1,1,5,休眠・育成
C00782,33,20,47666,2,1,3,3,7,休眠・育成
C00783,5,25,44966,1,4,5,3,12,優良
C00784,36,12,22014,1,1,1,1,3,休眠・育成
C00785,11,23,42768,1,3,4,3,10,一般
C00786,37,19,42275,1,1,2,2,5,休眠・育成
C00787,21,22,46097,1,2,4,3,9,一般
C00788,6,20,35529,1,4,3,1,8,一般
C00789,14,14,24572,1,3,1,1,5,休眠・育成
C00790,9,26,57438,1,4,5,5,14,優良
C00791,25,25,57205,1,2,5,5,12,優良
C00792,4,16,27157,1,5,1,1,7,休眠・育成
C00793,20,22,40135,1,2,4,2,8,一般
C00794,1,12,28189,2,5,1,1,7,休眠・育成
C00795,4,22,47342,1,5,4,3,12,優良
C00796,26,20,47969,1,2,3,4,9,一般
C00797,10,16,28205,1,3,1,1,5,休眠・育成
C00798,50,15,31977,2,1,1,1,3,休眠・育成
C00799,25,18,45825,1,2,2,3,7,休眠・育成
C00800,19,20,38264,1,2,3,2,7,休眠・育成
C00801,11,23,43341,2,3,4,3,10,一般
C00802,4,23,42066,1,5,4,2,11,一般
C00803,17,22,43669,1,3,4,3,10,一般
C00804,24,19,44997,1,2,2,3,7,休眠・育成
C00805,20,23,54118,2,2,4,4,10,一般
C00806,11,19,38395,1,3,2,2,7,休眠・育成
C00807,8,20,44821,1,4,3,3,10,一般
C00808,30,25,49374,1,2,5,4,11,一般
C00809,8,18,39451,1,4,2,2,8,一般
C00810,1,15,24488,2,5,1,1,7,休眠・育成
C00811,4,19,37158,1,5,2,2,9,一般
C00812,6,20,44560,1,4,3,3,10,一般
C00813,15,20,50681,1,3,3,4,10,一般
C00814,5,20,43956,2,4,3,3,10,一般
C00815,10,20,40476,1,3,3,2,8,一般
C00816,10,32,62361,1,3,5,5,13,優良
C00817,87,19,49632,1,1,2,4,7,休眠・育成
C00818,47,20,46678,1,1,3,3,7,休眠・育成
C00819,24,13,28002,2,2,1,1,4,休眠・育成
C00820,3,18,33774,1,5,2,1,8,一般
C00821,20,15,36916,1,2,1,2,5,休眠・育成
C00822,30,18,37984,1,2,2,2,6,休眠・育成
C00823,20,15,31127,1,2,1,1,4,休眠・育成
C00824,17,24,59302,1,3,4,5,12,優良
C00825,13,22,54277,1,3,4,4,11,一般
C00826,3,23,48126,1,5,4,4,13,優良
C00827,38,27,52502,1,1,5,4,10,一般
C00828,3,31,72981,2,5,5,5,15,優良
C00829,48,18,31139,1,1,2,1,4,休眠・育成
C00830,32,19,40460,1,1,2,2,5,休眠・育成
C00831,9,21,39329,1,4,3,2,9,一般
C00832,50,12,32299,1,1,1,1,3,休眠・育成
C00833,12,14,24463,1,3,1,1,5,休眠・育成
C00834,4,19,37316,1,5,2,2,9,一般
C00835,40,25,43324,1,1,5,3,9,一般
C00836,11,22,53933,1,3,4,4,11,一般
C00837,24,22,46759,1,2,4,3,9,一般
C00838,39,21,46535,1,1,3,3,7,休眠・育成
C00839,2,17,34327,1,5,1,1,7,休眠・育成
C00840,10,21,51609,1,3,3,4,10,一般
C00841,7,22,47057,1,4,4,3,11,一般
C00842,5,22,50325,1,4,4,4,12,優良
C00843,54,23,50303,1,1,4,4,9,一般
C00844,23,17,33557,1,2,2,1,5,休眠・育成
C00845,21,17,30727,1,2,2,1,5,休眠・育成
C00846,13,22,54633,1,3,4,5,12,優良
C00847,60,20,49784,2,1,3,4,8,一般
C00848,1,17,32983,1,5,2,1,8,一般
C00849,10,25,52827,1,3,5,4,12,優良
C00850,31,18,37158,1,1,2,2,5,休眠・育成
C00851,31,19,37182,1,1,2,2,5,休眠・育成
C00852,53,13,34571,1,1,1,1,3,休眠・育成
C00853,7,21,41328,1,4,3,2,9,一般
C00854,15,18,38725,1,3,2,2,7,休眠・育成
C00855,23,24,42452,1,2,4,3,9,一般
C00856,58,16,33066,1,1,1,1,3,休眠・育成
C00857,45,12,26560,1,1,1,1,3,休眠・育成
C00858,23,21,47338,1,2,3,3,8,一般
C00859,11,18,34993,1,3,2,1,6,休眠・育成
C00860,26,32,64606,2,2,5,5,12,優良
C00861,15,19,37200,1,3,2,2,7,休眠・育成
C00862,38,14,32232,1,1,1,1,3,休眠・育成
C00863,30,17,42706,2,2,2,3,7,休眠・育成
C00864,19,21,42674,1,2,3,3,8,一般
C00865,31,21,45695,1,1,3,3,7,休眠・育成
C00866,53,19,29838,1,1,2,1,4,休眠・育成
C00867,11,22,47667,3,3,4,3,10,一般
C00868,13,20,45831,2,3,3,3,9,一般
C00869,37,21,47359,1,1,3,3,7,休眠・育成
C00870,24,17,37916,1,2,2,2,6,休眠・育成
C00871,9,22,52301,2,4,4,4,12,優良
C00872,10,20,41979,2,3,3,2,8,一般
C00873,39,17,35285,1,1,2,1,4,休眠・育成
C00874,20,23,54808,1,2,4,5,11,一般
C00875,66,16,38285,2,1,1,2,4,休眠・育成
C00876,13,27,61026,1,3,5,5,13,優良
C00877,23,18,44659,1,2,2,3,7,休眠・育成
C00878,32,20,45490,1,1,3,3,7,休眠・育成
C00879,14,24,43188,1,3,4,3,10,一般
C00880,30,19,49846,1,2,2,4,8,一般
C00881,10,19,43487,1,3,2,3,8,一般
C00882,23,23,43446,1,2,4,3,9,一般
C00883,9,20,43912,1,4,3,3,10,一般
C00884,2,20,42941,1,5,3,3,11,一般
C00885,37,16,29623,1,1,1,1,3,休眠・育成
C00886,1,27,59148,1,5,5,5,15,優良
C00887,2,23,52409,1,5,4,4,13,優良
C00888,21,16,36778,1,2,1,2,5,休眠・育成
C00889,13,22,53768,1,3,4,4,11,一般
C00890,12,24,51680,2,3,4,4,11,一般
C00891,23,24,65190,2,2,4,5,11,一般
C00892,24,13,31089,1,2,1,1,4,休眠・育成
C00893,7,31,71541,1,4,5,5,14,優良
C00894,29,17,34332,1,2,2,1,5,休眠・育成
C00895,2,24,50808,1,5,4,4,13,優良
C00896,2,23,49224,1,5,4,4,13,優良
C00897,10,21,44906,1,3,3,3,9,一般
C00898,51,15,28768,1,1,1,1,3,休眠・育成
C00899,25,15,28665,1,2,1,1,4,休眠・育成
C00900,4,20,42424,1,5,3,3,11,一般
C00901,2,28,60236,1,5,5,5,15,優良
C00902,11,16,31519,1,3,1,1,5,休眠・育成
C00903,14,22,48680,1,3,4,4,11,一般
C00904,3,21,38760,2,5,3,2,10,一般
C00905,17,20,42540,1,3,3,3,9,一般
C00906,3,19,49282,1,5,2,4,11,一般
C00907,18,16,34175,2,2,1,1,4,休眠・育成
C00908,39,20,44557,2,1,3,3,7,休眠・育成
C00909,16,15,41281,2,3,1,2,6,休眠・育成
C00910,55,12,28751,1,1,1,1,3,休眠・育成
C00911,52,25,55940,1,1,5,5,11,一般
C00912,2,14,28713,1,5,1,1,7,休眠・育成
C00913,4,18,36542,1,5,2,2,9,一般
C00914,15,20,45080,2,3,3,3,9,一般
C00915,8,30,60762,2,4,5,5,14,優良
C00916,2,23,58349,2,5,4,5,14,優良
C00917,78,22,43729,1,1,4,3,8,一般
C00918,33,17,33087,3,1,2,1,4,休眠・育成
C00919,36,25,46278,1,1,5,3,9,一般
C00920,3,21,38943,1,5,3,2,10,一般
C00921,30,16,27763,1,1,1,1,3,休眠・育成
C00922,14,20,54456,2,3,3,4,10,一般
C00923,19,20,41972,1,2,3,2,7,休眠・育成
C00924,2,25,59919,2,5,5,5,15,優良
C00925,4,16,39331,1,5,1,2,8,一般
C00926,46,11,23432,1,1,1,1,3,休眠・育成
C00927,12,18,42969,1,3,2,3,8,一般
C00928,37,14,31844,1,1,1,1,3,休眠・育成
C00929,72,19,38976,2,1,2,2,5,休眠・育成
C00930,16,19,41996,1,3,2,2,7,休眠・育成
C00931,9,17,37062,1,4,2,2,8,一般
C00932,24,15,23901,1,2,1,1,4,休眠・育成
C00933,8,21,39794,1,4,3,2,9,一般
C00934,44,22,46880,1,1,4,3,8,一般
C00935,35,17,34410,1,1,2,1,4,休眠・育成
C00936,31,27,55500,1,1,5,5,11,一般
C00937,8,19,40368,2,4,2,2,8,一般
C00938,16,31,56250,1,3,5,5,13,優良
C00939,48,20,51601,1,1,3,4,8,一般
C00940,16,21,48270,1,3,3,4,10,一般
C00941,1,17,36117,1,5,2,2,9,一般
C00942,24,20,42093,1,2,3,2,7,休眠・育成
C00943,44,21,47768,2,1,3,4,8,一般
C00944,8,23,46412,1,4,4,3,11,一般
C00945,7,22,61471,1,4,4,5,13,優良
C00946,3,18,43837,1,5,2,3,10,一般
C00947,7,16,38935,1,4,1,2,7,休眠・育成
C00948,32,18,41120,3,1,2,2,5,休眠・育成
C00949,9,25,60649,1,4,5,5,14,優良
C00950,34,19,40328,1,1,2,2,5,休眠・育成
C00951,17,18,40174,1,3,2,2,7,休眠・育成
C00952,5,21,52812,1,4,3,4,11,一般
C00953,17,14,44477,1,3,1,3,7,休眠・育成
C00954,30,16,34090,1,1,1,1,3,休眠・育成
C00955,8,19,41282,1,4,2,2,8,一般
C00956,19,20,43366,1,2,3,3,8,一般
C00957,1,19,37082,1,5,2,2,9,一般
C00958,6,18,34187,1,4,2,1,7,休眠・育成
C00959,28,24,58378,3,2,4,5,11,一般
C00960,10,25,60576,1,3,5,5,13,優良
C00961,13,20,47449,1,3,3,3,9,一般
C00962,11,27,62618,1,3,5,5,13,優良
C00963,11,20,42990,1,3,3,3,9,一般
C00964,52,10,22668,1,1,1,1,3,休眠・育成
C00965,6,25,50413,1,4,5,4,13,優良
C00966,1,24,47088,1,5,4,3,12,優良
C00967,17,26,58808,1,3,5,5,13,優良
C00968,8,18,38691,1,4,2,2,8,一般
C00969,39,18,40386,1,1,2,2,5,休眠・育成
C00970,1,21,56973,1,5,3,5,13,優良
C00971,12,24,57765,1,3,4,5,12,優良
C00972,28,19,44824,1,2,2,3,7,休眠・育成
C00973,38,23,49801,1,1,4,4,9,一般
C00974,44,17,34083,1,1,2,1,4,休眠・育成
C00975,4,23,51076,1,5,4,4,13,優良
C00976,30,25,67493,2,1,5,5,11,一般
C00977,3,21,50874,2,5,3,4,12,優良
C00978,16,25,57787,1,3,5,5,13,優良
C00979,4,20,43476,1,5,3,3,11,一般
C00980,1,20,42085,1,5,3,2,10,一般
C00981,38,17,35464,2,1,2,1,4,休眠・育成
C00982,9,17,41161,1,4,2,2,8,一般
C00983,2,20,30800,1,5,3,1,9,一般
C00984,13,19,39437,1,3,2,2,7,休眠・育成
C00985,14,24,47278,1,3,4,3,10,一般
C00986,18,21,48471,1,2,3,4,9,一般
C00987,14,25,59988,3,3,5,5,13,優良
C00988,15,21,48203,1,3,3,4,10,一般
C00989,24,24,46601,1,2,4,3,9,一般
C00990,2,25,47878,1,5,5,4,14,優良
C00991,6,22,48068,1,4,4,4,12,優良
C00992,13,24,44087,1,3,4,3,10,一般
C00993,1,20,43638,1,5,3,3,11,一般
C00994,14,21,40216,1,3,3,2,8,一般
C00995,27,24,61745,1,2,4,5,11,一般
C00996,16,19,40493,1,3,2,2,7,休眠・育成
C00997,5,16,39085,1,4,1,2,7,休眠・育成
C00998,9,27,58438,1,4,5,5,14,優良
C00999,22,19,35103,1,2,2,1,5,休眠・育成
C01000,85,19,40029,1,1,2,2,5,休眠・育成
C01001,10,24,54452,1,3,4,4,11,一般
C01002,4,18,42108,1,5,2,2,9,一般
C01003,13,24,69062,1,3,4,5,12,優良
C01004,14,24,57943,2,3,4,5,12,優良
C01005,21,19,42271,1,2,2,2,6,休眠・育成
C01006,14,15,46275,1,3,1,3,7,休眠・育成
C01007,27,27,55827,1,2,5,5,12,優良
C01008,34,28,57392,1,1,5,5,11,一般
C01009,3,25,49787,1,5,5,4,14,優良
C01010,32,21,45369,2,1,3,3,7,休眠・育成
C01011,22,19,43202,2,2,2,3,7,休眠・育成
C01012,2,20,40997,2,5,3,2,10,一般
C01013,3,24,45935,1,5,4,3,12,優良
C01014,2,24,52853,3,5,4,4,13,優良
C01015,5,28,59887,2,4,5,5,14,優良
C01016,54,20,39711,1,1,3,2,6,休眠・育成
C01017,49,11,20191,1,1,1,1,3,休眠・育成
C01018,4,15,26864,1,5,1,1,7,休眠・育成
C01019,57,17,39695,1,1,2,2,5,休眠・育成
C01020,24,14,30180,1,2,1,1,4,休眠・育成
C01021,22,16,34853,1,2,1,1,4,休眠・育成
C01022,28,21,47557,1,2,3,3,8,一般
C01023,16,17,40992,1,3,2,2,7,休眠・育成
C01024,50,19,46730,2,1,2,3,6,休眠・育成
C01025,56,24,49827,1,1,4,4,9,一般
C01026,3,22,44750,2,5,4,3,12,優良
C01027,3,25,50307,1,5,5,4,14,優良
C01028,6,23,42459,1,4,4,3,11,一般
C01029,6,22,48245,1,4,4,4,12,優良
C01030,3,15,29202,1,5,1,1,7,休眠・育成
C01031,13,18,40075,1,3,2,2,7,休眠・育成
C01032,14,21,52900,1,3,3,4,10,一般
C01033,25,21,43562,1,2,3,3,8,一般
C01034,14,20,40966,1,3,3,2,8,一般
C01035,39,27,55434,2,1,5,5,11,一般
C01036,13,22,42283,1,3,4,2,9,一般
C01037,23,13,31438,1,2,1,1,4,休眠・育成
C01038,39,18,40360,2,1,2,2,5,休眠・育成
C01039,10,27,58732,1,3,5,5,13,優良
C01040,4,17,39720,1,5,2,2,9,一般
C01041,17,16,29627,1,3,1,1,5,休眠・育成
C01042,8,20,39734,1,4,3,2,9,一般
C01043,24,14,27837,1,2,1,1,4,休眠・育成
C01044,29,20,45363,1,2,3,3,8,一般
C01045,27,23,42757,1,2,4,3,9,一般
C01046,3,27,59160,1,5,5,5,15,優良
C01047,8,26,64323,2,4,5,5,14,優良
C01048,18,26,56970,1,2,5,5,12,優良
C01049,18,29,57417,1,2,5,5,12,優良
C01050,1,25,55523,2,5,5,5,15,優良
C01051,5,20,43470,1,4,3,3,10,一般
C01052,23,19,48082,1,2,2,4,8,一般
C01053,15,24,48527,1,3,4,4,11,一般
C01054,17,20,39515,1,3,3,2,8,一般
C01055,17,16,41369,1,3,1,2,6,休眠・育成
C01056,72,15,28023,1,1,1,1,3,休眠・育成
C01057,9,21,46728,2,4,3,3,10,一般
C01058,4,22,46902,2,5,4,3,12,優良
C01059,4,18,36932,1,5,2,2,9,一般
C01060,19,15,34985,1,2,1,1,4,休眠・育成
C01061,10,22,51212,1,3,4,4,11,一般
C01062,32,18,36779,1,1,2,2,5,休眠・育成
C01063,22,24,49092,1,2,4,4,10,一般
C01064,10,19,57674,1,3,2,5,10,一般
C01065,6,29,59010,1,4,5,5,14,優良
C01066,10,13,32141,1,3,1,1,5,休眠・育成
C01067,3,23,53371,2,5,4,4,13,優良
C01068,26,29,64078,1,2,5,5,12,優良
C01069,12,15,26916,1,3,1,1,5,休眠・育成
C01070,23,11,26427,1,2,1,1,4,休眠・育成
C01071,40,19,48199,3,1,2,4,7,休眠・育成
C01072,35,25,67466,1,1,5,5,11,一般
C01073,15,15,24519,1,3,1,1,5,休眠・育成
C01074,19,23,53338,1,2,4,4,10,一般
C01075,15,18,41597,2,3,2,2,7,休眠・育成
C01076,31,26,59994,1,1,5,5,11,一般
C01077,10,23,48648,1,3,4,4,11,一般
C01078,42,13,26781,1,1,1,1,3,休眠・育成
C01079,6,18,37824,1,4,2,2,8,一般
C01080,3,14,27116,1,5,1,1,7,休眠・育成
C01081,8,24,49540,1,4,4,4,12,優良
C01082,42,23,57060,1,1,4,5,10,一般
C01083,3,24,51139,1,5,4,4,13,優良
C01084,15,20,38824,1,3,3,2,8,一般
C01085,49,14,39220,1,1,1,2,4,休眠・育成
C01086,3,15,31895,2,5,1,1,7,休眠・育成
C01087,16,27,56036,1,3,5,5,13,優良
C01088,18,21,49103,1,2,3,4,9,一般
C01089,4,19,49334,2,5,2,4,11,一般
C01090,51,20,42637,1,1,3,3,7,休眠・育成
C01091,7,23,50903,1,4,4,4,12,優良
C01092,10,20,45441,2,3,3,3,9,一般
C01093,8,22,56541,1,4,4,5,13,優良
C01094,2,18,43076,1,5,2,3,10,一般
C01095,14,23,49788,1,3,4,4,11,一般
