date,channel,ad_spend,impressions,clicks
2025-09-22,SNS広告,15265,72675,2731
2025-09-22,自然検索,0,2448,243
2025-09-22,紹介,0,1892,259
2025-09-23,検索広告,20371,127486,7340
2025-09-23,SNS広告,15442,85607,3294
2025-09-23,自然検索,0,2054,210
2025-09-23,紹介,0,2309,292
2025-09-24,検索広告,15993,76789,4488
2025-09-24,SNS広告,18100,96135,3676
2025-09-24,自然検索,0,2726,275
2025-09-24,紹介,0,2445,314
2025-09-25,検索広告,17425,84116,4947
2025-09-25,SNS広告,16771,120348,4490
2025-09-25,自然検索,0,2100,232
2025-09-25,紹介,0,2072,299
2025-09-26,検索広告,17065,118949,6856
2025-09-26,SNS広告,16964,126513,4832
2025-09-26,自然検索,0,2461,257
2025-09-26,紹介,0,2587,328
2025-09-27,検索広告,18992,141931,8168
2025-09-27,SNS広告,14513,80046,3138
2025-09-27,自然検索,0,2458,241
2025-09-27,紹介,0,2073,267
2025-09-28,検索広告,17767,123657,7304
2025-09-28,SNS広告,16068,101525,3907
2025-09-28,自然検索,0,3029,279
2025-09-28,紹介,0,2403,320
2025-09-29,検索広告,25670,154819,9001
2025-09-29,SNS広告,17451,86189,3257
2025-09-29,自然検索,0,2239,255
2025-09-29,紹介,0,1920,229
2025-09-30,検索広告,16566,115307,6815
2025-09-30,SNS広告,12462,74551,2830
2025-09-30,自然検索,0,2254,221
2025-09-30,紹介,0,2315,286
2025-10-01,検索広告,22431,102796,6038
2025-10-01,SNS広告,17582,117548,4569
2025-10-01,自然検索,0,1841,186
2025-10-01,紹介,0,2465,314
2025-10-02,検索広告,17325,128603,7502
2025-10-02,SNS広告,13831,96615,3629
2025-10-02,自然検索,0,2088,226
2025-10-02,紹介,0,1869,220
2025-10-03,検索広告,23819,163031,9653
2025-10-03,SNS広告,16222,100976,3815
2025-10-03,自然検索,0,2058,236
2025-10-03,紹介,0,2054,301
2025-10-04,検索広告,17961,85870,4910
2025-10-04,SNS広告,13548,100319,3879
2025-10-04,自然検索,0,2420,245
2025-10-04,紹介,0,1955,272
2025-10-05,検索広告,17904,85481,5088
2025-10-05,SNS広告,14677,91949,3573
2025-10-05,自然検索,0,2110,203
2025-10-05,紹介,0,2579,344
2025-10-06,検索広告,19917,131019,7733
2025-10-06,SNS広告,14822,88824,3486
2025-10-06,自然検索,0,2599,262
2025-10-06,紹介,0,2106,295
2025-10-07,検索広告,21427,108050,6362
2025-10-07,SNS広告,15220,90081,3526
2025-10-07,自然検索,0,2382,232
2025-10-07,紹介,0,2371,313
2025-10-08,検索広告,23826,149074,8827
2025-10-08,SNS広告,15060,107338,4153
2025-10-08,自然検索,0,1855,177
2025-10-08,紹介,0,2024,268
2025-10-09,検索広告,20625,104452,6101
2025-10-09,SNS広告,17786,122666,4637
2025-10-09,自然検索,0,2107,206
2025-10-09,紹介,0,2666,346
2025-10-10,検索広告,19108,97352,5787
2025-10-10,SNS広告,13679,62005,2422
2025-10-10,自然検索,0,2321,224
2025-10-10,紹介,0,2731,383
2025-10-11,検索広告,16058,85948,5102
2025-10-11,SNS広告,11132,76819,3042
2025-10-11,自然検索,0,2392,258
2025-10-11,紹介,0,1962,253
2025-10-12,検索広告,23529,156536,9411
2025-10-12,SNS広告,11480,85756,3351
2025-10-12,自然検索,0,2309,244
2025-10-12,紹介,0,2265,298
2025-10-13,検索広告,24882,132676,7853
2025-10-13,SNS広告,15570,84707,3263
2025-10-13,自然検索,0,2284,210
2025-10-13,紹介,0,2243,312
2025-10-14,検索広告,22856,137278,8261
2025-10-14,SNS広告,16045,80203,3081
2025-10-14,自然検索,0,2482,267
2025-10-14,紹介,0,1660,228
2025-10-15,検索広告,15961,87229,5257
2025-10-15,SNS広告,12971,63794,2540
2025-10-15,自然検索,0,2300,257
2025-10-15,紹介,0,2315,300
2025-10-16,検索広告,16302,111151,6787
2025-10-16,SNS広告,12956,85331,3285
2025-10-16,自然検索,0,1974,194
2025-10-16,紹介,0,1775,240
2025-10-17,検索広告,19113,139867,8342
2025-10-17,SNS広告,15742,102394,4001
2025-10-17,自然検索,0,2490,272
2025-10-17,紹介,0,2641,377
2025-10-18,検索広告,22880,108026,6447
2025-10-18,SNS広告,17015,104062,4094
2025-10-18,自然検索,0,1670,168
2025-10-18,紹介,0,1952,276
2025-10-19,検索広告,21383,96302,5725
2025-10-19,SNS広告,15927,81488,3195
2025-10-19,自然検索,0,2484,272
2025-10-19,紹介,0,2017,260
2025-10-20,検索広告,18861,93559,5706
2025-10-20,SNS広告,16766,105069,4161
2025-10-20,自然検索,0,1959,194
2025-10-20,紹介,0,1787,239
2025-10-21,検索広告,23400,107308,6487
2025-10-21,SNS広告,10111,72508,2808
2025-10-21,自然検索,0,2311,240
2025-10-21,紹介,0,2070,272
2025-10-22,検索広告,18434,96375,5782
2025-10-22,SNS広告,14309,96492,3759
2025-10-22,自然検索,0,2051,217
2025-10-22,紹介,0,2430,346
2025-10-23,検索広告,18815,97435,5968
2025-10-23,SNS広告,15340,73442,2929
2025-10-23,自然検索,0,1936,186
2025-10-23,紹介,0,2082,282
2025-10-24,検索広告,21180,115909,7028
2025-10-24,SNS広告,16908,100715,3930
2025-10-24,自然検索,0,1889,195
2025-10-24,紹介,0,2112,298
2025-10-25,検索広告,22819,141981,8569
2025-10-25,SNS広告,21062,110935,4325
2025-10-25,自然検索,0,2037,233
2025-10-25,紹介,0,2211,289
2025-10-26,検索広告,23215,158228,9501
2025-10-26,SNS広告,12655,91745,3714
2025-10-26,自然検索,0,2718,277
2025-10-26,紹介,0,2045,259
2025-10-27,検索広告,19255,111895,6687
2025-10-27,SNS広告,17877,83874,3359
2025-10-27,自然検索,0,1810,183
2025-10-27,紹介,0,1989,265
2025-10-28,検索広告,18427,116181,7129
2025-10-28,SNS広告,17900,96442,3875
2025-10-28,自然検索,0,1929,193
2025-10-28,紹介,0,2611,369
2025-10-29,検索広告,18067,91859,5697
2025-10-29,SNS広告,13924,66301,2644
2025-10-29,自然検索,0,2497,253
2025-10-29,紹介,0,1782,254
2025-10-30,検索広告,22399,137637,8448
2025-10-30,SNS広告,12860,86381,3429
2025-10-30,自然検索,0,2023,233
2025-10-30,紹介,0,2593,394
2025-10-31,検索広告,11778,57515,3563
2025-10-31,SNS広告,13542,83962,3240
2025-10-31,自然検索,0,2631,256
2025-10-31,紹介,0,2421,302
2025-11-01,検索広告,14875,72666,4540
2025-11-01,SNS広告,19426,97610,3797
2025-11-01,自然検索,0,1538,145
2025-11-01,紹介,0,2646,389
2025-11-02,検索広告,14275,86264,5320
2025-11-02,SNS広告,19050,134209,5380
2025-11-02,自然検索,0,2388,255
2025-11-02,紹介,0,2523,360
2025-11-03,検索広告,22721,130099,8079
2025-11-03,SNS広告,17125,126861,5068
2025-11-03,自然検索,0,2164,233
2025-11-03,紹介,0,2693,351
2025-11-04,検索広告,18874,97164,5980
2025-11-04,SNS広告,9640,69758,2802
2025-11-04,自然検索,0,2026,237
2025-11-04,紹介,0,2072,299
2025-11-05,検索広告,19900,148803,9166
2025-11-05,SNS広告,16734,76554,3136
2025-11-05,自然検索,0,1973,199
2025-11-05,紹介,0,1717,222
2025-11-06,検索広告,21401,134840,8336
2025-11-06,SNS広告,15541,82503,3257
2025-11-06,自然検索,0,1903,200
2025-11-06,紹介,0,2230,292
2025-11-07,検索広告,18261,101958,6304
2025-11-07,SNS広告,12428,77012,3217
2025-11-07,自然検索,0,2425,269
2025-11-07,紹介,0,2303,286
2025-11-08,検索広告,15772,74110,4706
2025-11-08,SNS広告,19656,131289,5164
2025-11-08,自然検索,0,2235,257
2025-11-08,紹介,0,1584,211
2025-11-09,検索広告,19815,146503,9270
2025-11-09,SNS広告,16009,91683,3712
2025-11-09,自然検索,0,1791,160
2025-11-09,紹介,0,1937,257
2025-11-10,検索広告,19376,140670,8739
2025-11-10,SNS広告,15103,69003,2729
2025-11-10,自然検索,0,2206,237
2025-11-10,紹介,0,2195,283
2025-11-11,検索広告,16682,75472,4673
2025-11-11,SNS広告,11159,70448,2817
2025-11-11,自然検索,0,2004,210
2025-11-11,紹介,0,2210,280
2025-11-12,検索広告,15015,69666,4360
2025-11-12,SNS広告,12817,74757,3016
2025-11-12,自然検索,0,2389,257
2025-11-12,紹介,0,2157,324
2025-11-13,検索広告,15954,105917,6793
2025-11-13,SNS広告,19211,103001,4196
2025-11-13,自然検索,0,2346,255
2025-11-13,紹介,0,2379,319
2025-11-14,検索広告,21812,161626,10054
2025-11-14,SNS広告,16490,114283,4599
2025-11-14,自然検索,0,2537,277
2025-11-14,紹介,0,2130,306
2025-11-15,検索広告,16605,85224,5365
2025-11-15,SNS広告,10180,61338,2475
2025-11-15,自然検索,0,2844,309
2025-11-15,紹介,0,1694,250
2025-11-16,検索広告,19972,106908,6667
2025-11-16,SNS広告,16737,110260,4494
2025-11-16,自然検索,0,1983,231
2025-11-16,紹介,0,1653,228
2025-11-17,検索広告,20629,95881,5993
2025-11-17,SNS広告,15333,82711,3363
2025-11-17,自然検索,0,2336,256
2025-11-17,紹介,0,2345,323
2025-11-18,検索広告,16925,102932,6397
2025-11-18,SNS広告,12338,64151,2611
2025-11-18,自然検索,0,2422,266
2025-11-18,紹介,0,2438,334
2025-11-19,検索広告,15009,69434,4308
2025-11-19,SNS広告,14792,79153,3237
2025-11-19,自然検索,0,2051,229
2025-11-19,紹介,0,1814,225
2025-11-20,検索広告,23379,158293,10116
2025-11-20,SNS広告,9179,45377,1749
2025-11-20,自然検索,0,2410,247
2025-11-20,紹介,0,1946,270
2025-11-21,検索広告,17401,114456,7193
2025-11-21,SNS広告,14792,102415,4232
2025-11-21,自然検索,0,1917,190
2025-11-21,紹介,0,2484,334
2025-11-22,検索広告,15660,96155,5996
2025-11-22,SNS広告,18368,125951,5322
2025-11-22,自然検索,0,2054,235
2025-11-22,紹介,0,2262,325
2025-11-23,検索広告,20854,153442,9735
2025-11-23,SNS広告,10891,68813,2834
2025-11-23,自然検索,0,1869,209
2025-11-23,紹介,0,2020,294
2025-11-24,検索広告,18472,132252,8370
2025-11-24,SNS広告,16696,114980,4734
2025-11-24,自然検索,0,2249,236
2025-11-24,紹介,0,2158,293
2025-11-25,検索広告,18922,89933,5778
2025-11-25,SNS広告,16390,84183,3485
2025-11-25,自然検索,0,2086,247
2025-11-25,紹介,0,1764,263
2025-11-26,検索広告,15539,105738,6723
2025-11-26,SNS広告,19997,120549,4857
2025-11-26,自然検索,0,2056,252
2025-11-26,紹介,0,2456,356
2025-11-27,検索広告,18027,99384,6478
2025-11-27,SNS広告,15482,87044,3696
2025-11-27,自然検索,0,2428,247
2025-11-27,紹介,0,1936,239
2025-11-28,検索広告,17521,96150,6148
2025-11-28,SNS広告,18254,94517,3939
2025-11-28,自然検索,0,2145,265
2025-11-28,紹介,0,1950,284
2025-11-29,検索広告,19915,136158,8693
2025-11-29,SNS広告,13932,102500,4228
2025-11-29,自然検索,0,2270,232
2025-11-29,紹介,0,1895,271
2025-11-30,検索広告,18030,123109,7814
2025-11-30,SNS広告,17634,93855,3909
2025-11-30,自然検索,0,2198,263
2025-11-30,紹介,0,2116,310
2025-12-01,検索広告,18015,115653,7354
2025-12-01,SNS広告,14130,85102,3463
2025-12-01,自然検索,0,1780,189
2025-12-01,紹介,0,2227,333
2025-12-02,検索広告,22560,112969,7194
2025-12-02,SNS広告,13776,100772,4203
2025-12-02,自然検索,0,1858,179
2025-12-02,紹介,0,1939,259
2025-12-03,検索広告,21380,117155,7598
2025-12-03,SNS広告,13449,86608,3586
2025-12-03,自然検索,0,1649,171
2025-12-03,紹介,0,2310,306
2025-12-04,検索広告,20519,146806,9361
2025-12-04,SNS広告,14462,75473,3113
2025-12-04,自然検索,0,2420,281
2025-12-04,紹介,0,2138,280
2025-12-05,検索広告,19782,98329,6403
2025-12-05,SNS広告,16354,111273,4586
2025-12-05,自然検索,0,2504,288
2025-12-05,紹介,0,1979,309
2025-12-06,検索広告,18506,102895,6629
2025-12-06,SNS広告,14043,88666,3811
2025-12-06,自然検索,0,2382,279
2025-12-06,紹介,0,2025,309
2025-12-07,検索広告,20503,132055,8520
2025-12-07,SNS広告,21012,133542,5565
2025-12-07,自然検索,0,2123,255
2025-12-07,紹介,0,2479,364
2025-12-08,検索広告,14626,95137,6073
2025-12-08,SNS広告,12218,66933,2709
2025-12-08,自然検索,0,1948,196
2025-12-08,紹介,0,2275,304
2025-12-09,検索広告,18020,104633,6899
2025-12-09,SNS広告,13531,77552,3276
2025-12-09,自然検索,0,2603,291
2025-12-09,紹介,0,2545,352
2025-12-10,検索広告,13290,86730,5700
2025-12-10,SNS広告,17217,98922,4108
2025-12-10,自然検索,0,2476,276
2025-12-10,紹介,0,2074,299
2025-12-11,検索広告,22672,121967,7982
2025-12-11,SNS広告,13826,80107,3353
2025-12-11,自然検索,0,2105,217
2025-12-11,紹介,0,2090,299
2025-12-12,検索広告,19341,97288,6361
2025-12-12,SNS広告,19244,114289,4808
2025-12-12,自然検索,0,2438,289
2025-12-12,紹介,0,2371,335
2025-12-13,検索広告,19374,98038,6508
2025-12-13,SNS広告,12833,82637,3502
2025-12-13,自然検索,0,2346,271
2025-12-13,紹介,0,2764,376
2025-12-14,検索広告,15645,104927,6834
2025-12-14,SNS広告,17022,103411,4257
2025-12-14,自然検索,0,2213,256
2025-12-14,紹介,0,2446,373
2025-12-15,検索広告,15999,81144,5335
2025-12-15,SNS広告,15718,88061,3707
2025-12-15,自然検索,0,2340,265
2025-12-15,紹介,0,1994,306
2025-12-16,検索広告,14051,69487,4605
2025-12-16,SNS広告,13292,90619,3795
2025-12-16,自然検索,0,2302,265
2025-12-16,紹介,0,2829,405
2025-12-17,検索広告,13609,71119,4679
2025-12-17,SNS広告,14445,104868,4475
2025-12-17,自然検索,0,2230,237
2025-12-17,紹介,0,1788,264
2025-12-18,検索広告,17428,107978,7021
2025-12-18,SNS広告,17767,116918,4956
2025-12-18,自然検索,0,2396,233
2025-12-18,紹介,0,1908,265
2025-12-19,検索広告,21789,108207,6898
2025-12-19,SNS広告,17730,111204,4739
2025-12-19,自然検索,0,2155,253
2025-12-19,紹介,0,2307,328
2025-12-20,検索広告,19104,105006,6930
2025-12-20,SNS広告,14835,80098,3506
2025-12-20,自然検索,0,2245,256
2025-12-20,紹介,0,1718,274
2025-12-21,検索広告,20725,110886,7179
2025-12-21,SNS広告,12674,92301,3962
2025-12-21,自然検索,0,2215,242
2025-12-21,紹介,0,2027,285
2025-12-22,検索広告,20021,117717,7778
2025-12-22,SNS広告,14371,72474,2931
2025-12-22,自然検索,0,1912,209
2025-12-22,紹介,0,1773,251
2025-12-23,検索広告,20095,113126,7465
2025-12-23,SNS広告,16084,85252,3683
2025-12-23,自然検索,0,1814,196
2025-12-23,紹介,0,2064,284
2025-12-24,検索広告,21039,140798,9343
2025-12-24,SNS広告,14898,68346,2941
2025-12-24,自然検索,0,2749,279
2025-12-24,紹介,0,2456,402
2025-12-25,検索広告,25662,170048,11199
2025-12-25,SNS広告,19582,131430,5552
2025-12-25,自然検索,0,1891,212
2025-12-25,紹介,0,1617,249
2025-12-26,検索広告,21052,151994,10067
2025-12-26,SNS広告,18131,111717,4917
2025-12-26,自然検索,0,2004,218
2025-12-26,紹介,0,1637,218
2025-12-27,検索広告,16023,86490,5704
2025-12-27,SNS広告,17171,124202,5237
2025-12-27,自然検索,0,2478,267
2025-12-27,紹介,0,2376,336
2025-12-28,検索広告,14529,85228,5632
2025-12-28,SNS広告,13516,91569,3934
2025-12-28,自然検索,0,1901,222
2025-12-28,紹介,0,2400,333
2025-12-29,検索広告,18243,82880,5474
2025-12-29,SNS広告,8444,38047,1651
2025-12-29,自然検索,0,2020,247
2025-12-29,紹介,0,2256,354
2025-12-30,検索広告,22651,103409,6906
2025-12-30,SNS広告,16216,101200,4366
2025-12-30,自然検索,0,1762,205
2025-12-30,紹介,0,2637,393
2025-12-31,検索広告,21122,150177,9911
2025-12-31,SNS広告,11951,54991,2452
2025-12-31,自然検索,0,2263,276
2025-12-31,紹介,0,1951,288
2026-01-01,検索広告,21605,147463,9997
2026-01-01,SNS広告,17575,111462,4847
2026-01-01,自然検索,0,2059,236
2026-01-01,紹介,0,2005,291
2026-01-02,検索広告,15642,107214,7122
2026-01-02,SNS広告,11691,62011,2659
2026-01-02,自然検索,0,1800,208
2026-01-02,紹介,0,2308,339
2026-01-03,検索広告,16548,117986,7827
2026-01-03,SNS広告,20251,113460,5065
2026-01-03,自然検索,0,2546,273
2026-01-03,紹介,0,2098,301
2026-01-04,検索広告,22881,167686,11121
2026-01-04,SNS広告,9994,62003,2612
2026-01-04,自然検索,0,2102,261
2026-01-04,紹介,0,2172,327
2026-01-05,検索広告,15518,115467,7789
2026-01-05,SNS広告,18431,124891,5439
2026-01-05,自然検索,0,2230,258
2026-01-05,紹介,0,2116,312
2026-01-06,検索広告,18571,128504,8663
2026-01-06,SNS広告,13553,69279,2980
2026-01-06,自然検索,0,2051,225
2026-01-06,紹介,0,1721,244
2026-01-07,検索広告,22153,134755,9021
2026-01-07,SNS広告,8729,49628,2234
2026-01-07,自然検索,0,2153,256
2026-01-07,紹介,0,2423,384
2026-01-08,検索広告,18155,94626,6415
2026-01-08,SNS広告,16879,111840,4923
2026-01-08,自然検索,0,2583,295
2026-01-08,紹介,0,2130,306
2026-01-09,検索広告,21509,160199,10843
2026-01-09,SNS広告,15880,74782,3361
2026-01-09,自然検索,0,2457,295
2026-01-09,紹介,0,2625,403
2026-01-10,検索広告,23505,169076,11237
2026-01-10,SNS広告,17212,93375,4037
2026-01-10,自然検索,0,2356,263
2026-01-10,紹介,0,2617,415
2026-01-11,検索広告,22211,108104,7284
2026-01-11,SNS広告,14306,84378,3614
2026-01-11,自然検索,0,2329,276
2026-01-11,紹介,0,2383,337
2026-01-12,検索広告,19504,131126,8709
2026-01-12,SNS広告,14140,90364,3955
2026-01-12,自然検索,0,2370,294
2026-01-12,紹介,0,2601,369
2026-01-13,検索広告,19668,112151,7620
2026-01-13,SNS広告,12231,91619,4040
2026-01-13,自然検索,0,2048,218
2026-01-13,紹介,0,2058,322
2026-01-14,検索広告,22665,123257,8378
2026-01-14,SNS広告,14081,84484,3693
2026-01-14,自然検索,0,2229,267
2026-01-14,紹介,0,2660,394
2026-01-15,検索広告,17449,91350,6291
2026-01-15,SNS広告,17559,102262,4406
2026-01-15,自然検索,0,2064,253
2026-01-15,紹介,0,2100,316
2026-01-16,検索広告,17724,116517,7894
2026-01-16,SNS広告,11389,57925,2583
2026-01-16,自然検索,0,2009,244
2026-01-16,紹介,0,2344,351
2026-01-17,検索広告,20158,106337,7395
2026-01-17,SNS広告,15363,112702,4893
2026-01-17,自然検索,0,2428,296
2026-01-17,紹介,0,2035,315
2026-01-18,検索広告,17660,107049,7308
2026-01-18,SNS広告,13526,65722,3020
2026-01-18,自然検索,0,2322,277
2026-01-18,紹介,0,2256,389
2026-01-19,検索広告,18568,108920,7589
2026-01-19,SNS広告,13662,86773,3851
2026-01-19,自然検索,0,1962,235
2026-01-19,紹介,0,2308,372
2026-01-20,検索広告,16781,76420,5199
2026-01-20,SNS広告,13613,98825,4323
2026-01-20,自然検索,0,2127,231
2026-01-20,紹介,0,2080,337
2026-01-21,検索広告,23417,167463,11452
2026-01-21,SNS広告,16431,96709,4308
2026-01-21,自然検索,0,2343,273
2026-01-21,紹介,0,2046,307
2026-01-22,検索広告,21073,145036,9947
2026-01-22,SNS広告,16151,105032,4607
2026-01-22,自然検索,0,2113,271
2026-01-22,紹介,0,2014,297
2026-01-23,検索広告,20421,126573,8608
2026-01-23,SNS広告,15277,98160,4267
2026-01-23,自然検索,0,2161,295
2026-01-23,紹介,0,1812,251
2026-01-24,検索広告,17553,116381,8110
2026-01-24,SNS広告,16339,114201,5034
2026-01-24,自然検索,0,1947,258
2026-01-24,紹介,0,1951,299
2026-01-25,検索広告,19050,98932,6771
2026-01-25,SNS広告,13193,75609,3321
2026-01-25,自然検索,0,2366,276
2026-01-25,紹介,0,1919,289
2026-01-26,検索広告,17775,91703,6404
2026-01-26,SNS広告,13736,63329,2844
2026-01-26,自然検索,0,1946,221
2026-01-26,紹介,0,2055,299
2026-01-27,検索広告,18303,108970,7419
2026-01-27,SNS広告,15101,97926,4294
2026-01-27,自然検索,0,3265,371
2026-01-27,紹介,0,2038,272
2026-01-28,検索広告,18845,86140,5877
2026-01-28,SNS広告,14114,105471,4674
2026-01-28,自然検索,0,2004,233
2026-01-28,紹介,0,2091,323
2026-01-29,検索広告,18701,125657,8638
2026-01-29,SNS広告,11897,81283,3713
2026-01-29,自然検索,0,2091,240
2026-01-29,紹介,0,2471,387
2026-01-30,検索広告,18527,123757,8500
2026-01-30,SNS広告,11665,81221,3611
2026-01-30,自然検索,0,2079,257
2026-01-30,紹介,0,2052,311
2026-01-31,検索広告,26647,132172,8979
2026-01-31,SNS広告,14219,83018,3829
2026-01-31,自然検索,0,1738,215
2026-01-31,紹介,0,2603,366
2026-02-01,検索広告,21936,150158,10236
2026-02-01,SNS広告,15706,90288,4171
2026-02-01,自然検索,0,2045,216
2026-02-01,紹介,0,1860,289
2026-02-02,検索広告,20520,152962,10723
2026-02-02,SNS広告,11662,80684,3614
2026-02-02,自然検索,0,2113,251
2026-02-02,紹介,0,2870,437
2026-02-03,検索広告,17125,93032,6412
2026-02-03,SNS広告,18376,126924,5834
2026-02-03,自然検索,0,2227,288
2026-02-03,紹介,0,2582,372
2026-02-04,検索広告,22895,118057,8031
2026-02-04,SNS広告,18506,136533,6318
2026-02-04,自然検索,0,1840,218
2026-02-04,紹介,0,2068,308
2026-02-05,検索広告,18813,121125,8350
2026-02-05,SNS広告,11149,80539,3689
2026-02-05,自然検索,0,2754,313
2026-02-05,紹介,0,2688,417
2026-02-06,検索広告,18879,137150,9554
2026-02-06,SNS広告,11444,60552,2799
2026-02-06,自然検索,0,2317,296
2026-02-06,紹介,0,2689,402
2026-02-07,検索広告,20934,134192,9386
2026-02-07,SNS広告,19351,117711,5495
2026-02-07,自然検索,0,2278,297
2026-02-07,紹介,0,2677,378
2026-02-08,検索広告,14202,69916,4812
2026-02-08,SNS広告,18991,129403,5936
2026-02-08,自然検索,0,2042,243
2026-02-08,紹介,0,1910,277
2026-02-09,検索広告,22429,110396,7710
2026-02-09,SNS広告,11697,82684,3765
2026-02-09,自然検索,0,2756,330
2026-02-09,紹介,0,1707,260
2026-02-10,検索広告,21120,114543,8046
2026-02-10,SNS広告,17642,115987,5284
2026-02-10,自然検索,0,2626,337
2026-02-10,紹介,0,1801,257
2026-02-11,検索広告,19933,123403,8448
2026-02-11,SNS広告,13295,69601,3162
2026-02-11,自然検索,0,2389,295
2026-02-11,紹介,0,2863,441
2026-02-12,検索広告,25880,147537,10568
2026-02-12,SNS広告,13320,79750,3680
2026-02-12,自然検索,0,2519,341
2026-02-12,紹介,0,2347,347
2026-02-13,検索広告,16191,81195,5711
2026-02-13,SNS広告,17609,105033,4853
2026-02-13,自然検索,0,2232,294
2026-02-13,紹介,0,2050,292
2026-02-14,検索広告,19374,112496,7898
2026-02-14,SNS広告,16096,74837,3363
2026-02-14,自然検索,0,2181,247
2026-02-14,紹介,0,2021,309
2026-02-15,検索広告,19599,119958,8538
2026-02-15,SNS広告,14003,79369,3582
2026-02-15,自然検索,0,1974,259
2026-02-15,紹介,0,2274,321
2026-02-16,検索広告,19657,117380,8296
2026-02-16,SNS広告,16993,95451,4404
2026-02-16,自然検索,0,2353,279
2026-02-16,紹介,0,2540,380
2026-02-17,検索広告,17542,104190,7287
2026-02-17,SNS広告,15470,105917,5000
2026-02-17,自然検索,0,2297,283
2026-02-17,紹介,0,1823,281
2026-02-18,検索広告,17661,119175,8496
2026-02-18,SNS広告,15772,103474,4783
2026-02-18,自然検索,0,2644,318
2026-02-18,紹介,0,1948,296
2026-02-19,検索広告,16377,109032,7741
2026-02-19,SNS広告,14711,80988,3611
2026-02-19,自然検索,0,2843,332
2026-02-19,紹介,0,2228,323
2026-02-20,検索広告,24006,177946,12646
2026-02-20,SNS広告,15423,93604,4325
2026-02-20,自然検索,0,2647,340
2026-02-20,紹介,0,2500,369
2026-02-21,検索広告,20092,135333,9547
2026-02-21,SNS広告,16181,100436,4648
2026-02-21,自然検索,0,1852,247
2026-02-21,紹介,0,2099,311
2026-02-22,検索広告,15072,88214,6400
2026-02-22,SNS広告,13569,68271,3093
2026-02-22,自然検索,0,2177,292
2026-02-22,紹介,0,2275,339
2026-02-23,検索広告,16621,79573,5649
2026-02-23,SNS広告,15749,100680,4742
2026-02-23,自然検索,0,2401,289
2026-02-23,紹介,0,2033,307
2026-02-24,検索広告,17440,109325,7911
2026-02-24,SNS広告,10987,58057,2625
2026-02-24,自然検索,0,1999,244
2026-02-24,紹介,0,2284,348
2026-02-25,検索広告,16634,114190,8181
2026-02-25,SNS広告,16947,113217,5207
2026-02-25,自然検索,0,2344,276
2026-02-25,紹介,0,2270,320
2026-02-26,検索広告,21988,119753,8556
2026-02-26,SNS広告,14894,91645,4211
2026-02-26,自然検索,0,2239,290
2026-02-26,紹介,0,1999,306
2026-02-27,検索広告,15577,74834,5297
2026-02-27,SNS広告,14468,90120,4216
2026-02-27,自然検索,0,2030,256
2026-02-27,紹介,0,2414,364
2026-02-28,検索広告,20036,104104,7457
2026-02-28,SNS広告,14878,92607,4331
2026-02-28,自然検索,0,2290,274
2026-02-28,紹介,0,2238,360
2026-03-01,検索広告,18260,134486,9664
2026-03-01,SNS広告,15170,69293,3233
2026-03-01,自然検索,0,2686,348
2026-03-01,紹介,0,2513,348
2026-03-02,検索広告,23758,146308,10459
2026-03-02,SNS広告,12812,82521,3948
2026-03-02,自然検索,0,2636,329
2026-03-02,紹介,0,2172,311
2026-03-03,検索広告,14467,105458,7637
2026-03-03,SNS広告,12137,87768,4111
2026-03-03,自然検索,0,2009,247
2026-03-03,紹介,0,2044,319
2026-03-04,検索広告,21796,160486,11429
2026-03-04,SNS広告,10706,64617,3048
2026-03-04,自然検索,0,2750,354
2026-03-04,紹介,0,2243,319
2026-03-05,検索広告,16173,102886,7451
2026-03-05,SNS広告,15492,78311,3650
2026-03-05,自然検索,0,1817,250
2026-03-05,紹介,0,2048,299
2026-03-06,検索広告,17314,89607,6536
2026-03-06,SNS広告,11196,60027,2768
2026-03-06,自然検索,0,1924,236
2026-03-06,紹介,0,1678,259
2026-03-07,検索広告,15092,102222,7354
2026-03-07,SNS広告,16412,80592,3743
2026-03-07,自然検索,0,2026,244
2026-03-07,紹介,0,1869,275
2026-03-08,検索広告,18064,88545,6340
2026-03-08,SNS広告,19251,132590,6282
2026-03-08,自然検索,0,2670,338
2026-03-08,紹介,0,2776,415
2026-03-09,検索広告,18900,111552,7768
2026-03-09,SNS広告,13280,63605,3096
2026-03-09,自然検索,0,2248,280
2026-03-09,紹介,0,2111,300
2026-03-10,検索広告,21051,104281,7514
2026-03-10,SNS広告,16742,91504,4248
2026-03-10,自然検索,0,2632,303
2026-03-10,紹介,0,2611,383
2026-03-11,検索広告,25231,117143,8584
2026-03-11,SNS広告,19323,115351,5252
2026-03-11,自然検索,0,2089,273
2026-03-11,紹介,0,2087,305
2026-03-12,検索広告,13616,73683,5337
2026-03-12,SNS広告,17039,95309,4475
2026-03-12,自然検索,0,1923,235
2026-03-12,紹介,0,2755,414
2026-03-13,検索広告,19580,129033,9528
2026-03-13,SNS広告,14943,83843,4025
2026-03-13,自然検索,0,2013,249
2026-03-13,紹介,0,2364,363
2026-03-14,検索広告,19923,139140,10185
2026-03-14,SNS広告,12247,90090,4320
2026-03-14,自然検索,0,1837,225
2026-03-14,紹介,0,1887,253
2026-03-15,検索広告,21380,104794,7522
2026-03-15,SNS広告,14106,98591,4686
2026-03-15,自然検索,0,1595,176
2026-03-15,紹介,0,2279,322
